term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,9025112.287823515,156392.1184520782,-0.027694422406705728,0.05940915064516132,-0.4661642542597324,0.6410979336034872,-0.1441342180233364,0.08874537320992495,0.9726855523024239,0.8657715381161382,1.0928023641393434
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,9025112.287823515,156392.1184520782,1.2107876142399037e-4,3.3979784873973965e-4,0.35632586219440093,0.7215965434695624,-5.449127841300882e-4,7.87070306978069e-4,1.000121086091753,0.999455235653878,1.0007873801280904
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,5545109.551435585,99336.80185553344,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,3480002.7363878717,57055.31659654476,-0.02910173257775586,0.017551112371216857,-1.6581132843455308,0.09729460305504893,-0.06350128071395628,0.005297815558444562,0.9713176447922754,0.9384729173845314,1.0053118737983133
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,2177490.8110869713,35466.57032995823,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1844587.9928799332,31564.62001633609,0.0497614543174166,0.02461575179907245,2.021528926826914,0.043225041016680496,0.0015154673388575665,0.09800744129597563,1.0510203501031683,1.0015166162397857,1.102970992611579
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1779908.8366853176,31516.622358870034,0.17717505110572448,0.025671573528758557,6.901604644812453,5.141837287226493e-12,0.1268596915628859,0.22749041064856307,1.193840057859038,1.1352577203698955,1.2554454007892475
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1686415.9338542416,31367.623345200114,0.26716478243350217,0.025574065134041705,10.446707671745093,1.517002619819205e-25,0.21704053583249894,0.3172890290345054,1.3062556765862485,1.2423944626108894,1.3733994668875167
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1536708.7133169991,26476.682401713748,0.25856571705896175,0.02815554867549159,9.183472857839709,4.174077591197704e-20,0.20338185569003384,0.3137495784278897,1.2950712553304458,1.2255403584677893,1.3685469799461185
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,8134169.038451515,146394.2395240957,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,121006.56673910025,1193.9856982138178,-0.8526717890148183,0.09434950576140497,-9.037374198557975,1.6048024887225763e-19,-1.0375934222663263,-0.6677501557633103,0.4262744936125002,0.3543063224847771,0.5128611384359383
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,693942.5845084529,7816.905065729653,-0.8360877413486179,0.038716731463873715,-21.5949980728297,2.0015215402598166e-103,-0.9119711406169191,-0.7602043420803166,0.43340279480245947,0.4017315736556736,0.46757087284252097
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,33554.597700618,419.9949450583322,-0.47121123692370026,0.14651650430327748,-3.216096638153,0.0012994706561063243,-0.7583783084988319,-0.1840441653485686,0.6242457007417271,0.4684254529665986,0.8318990619032749
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,42439.500423813704,566.9932189806894,-0.38999845808675704,0.13429321776439165,-2.9040815655410306,0.003683321877239932,-0.6532083282729593,-0.12678858790055486,0.6770579184619305,0.5203735664698222,0.8809198900355489
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,7328633.667005759,126502.47981876181,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),1203913.5284417528,20364.753664062137,-0.04000435384635767,0.025145775246498556,-1.5908976141798654,0.11163261959270909,-0.08928916769283363,0.009280460000118292,0.9607852560318294,0.9145810680357137,1.0093236569949438
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),363193.64005116577,6914.916531816851,0.09267367938492736,0.051425318398677304,1.8021021992799366,0.07152932776611072,-0.008118092569985136,0.19346545133983986,1.0971036693049407,0.9919147701558246,1.213447462843284
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),129371.4523248108,2609.968437437391,0.04199712343732175,0.06742156927688614,0.6229033807393067,0.5333480162805089,-0.09014672412654726,0.17414097100119078,1.0428914788037431,0.9137970993534051,1.1902233409703866
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,9025112.287823515,156392.1184520782,0.04575435474858138,0.029784037966865597,1.5362038820754453,0.12448838420481241,-0.012621286980648752,0.10412999647781152,1.0468172336884842,0.9874580274279073,1.1097447084425216
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,9025112.287823515,156392.1184520782,0.07434174569817292,0.03380531392677852,2.199114194271212,0.027869803491150306,0.008084547915616733,0.1405989434807291,1.0771748624771245,1.0081173161189623,1.1509629542120579
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,9025112.287823515,156392.1184520782,-0.1279853495819357,0.14527776945250873,-0.8809699520047634,0.37833408371805294,-0.412724545463166,0.15675384629929462,0.8798662694589076,0.6618445658096899,1.1697076505938138
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,9025112.287823515,156392.1184520782,0.06924866188886965,0.03832327097578119,1.806961152471356,0.07076833649817992,-0.005863568993430643,0.14436089277116992,1.0717026676275778,0.9941535881767766,1.155300973068395
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,9025112.287823515,156392.1184520782,-0.016417585718191286,0.10266633787047419,-0.1599120613311836,0.8729503472231964,-0.2176399103689413,0.1848047389325587,0.9837164483346,0.8044150510397111,1.2029835213467033
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,9025112.287823515,156392.1184520782,-0.023414261474392076,0.03838626074285853,-0.6099646337328681,0.5418852354724311,-0.09864995003155852,0.051821427082774374,0.9768577254195657,0.9060598187289663,1.0531876549282637
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,9025112.287823515,156392.1184520782,0.02988908887054347,0.03827226952337975,0.7809594059292678,0.4348263705229942,-0.045123181001890764,0.1049013587429777,1.0303402514150224,0.9558797283581271,1.1106010538683955
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,9025112.287823515,156392.1184520782,-0.036594720596264084,0.10386131303580147,-0.35234217175407473,0.7245816648435621,-0.24015915353347536,0.16696971234094718,0.9640667725918498,0.7865026764249877,1.1817184732801207
haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,9025112.287823515,156392.1184520782,0.07709409393928801,0.06834869534796767,1.1279526777621276,0.25933990497358844,-0.056866887333028915,0.21105507521160494,1.0801437065874826,0.9447198151712959,1.2349803699936142
cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",9025112.287823515,156392.1184520782,0.09170118073960253,0.03925798822466377,2.335860416861387,0.01949851755574,0.014756937713764018,0.16864542376544103,1.0960372560995066,1.014866358897088,1.1837003524913887
any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,9025112.287823515,156392.1184520782,0.10828604201966226,0.046945367151938526,2.306639581051626,0.02107492105625265,0.01627481316085308,0.20029727087847143,1.114366455433618,1.016407969315654,1.2217658996040692
dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,9025112.287823515,156392.1184520782,0.07590187207653933,0.04029218989443905,1.883786219497962,0.059593898315863154,-0.0030693689748099162,0.15487311312788857,1.0788567029949336,0.9969353367224036,1.167509810038156
other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,9025112.287823515,156392.1184520782,0.03459330552336253,0.0494406449241488,0.6996936544099523,0.48411864018854545,-0.062308577900402125,0.1314951889471272,1.0351986136185038,0.9395929044466316,1.1405324205473932
LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,9025112.287823515,156392.1184520782,-0.13362561589690397,0.2679111239036918,-0.49876844958830246,0.6179425166753465,-0.6587217698057879,0.3914705380119799,0.8749175585206803,0.5175124118879,1.4791543480383254
psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,9025112.287823515,156392.1184520782,-0.07630302727726629,0.0882758840712526,-0.8643700154356729,0.38738465909755293,-0.24932058076035438,0.0967145262058218,0.9265353985161794,0.7793300950993011,1.10154586625344
multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,2873555.186493443,46240.43717539722,0,NA,NA,NA,NA,NA,NA,NA,NA
multimorb1,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,1,3135902.535854639,54872.3394054279,-0.08952289367809803,0.03840831097700648,-2.330820892688872,0.019762805971635516,-0.16480179990004512,-0.014243987456150936,0.9143673316533292,0.8480617733599403,0.9858569781802672
multimorb2,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,2,1999866.4006965999,35671.57427527856,-0.17943152168770812,0.06883805019601642,-2.606574723961191,0.009145286702097709,-0.3143516208378607,-0.04451142253755555,0.8357451794030728,0.7302622076010463,0.9564646747775553
multimorb3,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,3,777702.9218179294,14873.823693497927,-0.23532640898231055,0.10158417767882377,-2.3165655750675693,0.02052740844696283,-0.43442773863192274,-0.036225079332698334,0.7903128423125073,0.6476351776462558,0.9644231973224179
multimorb4+,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,4+,238085.24296083953,4733.9439024766125,-0.36058405055914333,0.1434443223719583,-2.5137561710119893,0.01194529892735094,-0.6417297561949347,-0.07943834492335194,0.6972689667934748,0.5263811250957392,0.9236349649976751
shielded,shielded,Shielding criteria met,integer,continuous,NA,NA,NA,NA,Shielding criteria met,9025112.287823515,156392.1184520782,0.10225225575247042,0.02400862835469067,4.258979490283665,2.0536230983165325e-5,0.05519620885906958,0.14930830264587125,1.107662850814877,1.0567479376426967,1.1610308829296057
flu_vaccine,flu_vaccine,Flu vaccine in previous 5 years,integer,continuous,NA,NA,NA,NA,Flu vaccine in previous 5 years,9025112.287823515,156392.1184520782,0.7339240117164385,0.025860700047996264,28.379897309597556,3.58072624782171e-177,0.6832379710073726,0.7846100524255044,2.083239245116849,1.9802794497942329,2.19155218363043
efi_catNone,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,TRUE,None,710499.3576525341,8111.901243700587,0,NA,NA,NA,NA,NA,NA,NA,NA
efi_catMild,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Mild,2686355.5084377476,42611.48168354216,0.3201451651486487,0.04308417294237566,7.430690745226498,1.0803202355338521e-13,0.23570173787789733,0.4045885924194001,1.377327689803329,1.2657967146441977,1.4986858025083527
efi_catModerate,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Moderate,3196190.8429577565,56707.31684312728,0.3511054754127968,0.04358626812378042,8.055414939762546,7.920963699498849e-16,0.265677959669681,0.4365329911559126,1.4206371603010515,1.304314949027407,1.5473332899643302
efi_catSevere,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,FALSE,Severe,2432066.5787754133,48961.4186817082,0.35269085999308686,0.04577092536958889,7.705565424889173,1.3026521691422803e-14,0.26298149472962196,0.44240022525655176,1.422891202839204,1.3008026470243046,1.556438541810077
regionEast,region,region,factor,categorical,9,contr.treatment,treatment,TRUE,East,2837770.936227597,53479.352720883995,0,NA,NA,NA,NA,NA,NA,NA,NA
regionEast Midlands,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,East Midlands,1810808.3765623348,24739.702128315377,3.6128777263045753,0.9039308002197641,3.9968521101684007,6.419037481734449e-5,1.8412059133573673,5.3845495392517835,37.07258420796192,6.304135920759754,218.01187619235094
regionLondon,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,London,109104.81886972736,1462.9836022623945,-4.010145432281186,5.002664935143588,-0.8016018430716838,0.42278331115187084,-13.815188531884022,5.79489766732165,0.018130758247522475,1.0003220779362163e-6,328.6185538444794
regionNorth East,region,region,factor,categorical,9,contr.treatment,treatment,FALSE,North East,252518.06122952202,4951.941559942669,-0.39490252427135825,2.7095422074552227,-0.14574510896519569,0.8841226097444359,-5.705507665474749,4.915702616932033,0.6737457099021602,0.003327587654892417,136.41512371407148
