strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,1466204,47882,-0.024896259377317355,0.14191877059923752,-0.17542612067590102,0.8607448174883985,-0.3030519384820248,0.25325941972739,0.9754110965342961,0.7385607356507996,1.2882174225033323
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,1466204,47882,0.0010789356015476722,9.661238554679749e-4,1.1167673745361075,0.26409380192054427,-8.146323597745387e-4,0.002972503562869883,1.001079517861952,0.9991856993630828,1.002976925832237
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,768904,25118,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,697300,22764,-0.0028671282146254346,0.01050608049899141,-0.2729017938612483,0.7849287075427248,-0.023458667611327193,0.01772441118207632,0.9971369780721198,0.9768143479047657,1.0178824207194552
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,326683,9249,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,291942,9509,0.16585116140311015,0.0179552029692556,9.236941608908259,2.5364340218323382e-20,0.13065961024826256,0.20104271255795775,1.1803973999552162,1.139579813995716,1.2226769943700255
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,274114,9149,0.17782242963698502,0.017756041485747977,10.014756373469591,1.3128496578080676e-23,0.14302122781691992,0.21262363145705013,1.194613174504813,1.1537542930909641,1.236919026214147
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,305223,10326,0.17313975197568876,0.017078580726395596,10.13783023012531,3.753437576090342e-24,0.13966634884489348,0.20661315510648404,1.1890322630812309,1.1498900726944483,1.229506851324693
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,268242,9649,0.29886684956888293,0.017366590880606318,17.20929868294615,2.261539626865411e-66,0.2648289569086528,0.33290474222911304,1.3483300807885379,1.3032080519802454,1.3950144061777046
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,1347220,45225,0,NA,NA,NA,NA,NA,NA,NA,NA
