strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,2997713,49226,-0.028025035675452854,0.03339730912416093,-0.8391405298931235,0.40139045470649265,-0.09348255873935919,0.03743248738845349,0.9723640227064182,0.9107539019838595,1.0381419070445705
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,2997713,49226,1.2505814118995336e-4,1.906729421612328e-4,0.655877754716788,0.5119027822940088,-2.486539582723517e-4,4.987702406522584e-4,1.0001250659612853,0.999751376953561,1.0004988946472113
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1853747,31548,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1143966,17678,-0.029209553739133073,0.010046547072153722,-2.907422174937493,0.003644210098581551,-0.04890042416954069,-0.009518683308725455,0.9712129218415243,0.9522759486460016,0.9905264759580688
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,658474,9900,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,571329,9090,0.07975484546713667,0.014751268187447271,5.406643310505655,6.421684863544833e-8,0.05084289109344858,0.10866679984082475,1.0830215274904458,1.0521575769707738,1.114790839965903
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,632696,10633,0.19540245306352816,0.014709749587036509,13.283873522614792,2.871472215695325e-40,0.16657187365133366,0.22423303247572265,1.215800190553617,1.1812484334574322,1.251362593577128
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,582658,10207,0.2750631792042511,0.014896792715662462,18.46459063064294,3.98029287231926e-76,0.24586600199639405,0.30426035641210813,1.316613854855627,1.2787282150331765,1.3556219550163122
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,552556,9396,0.29102346217876385,0.015643359540077128,18.603642103423073,3.0020184587619004e-77,0.2603630408830016,0.3216838834745261,1.337795971190053,1.2974010107868084,1.3794486405147588
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,2786612,47087,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,39729,363,-0.7607042357278333,0.053828075578703546,-14.132109081544002,2.4082224975741994e-45,-0.8662053252191922,-0.6552031462364744,0.4673371955451876,0.4205443543032302,0.519336550604511
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,140376,1421,-0.7774993127129534,0.02751286619014137,-28.259480758553362,1.0884952613702926e-175,-0.8314235395571001,-0.7235750858688066,0.45955377589203295,0.4354289945233174,0.48501518179289627
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,10893,138,-0.3990463152069926,0.09047396372493673,-4.410620456733744,1.030748476925514e-5,-0.5763720256464518,-0.22172060476753333,0.670959624999882,0.5619333526865498,0.8011391675323809
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,20103,217,-0.5103831650492006,0.07294268301196029,-6.9970440347733565,2.614191430361088e-12,-0.6533481966883643,-0.3674181334100368,0.6002655339696519,0.5203007877335033,0.6925200187404397
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2441632,39898,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),392364,6419,-0.008860288824856668,0.014073981144988878,-0.6295509943901996,0.5289883948588119,-0.036444784988130655,0.01872420733841732,0.9911788478614308,0.9642113313666627,1.018900604554626
