term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,or,or.ll,or.ul
(Intercept),-7.650494661318076,0.016820820167564074,-454.8229268909657,0,-7.683462863036927,-7.617526459599225,0 Unadjusted,4.7580870663791895e-4,4.603779096538298e-4,4.917567080546518e-4
"timesincevax_pwDose 1 (0,3]",-0.5899831302080993,0.16527884200488926,-3.569622844953418,3.5749554674357694e-4,-0.9139237079441681,-0.26604255247203057,0 Unadjusted,0.5543366361993238,0.4009479310171064,0.7664065143153738
"timesincevax_pwDose 1 (3,7]",0.1011622572689845,0.10294486766240954,0.9826838342318258,0.32576306940239236,-0.1006059757425802,0.3029304902805492,0 Unadjusted,1.1064561577535508,0.904289274607235,1.353820357498416
"timesincevax_pwDose 1 (7,14]",-0.4488506188685322,0.10506614183937048,-4.272076722439793,1.9366091768321573e-5,-0.6547764728682752,-0.24292476486878922,0 Unadjusted,0.6383614507274893,0.5195581849591623,0.7843305207614714
"timesincevax_pwDose 1 (14,21]",-0.589776874584797,0.11906087914128241,-4.9535739937292425,7.28626328929486e-7,-0.8231319096693867,-0.35642183950020734,0 Unadjusted,0.5544509830396764,0.43905442016108676,0.7001771955305092
"timesincevax_pwDose 1 (21, Inf]",-0.9344319420652394,0.12518159123856437,-7.464611472180834,8.354576042018847e-14,-1.1797833524202403,-0.6890805317102385,0 Unadjusted,0.39280894040123465,0.3073453170079257,0.502037464443168
"timesincevax_pwDose 2 (0,3]",-5.91557183177726,71.54732887785725,-0.08268054062334163,0.9341055582188125,-146.14575962242003,134.3146159588655,0 Unadjusted,0.002697117060558899,3.386125438345647e-64,21483080207187418e42
"timesincevax_pwDose 2 (3,7]",-5.915571831865478,78.097747343411,-0.0757457421384199,0.9396213835351579,-158.9843438986597,147.15320023492876,0 Unadjusted,0.002697117060320966,8.994493987204899e-70,8087659458578613e48
"timesincevax_pwDose 2 (7,14]",-5.915571831787899,83.61717801870788,-0.07074589183653619,0.9435999959095318,-169.80222923732958,157.97108557375378,0 Unadjusted,0.002697117060530205,1.8023072402378467e-74,40361822200986534e52
"timesincevax_pwDose 2 (14,21]",-5.915571831280354,218.58069478145973,-0.027063560380731846,0.9784090387113278,-434.3258613186835,422.49471765612276,0 Unadjusted,0.0026971170618991136,2.3696002195665047e-189,30699019967671165e167
(Intercept),-24.50702553990843,4.656784086334185,-5.2626501649124835,1.4199360433414601e-7,-33.63415463290269,-15.379896446914167,"1 Age, sex, IMD",2.2737045986131876e-11,2.470997121290432e-15,2.0921645586761997e-7
age,0.3264556086144412,0.1060907992373591,3.0771340301061865,0.0020900130297749546,0.11852146301814795,0.5343897542107344,"1 Age, sex, IMD",1.386046719862976,1.125831037574665,1.7064065970161229
I(age * age),-0.0014806859562993156,6.028697779209587e-4,-2.4560626697950783,0.01404686585284555,-0.0026622890083920553,-2.9908290420657614e-4,"1 Age, sex, IMD",0.9985204097183012,0.9973412517401278,0.9997009618166267
sexMale,0.021445864442924206,0.0329691974869909,0.6504818460135826,0.5153810244717676,-0.0431725752307664,0.08606430411661481,"1 Age, sex, IMD",1.0216774797607424,0.9577460925513748,1.089876409591585
imd2,-0.1426050478920006,0.05321464802168731,-2.6798081579696396,0.0073664364524724845,-0.24690384146448335,-0.038306254319517855,"1 Age, sex, IMD",0.867096462852273,0.7812158104880093,0.962418151037233
imd3,-0.22122844254371918,0.05100958781665801,-4.336997259003011,1.4444242518721088e-5,-0.32120539753060195,-0.12125148755683637,"1 Age, sex, IMD",0.8015335550100064,0.7252742661468298,0.8858111610938029
imd4,-0.3232488352003904,0.05213181129843669,-6.200606254593802,5.624607105888518e-10,-0.42542530779416454,-0.22107236260661622,"1 Age, sex, IMD",0.7237937266007802,0.6534917908653964,0.8016586680804244
imd5 most deprived,-0.3435460191782072,0.05269723700496719,-6.519241590329013,7.066376219475857e-11,-0.4468307057927142,-0.24026133256370016,"1 Age, sex, IMD",0.7092508412525408,0.6396521885191272,0.7864223164498635
"timesincevax_pwDose 1 (0,3]",-0.6331351586808412,0.16530302907521355,-3.83014855942393,1.2806591873041397e-4,-0.9571231422036371,-0.30914717515804535,"1 Age, sex, IMD",0.530924655946341,0.3839960003500867,0.7340727248063821
"timesincevax_pwDose 1 (3,7]",0.05982910292143982,0.10298070749878213,0.5809738967092197,0.5612580464784516,-0.14200937487862697,0.26166758072150664,"1 Age, sex, IMD",1.0616550972866623,0.8676131226800671,1.2990946265463248
"timesincevax_pwDose 1 (7,14]",-0.48489244293407197,0.10509424427556449,-4.61388200920547,3.952168418287048e-6,-0.6908733766966331,-0.27891150917151086,"1 Age, sex, IMD",0.6157634229097503,0.5011381954578809,0.7566068530200462
"timesincevax_pwDose 1 (14,21]",-0.6143756206027112,0.11907751277551669,-5.15945963501038,2.4766361080179795e-7,-0.847763257011332,-0.3809879841940904,"1 Age, sex, IMD",0.5409785657519431,0.428372019281178,0.6831860986021417
"timesincevax_pwDose 1 (21, Inf]",-0.9418052239403685,0.12519139942142685,-7.522922727063757,5.356508517008033e-14,-1.1871758579805336,-0.6964345899002033,"1 Age, sex, IMD",0.38992330075105774,0.3050816424653152,0.4983589941367426
"timesincevax_pwDose 2 (0,3]",-6.140071553678426,71.06160653239894,-0.08640490770327572,0.931144545740316,-145.41826104073658,133.1381179333797,"1 Age, sex, IMD",0.002154769431102395,7.008929022768741e-64,662445187578612e43
"timesincevax_pwDose 2 (3,7]",-6.2509013637412325,77.65072869867323,-0.08050022798882038,0.9358394149160258,-158.4435329864315,145.94173025894904,"1 Age, sex, IMD",0.0019287148788347326,1.544713459677861e-69,24081754842831658e47
"timesincevax_pwDose 2 (7,14]",-6.2613496611678645,83.14825384202372,-0.07530344140556483,0.9399732834136586,-169.22893256892849,156.70623324659277,"1 Age, sex, IMD",0.0019086680023643952,3.1974841985057554e-74,11393374656713566e52
"timesincevax_pwDose 2 (14,21]",-6.428490856503424,217.84641865026774,-0.029509279502197238,0.9764584181930877,-433.3996255720628,420.542643859056,"1 Age, sex, IMD",0.0016148860912908877,5.983208746945261e-189,4358626279212344e167
(Intercept),-18.174604007619074,4.6877352181248835,-3.8770543048907533,1.0572876620416664e-4,-27.362396204203858,-8.98681181103429,2  + co-morbidities,1.278997715371134e-8,1.308164371893268e-12,1.2504813546917532e-4
age,0.18023030062193118,0.10681444463592832,1.6873214220814154,0.0915415640190961,-0.02912216389313585,0.3895827651369982,2  + co-morbidities,1.197493114776794,0.971297799697872,1.4763646745456223
I(age * age),-6.862603986120881e-4,6.069510058836251e-4,-1.13066852506983,0.2581946337295521,-0.0018758625105243514,5.033417133001754e-4,2  + co-morbidities,0.9993139750241984,0.998125895819921,1.0005034684109968
sexMale,-0.017071046268090483,0.03344240647946559,-0.5104610602282015,0.6097284884731001,-0.08261695852419197,0.048474865988011,2  + co-morbidities,0.9830738384263052,0.9207037474077545,1.0496689890958182
imd2,-0.12273528283626225,0.05325976844950054,-2.3044651978281974,0.021196543790965864,-0.22712251082222595,-0.018348054850298542,2  + co-morbidities,0.8844977733147706,0.7968231568500609,0.9818192459308765
imd3,-0.18711214142576868,0.05112327049651182,-3.6600190012987426,2.5219654616446586e-4,-0.2873119103708309,-0.0869123724807064,2  + co-morbidities,0.8293507265974334,0.7502776729495404,0.9167574252925289
imd4,-0.2834136498987282,0.052302665398299,-5.418722884205924,6.002627350941682e-8,-0.3859249903748435,-0.18090230942261287,2  + co-morbidities,0.7532081589328599,0.6798215169250379,0.834516879149598
imd5 most deprived,-0.29068948447655973,0.05293620296917752,-5.491317249289976,3.989469919937285e-8,-0.39444253577444993,-0.18693643317866954,2  + co-morbidities,0.7477478292815508,0.674055696468218,0.8294964631630175
chronic_cardiac_diseaseTRUE,0.3169690513090138,0.03333991092663307,9.507195505306765,1.958718471185952e-21,0.2516240266450396,0.38231407597298805,2  + co-morbidities,1.372960079950676,1.28611240237884,1.4656723453187812
current_copdTRUE,0.30177714392897587,0.0473136707793432,6.378223015846184,1.7915450271437786e-10,0.20904405322507807,0.39451023463287366,2  + co-morbidities,1.3522598338135439,1.2324992929030838,1.4836573689533337
dementiaTRUE,0.9300481215600624,0.039464692339472134,23.5665874083057,8.486966263831722e-123,0.8526987459137433,1.0073974972063815,2  + co-morbidities,2.534631145088083,2.345969492069418,2.7384648706507684
dialysisTRUE,1.124276316980067,0.2286949284656949,4.916052684345874,8.830664209501092e-7,0.6760424937403411,1.5725101402197927,2  + co-morbidities,3.0779885546733614,1.9660815356729227,4.818728710280866
solid_organ_transplantationTRUE,0.07048859165426512,0.5883204689986274,0.11981325717638693,0.9046310798897351,-1.0825983389507579,1.223575522259288,2  + co-morbidities,1.0730323278371043,0.3387142867376388,3.3993203761002393
chemo_or_radioTRUE,0.160165378094371,0.08746113277438954,1.8312749105082573,0.06705952052123444,-0.011255292190508193,0.3315860483792502,2  + co-morbidities,1.173704960031974,0.988807811638071,1.3931760216593925
sickle_cell_diseaseTRUE,0.985543059276721,1.0013501671936282,0.9842142055448915,0.32501020259464497,-0.9770672043359515,2.9481533228893935,2  + co-morbidities,2.67926648993896,0.37641342527373706,19.070703758479063
permanant_immunosuppressionTRUE,-0.08664672717988323,0.5779106625449962,-0.14993100628790854,0.8808190487279042,-1.2193308120497564,1.04603735768999,2  + co-morbidities,0.9170009899440228,0.2954277975128974,2.846349675411324
temporary_immunosuppressionTRUE,0.38757641443246593,0.19780081080715117,1.9594278347541219,0.050062703560081113,-1.0605086237136518e-4,0.7752588797273032,2  + co-morbidities,1.4734055387654326,0.9998939547608225,2.1711541222228368
aspleniaTRUE,0.5402806045927835,0.2595907332521686,2.081278471785626,0.037408424495210396,0.031492116698188966,1.049069092487378,2  + co-morbidities,1.7164884491562336,1.0319932400494003,2.8549921469890003
intel_dis_incl_downs_syndromeTRUE,0.7791598852008161,0.24379491012380713,3.1959645293871515,0.0013936424351503598,0.30133064174397484,1.2569891286576573,2  + co-morbidities,2.1796403479822013,1.3516561816190977,3.514822860397182
psychosis_schiz_bipolarTRUE,0.7180331706394076,0.11716211850406856,6.128543763182921,8.868703620344198e-10,0.4883996380190195,0.9476667032597959,2  + co-morbidities,2.050396462184832,1.6297060123316425,2.5796834645809366
lung_cancerTRUE,-0.017318269382304886,0.19404232415304176,-0.08924995852268763,0.9288832625989846,-0.3976342361987133,0.3629976974341035,2  + co-morbidities,0.982830829890368,0.6719077422524393,1.4376325489937194
cancer_excl_lung_and_haemTRUE,0.15703354055603566,0.041646182455551316,3.7706587086015984,1.6281721682739566e-4,0.07540852284957122,0.2386585582625001,2  + co-morbidities,1.1700348568624748,1.078324581146246,1.2695449869259041
haematological_cancerTRUE,0.21813193224016716,0.11071589423802679,1.9701952799225728,0.048815994306025526,0.001132767017489017,0.4351310974628453,2  + co-morbidities,1.2437511476702223,1.0011334088403694,1.5451656129654252
"timesincevax_pwDose 1 (0,3]",-0.6866208177274136,0.16532747116467483,-4.153095749244862,3.280074099591239e-5,-1.0106567068652605,-0.36258492858956665,2  + co-morbidities,0.5032738529720715,0.3639798729872414,0.6958752114687194
"timesincevax_pwDose 1 (3,7]",0.007838338521307043,0.10301552912726086,0.07608890220448127,0.9393483693031324,-0.1940683884164611,0.2097450654590752,2  + co-morbidities,1.007869138718225,0.8236015775348683,1.2333635928928406
