term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,24401415,628296,0.27503752768935114,0.034868169432066394,7.887925640180405,3.072507370212435e-15,0.20669717139566057,0.3433778839830417,1.316580082148874,1.2296101542673625,1.409701364855706
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,24401415,628296,-0.001703154898599169,2.0115911681789947e-4,-8.46670499225228,2.5243237085821374e-17,-0.002097419522724137,-0.0013088902744742006,0.998298294646655,0.997904778524592,0.998691965948793
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,14619872,366711,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,9781543,261585,0.073498497747359115,0.008675043501123685,8.472406822840577,2.4037393370414895e-17,0.056495724920838444,0.09050127057387979,1.0762669198458548,1.0581220912348541,1.0947228985670834
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,5165049,115348,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,4848978,120487,0.11460303393738552,0.013720547350643153,8.352657587819445,6.67439276217798e-17,0.0877112552819485,0.14149481259282254,1.1214281802725392,1.0916728617428484,1.1519945283806239
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,4905859,128643,0.18533918544133285,0.013523140279022537,13.705336306304241,9.432923034013773e-43,0.15883431753656574,0.21184405334609996,1.2036266235263497,1.1721437269315818,1.2359551269824807
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,4900836,136275,0.2612534895076291,0.013449625752458332,19.42459175563878,4.781724093655381e-84,0.23489270742726837,0.28761427158798986,1.2985567942389782,1.2647730606971859,1.3332429352461808
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,4580693,127543,0.30538724428790887,0.013923561940015266,21.933126422934134,1.2550118392324705e-106,0.2780975643489663,0.3326769242268514,1.3571504500210838,1.320615035870173,1.3946966329811648
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,22712582,602714,0,NA,NA,NA,NA,NA,NA,NA,NA
