variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,8282625,age,integer,NA,NA,NA,NA,8282625,2300,0.11541042769148577,0.13792115985567904,0.8367855071132773,1.122333980000278,0.8564921912277348,1.4706889047729073,-0.15491007833163664,0.3857309337146082,"-0.15, 0.39",0.4027131452712916
I(age * age),Age-squared,continuous,NA,label,Age-squared,8282625,I(age * age),integer,NA,NA,NA,NA,8282625,2300,-7.64051730960482e-5,7.795239965873666e-4,-0.09801516493467555,0.9999235977457048,0.998397041980287,1.0014524876251143,-0.0016042441314920105,0.001451433785299914,"0.00, 0.00",0.921920251474741
sex,Sex,dichotomous,NA,label,Sex,8282625,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,8282625,sexFemale,factor,2,FALSE,contr.treatment,treatment,4805606,1174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,8282625,sexMale,factor,2,FALSE,contr.treatment,treatment,3477019,1126,0.3471052409366309,0.04346248776848415,7.9863178285051255,1.4149656298430533,1.2994230135752074,1.5407821107681732,0.2619203302318894,0.43229015164137247,"0.26, 0.43",1.3902896519910005e-15
imd,Deprivation,categorical,NA,label,Deprivation,8282625,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,8282625,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1087802,363,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,8282625,imd2,factor,5,FALSE,contr.treatment,treatment,1417498,441,-0.04292490387205345,0.07366798141742206,-0.5826806035152465,0.9579833282044445,0.829185409654973,1.1067875126981987,-0.18731149426396662,0.10146168651985973,"-0.19, 0.10",0.5601083330003571
imd,Deprivation,categorical,FALSE,level,3,8282625,imd3,factor,5,FALSE,contr.treatment,treatment,1873329,533,-0.06764106655941042,0.07188102972937847,-0.9410141565037272,0.9345958710924926,0.8117804996427748,1.0759921464577022,-0.20852529600064512,0.07324316288182427,"-0.21, 0.07",0.3466976045821783
imd,Deprivation,categorical,FALSE,level,4,8282625,imd4,factor,5,FALSE,contr.treatment,treatment,1957298,500,-0.12698899877858777,0.07242821790196834,-1.7533083438621602,0.8807433617965909,0.7641847517932477,1.0150802767635314,-0.2689456973308649,0.014967699773689336,"-0.27, 0.01",0.07954909405872748
imd,Deprivation,categorical,FALSE,level,5 least deprived,8282625,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1946698,463,-0.1745693796290083,0.07441531197635369,-2.3458798329634054,0.839818585905992,0.72584360243980794,0.9716903956477706,-0.32042071100097363,-0.02871804825704294,"-0.32, -0.03",0.01898222632141408
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,8282625,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,8282625,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,7903097,2185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,8282625,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,84418,25,-0.48551574100402034,0.21236053370149277,-2.286280470958373,0.6153797383440522,0.40586497897355645,0.9330497628105711,-0.9017347387966504,-0.06929674321139023,"-0.90, -0.07",0.022237855624595296
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,8282625,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,214624,73,-0.11671930125223916,0.12908862395034684,-0.9041796068500546,0.8898349336624418,0.690921990645851,1.146013905891008,-0.36972835500875356,0.13628975250427522,"-0.37, 0.14",0.3659001718903442
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,8282625,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,25652,5,-0.7712248979248929,0.4568456601716453,-1.6881519628207249,0.46244627176947656,0.18888329557868425,1.1322152846724396,-1.6666259383547422,0.12417614250495623,"-1.7, 0.12",0.09138206175600791
ethnicity,Ethnicity,categorical,FALSE,level,Other,8282625,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,54834,12,-0.6389717459339068,0.2894605407449876,-2.2074571694275793,0.5278348934724929,0.2993014616003738,0.9308664023135192,-1.2063039807395712,-0.0716395111282424,"-1.2, -0.07",0.027282136119548526
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,8282625,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,8282625,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,6828204,1969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),8282625,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,1077652,234,-0.19437325443648448,0.07057070030696856,-2.7543053078827238,0.8233505276700712,0.7169929397218545,0.9454850304070875,-0.33268928540191256,-0.056057223471056405,"-0.33, -0.06",0.005881687240453247
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),8282625,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,293477,78,0.04926673755108429,0.11682212620957493,0.4217243697713688,1.0505005213088279,0.8355204771274232,1.3207950917782467,-0.1797004224170752,0.27823389751924377,"-0.18, 0.28",0.6732262145458672
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),8282625,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,83292,19,-0.1592672609633125,0.23773208439498547,-0.6699443256413561,0.8527684168019097,0.5351471172642231,1.3589047744711695,-0.6252135843471205,0.30667906242049553,"-0.63, 0.31",0.5028932818240703
