variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,3715376,age,integer,NA,NA,NA,NA,3715376,92506,0.2721905011270919,0.027573130656636004,9.87158493232556,1.3128370744331137,1.2437713287645795,1.3857379923028665,0.21814815809906812,0.3262328441551157,"0.22, 0.33",5.528407478446011e-23
I(age * age),Age-squared,continuous,NA,label,Age-squared,3715376,I(age * age),integer,NA,NA,NA,NA,3715376,92506,-0.00170147116730878,1.586438129210264e-4,-10.725102580305354,0.9982999755141458,0.9979896162070017,0.9986104313382258,-0.0020124073270041017,-0.0013905350076134583,"0.00, 0.00",7.760092150707516e-27
sex,Sex,dichotomous,NA,label,Sex,3715376,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,3715376,sexFemale,factor,2,FALSE,contr.treatment,treatment,2199871,53365,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,3715376,sexMale,factor,2,FALSE,contr.treatment,treatment,1515505,39141,0.08419502126159276,0.007166104557919197,11.749064025105467,1.08784102525224,1.0726687632134586,1.1032278899188483,0.0701497144186228,0.09824032810456271,"0.07, 0.10",7.140535665922045e-32
imd,Deprivation,categorical,NA,label,Deprivation,3715376,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,3715376,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,520371,11687,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,3715376,imd2,factor,5,FALSE,contr.treatment,treatment,653865,15407,0.08055409008834645,0.013203375591877458,6.101022388388486,1.083887472625846,1.0561982975793605,1.112302543951953,0.05467594945391142,0.10643223072278149,"0.05, 0.11",1.0539214326854826e-9
imd,Deprivation,categorical,FALSE,level,3,3715376,imd3,factor,5,FALSE,contr.treatment,treatment,850292,21114,0.14836199274975076,0.012509968863173902,11.859501360270361,1.1599327076044283,1.1318380501755168,1.1887247349228975,0.12384290433021243,0.17288108116928907,"0.12, 0.17",1.921158165140255e-32
imd,Deprivation,categorical,FALSE,level,4,3715376,imd4,factor,5,FALSE,contr.treatment,treatment,853497,22033,0.1999160942241634,0.01248504928681633,16.012439328955324,1.2213002797134644,1.1917774489094648,1.2515544530508196,0.1754458472767959,0.2243863411715309,"0.18, 0.22",1.046261748008159e-57
imd,Deprivation,categorical,FALSE,level,5 least deprived,3715376,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,837351,22265,0.2620462104438655,0.012507108370880865,20.951782192434127,1.2995865955152517,1.268116499644911,1.331837666110206,0.23753272848619958,0.2865596924015314,"0.24, 0.29",1.807392581234105e-97
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,3715376,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,3715376,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,3498330,88985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,3715376,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,52427,711,-0.7769126307603568,0.039081285770734685,-19.879403029829017,0.4598234669022851,0.4259171039390683,0.4964290439584816,-0.8535105433405145,-0.7003147181801991,"-0.85, -0.70",6.135954413733197e-88
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,3715376,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,121603,2096,-0.5112325261517996,0.0255356724313437,-20.020327544783527,0.5997559082326438,0.5704775143235613,0.6305369456787143,-0.5612815244382456,-0.4611835278653536,"-0.56, -0.46",3.663052208304974e-89
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,3715376,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,13449,221,-0.5315561757132041,0.0713181153144967,-7.453312154550946,0.5876897092575953,0.511024822736294,0.6758560034675737,-0.6713371131748921,-0.39177523825151617,"-0.67, -0.39",9.102556799844223e-14
ethnicity,Ethnicity,categorical,FALSE,level,Other,3715376,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,29567,493,-0.4578316013318561,0.05013302285935202,-9.132335838122122,0.6326540053293239,0.5734465648150056,0.6979745193666956,-0.5560905205723092,-0.3595726820914029,"-0.56, -0.36",6.703698671855675e-20
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,3715376,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,3715376,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,3071179,76259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),3715376,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,467993,12024,0.019316428659340273,0.010425097983953769,1.8528774203438638,1.019504197929336,0.998884235004657,1.0405498186591091,-0.0011163879245102357,0.03974924524319078,"0.00, 0.04",0.06389993016366675
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),3715376,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,133145,3235,-0.06800475316160534,0.01862843826658548,-3.6505879982214067,0.9342560328967547,0.9007605461342482,0.9689970755822782,-0.10451582125234063,-0.03149368507087005,"-0.10, -0.03",2.616406476062346e-4
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),3715376,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,43059,988,-0.18876885010433522,0.03187507640373889,-5.9221458080079445,0.8279778715755229,0.7778334503196703,0.8813549424198588,-0.25124285186012596,-0.1262948483485445,"-0.25, -0.13",3.1776768077515322e-9
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,3715376,chronic_cardiac_disease,integer,NA,NA,NA,NA,3715376,92506,0.018456352523456905,0.021708156935346085,0.8502035699495768,1.018627723669591,0.9761970150666218,1.0629026962938215,-0.024090853240564807,0.06100355828747862,"-0.02, 0.06",0.39521191729900673
heart_failure,Heart failure,continuous,NA,label,Heart failure,3715376,heart_failure,integer,NA,NA,NA,NA,3715376,92506,-0.050561425492691346,0.01561466218926763,-3.2380736054247494,0.9506955299374339,0.9220409878780992,0.980240577724198,-0.08116560101441525,-0.019957249970967445,"-0.08, -0.02",0.0012033975773702381
other_heart_disease,Other heart disease,continuous,NA,label,Other heart disease,3715376,other_heart_disease,integer,NA,NA,NA,NA,3715376,92506,0.008728907778577327,0.019871653994352555,0.4392642797151182,1.0087671157845535,0.9702332054763867,1.0488314439708724,-0.030218818363595176,0.047676633920749834,"-0.03, 0.05",0.6604700534880144
dialysis,Dialysis,continuous,NA,label,Dialysis,3715376,dialysis,integer,NA,NA,NA,NA,3715376,92506,-0.14360750905639352,0.08261974842083294,-1.7381741266617345,0.8662276678618565,0.7367259948594568,1.0184931410117175,-0.3055392403729861,0.01832422226019903,"-0.31, 0.02",0.08218013661843881
diabetes,Diabetes,continuous,NA,label,Diabetes,3715376,diabetes,integer,NA,NA,NA,NA,3715376,92506,-0.008999509909732686,0.008080679165016558,-1.1137071186657175,0.9910408644722468,0.9754685590444322,1.0068617649922238,-0.024837350043788335,0.006838330224322961,"-0.02, 0.01",0.265404854374481
chronic_liver_disease,Chronic liver disease,continuous,NA,label,Chronic liver disease,3715376,chronic_liver_disease,integer,NA,NA,NA,NA,3715376,92506,-0.015538759473220618,0.04468978516271381,-0.34770271140585224,0.9845813441579143,0.9020104903665899,1.0747108083741101,-0.10312912886897214,0.07205160992253092,"-0.10, 0.07",0.7280634601756597
current_copd,COPD,continuous,NA,label,COPD,3715376,current_copd,integer,NA,NA,NA,NA,3715376,92506,-0.02468239838246921,0.01214965463194303,-2.031530864883678,0.9756197212293342,0.9526618321573513,0.9991308650375206,-0.048495283885677795,-8.69512879260629e-4,"-0.05, 0.00",0.04220117183329421
other_resp_conditions,Other respiratory conditions,continuous,NA,label,Other respiratory conditions,3715376,other_resp_conditions,integer,NA,NA,NA,NA,3715376,92506,-0.04248961222274552,0.016379698474308955,-2.5940411717217597,0.9584004211193338,0.9281209400941096,0.989667755054184,-0.07459323131001674,-0.010385993135474302,"-0.07, -0.01",0.009485512719383485
