stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-2.229376042305287,-2.389244952231113,-2.069507132379461,0.081567269188032,-27.331747948629292,1.779901073334922e-164,0.10759554426318926,0.09169889479136534,0.12624798991996172,0,3,1.5,0.8924044557368107,0.8737520100800382,0.9083011052086347,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-2.013315077405083,-2.132251012434286,-1.8943791423758802,0.06068271456381574,-33.17773589854523,2.255453201909439e-241,0.13354522727819998,0.11857009047817778,0.15041169030792303,3,7,5,0.8664547727218,0.849588309692077,0.8814299095218222,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-2.0098256385568996,-2.0969875868619057,-1.9226636902518934,0.04447119895698522,-45.193871217659414,0,0.13401203916435372,0.12282587378820552,0.14621696623918362,7,14,10.5,0.8659879608356462,0.8537830337608163,0.8771741262117945,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.9761586020194992,-2.0597442019614935,-1.8925730020775051,0.042646497895526006,-46.33812152314658,0,0.1386006362041275,0.1274865765404999,0.15068360040310766,14,21,17.5,0.8613993637958726,0.8493163995968923,0.8725134234595001,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.9305757064864584,-2.0161953500178624,-1.844956062955054,0.04368429430681433,-44.19381695689444,0,0.14506465977345495,0.13316113402967095,0.15803226420780764,21,28,24.5,0.854935340226545,0.8419677357921924,0.866838865970329,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-2.0213566134596443,-2.1113175994230686,-1.93139562749622,0.04589930563674895,-44.038936655313144,0,0.13247562490508116,0.12107832855124093,0.14494576695915162,28,35,31.5,0.8675243750949189,0.8550542330408484,0.8789216714487591,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.821091347763966,-1.8835560847519355,-1.7586266107759967,0.03187034939452119,-57.14061446960567,0,0.161849020947373,0.15204844607318369,0.17228131071471128,35,42,38.5,0.838150979052627,0.8277186892852887,0.8479515539268163,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-2.189223712429465,-2.3491225486362795,-2.0293248762226503,0.0815825379793078,-26.834464416695752,1.2806171348277156e-158,0.11200366192871222,0.09545288074108835,0.13142421881921532,0,3,1.5,0.8879963380712877,0.8685757811807847,0.9045471192589116,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.961826522302091,-2.0808301891054137,-1.842822855498768,0.06071727222643306,-32.31084747987108,4.925392270611035e-229,0.1406013746955899,0.12482653953738945,0.15836973963672457,3,7,5,0.8593986253044101,0.8416302603632755,0.8751734604626106,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.9433837293679914,-2.0308210369052415,-1.8559464218307413,0.04461169094276447,-43.56220731156094,0,0.1432185162535489,0.1312277340932911,0.15630494224099142,7,14,10.5,0.8567814837464511,0.8436950577590085,0.8687722659067089,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-1.8988295742020342,-1.9827811854155826,-1.814877962988486,0.04283324177165909,-44.33074630037477,0,0.14974378067988744,0.13768577464929743,0.16285778185452254,14,21,17.5,0.8502562193201125,0.8371422181454775,0.8623142253507026,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-1.8485970910213465,-1.9348324133475636,-1.7623617686951294,0.043998421913071,-42.01507714694121,0,0.15745791055185906,0.14444847443149644,0.17163901310093194,21,28,24.5,0.8425420894481409,0.828360986899068,0.8555515255685036,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.9443720086245357,-2.035255405390582,-1.85348861185849,0.046369932041059186,-41.93174160580724,0,0.14307704628221593,0.13064711026625583,0.15668958257954455,28,35,31.5,0.856922953717784,0.8433104174204554,0.8693528897337441,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.7673324545363496,-1.8325047434353545,-1.7021601656373446,0.03325177881485355,-53.1500123460127,0,0.1707879663839278,0.16001227572096546,0.18228932330431113,35,42,38.5,0.8292120336160722,0.8177106766956889,0.8399877242790346,0,NA,NA,NA,NA,NA
