term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,204071,5616,0.06807527493320537,0.1513426310655681,0.44980898279554976,0.6528481801998078,-0.2285508312808408,0.36470138114725154,1.0704458831884653,0.795685850445588,1.4400839077299785
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,204071,5616,-5.569781063046935e-4,8.822875175583789e-4,-0.6312886618254118,0.5278517990628242,-0.0022862298647283665,0.0011722736521189792,0.9994431769772067,0.9977163815682777,1.00117296103345
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,125346,3358,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,78725,2258,0.11564862910381137,0.030417924460926005,3.8019894898605027,1.4353881774626544e-4,0.05603059267593647,0.17526666553168627,1.1226013533825097,1.057630038974735,1.191563923276906
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,36511,886,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,39407,1034,0.07553083839679484,0.048975356640425155,1.5422213043049144,0.12301982472287544,-0.020459096748443026,0.1715207735420327,1.0784564850742597,0.979748770565357,1.1871088029307622
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,43882,1212,0.16565233969584853,0.046826282232228546,3.537593244629552,4.037915817096735e-4,0.07387451299077274,0.2574301664009243,1.1801627346579606,1.0766716887085608,1.2936014709794807
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,43506,1276,0.21982414441000625,0.047214757332375484,4.65583552325644,3.226694577539693e-6,0.12728492049975187,0.3123633683202606,1.2458576202951954,1.1357405674563983,1.3666512005675941
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,40765,1208,0.30602390237126437,0.0487890101586985,6.272394159583169,3.555381337131642e-10,0.2103991996188565,0.40164860512367223,1.3580147659330806,1.2341706420808263,1.49428615591028
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,194380,5443,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,1347,31,-0.20297182518351858,0.15044447109587086,-1.3491477865888113,0.17728950179665265,-0.49783757020460256,0.0918939198375654,0.816301240239252,0.6078436588055548,1.096248525690882
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,7214,112,-0.8349372108668539,0.10840666135960525,-7.701899499489339,1.3405830848229556e-14,-1.0474103628159102,-0.6224640589177978,0.4339017248908619,0.3508451353117988,0.536620542553476
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,616,14,-0.4283291464694688,0.21573392989201642,-1.9854509982915756,0.04709431680564068,-0.8511598793011099,-0.005498413637827715,0.6515969086766944,0.4269194696099759,0.9945166749713006
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,514,16,0.28050302095206314,0.20512152061632943,1.367496789752897,0.17146964281214444,-0.12152777191003267,0.682533813814159,1.3237955417792333,0.8855664591353237,1.9788855126081326
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,168209,4637,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),25760,711,-0.0211153550203065,0.04400024841608471,-0.4798917228973548,0.6313043870972495,-0.10735425722664806,0.06512354718603507,0.9791060132607927,0.8982074201523321,1.0672908770235507
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),8197,216,-0.12824549397100923,0.08634578959336785,-1.4852547480886047,0.13747635416700557,-0.29748013179068356,0.040989143848665116,0.8796374069557116,0.7426873389417037,1.0418407951027473
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),1905,52,-0.018675939354048814,0.14157250896597465,-0.13191783836039359,0.8950492789659094,-0.296152958128333,0.25880107942023534,0.9814973753857176,0.743673668387764,1.295376102232454
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,204071,5616,0.03268017804669613,0.053312277495625345,0.6129953470732473,0.5398794163121039,-0.07180996577853474,0.13717032187192701,1.03322003994229,0.9307077453287386,1.1470234950728557
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,204071,5616,0.024018831831747363,0.053717019732362065,0.4471363443358923,0.6547766189083393,-0.08126459220050966,0.1293022558640044,1.0243096073351756,0.9219497184645898,1.1380340496513095
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,204071,5616,0.28163369396546767,0.26183112608014586,1.075631068703651,0.2820922867770331,-0.23154588318318414,0.7948132711141195,1.3252931681769147,0.7933062952499847,2.2140275353076966
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,204071,5616,-0.04704054952407504,0.06030696770510631,-0.7800184840016757,0.43537999538056926,-0.16524003424290354,0.07115893519475344,0.954048710584848,0.8476902049889455,1.0737518692698362
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,204071,5616,-0.12748135935300123,0.11783677832771995,-1.0818469510296556,0.27932054016537283,-0.35843720092956227,0.10347448222355982,0.8803098252259813,0.6987675064106053,1.109017493343529
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,204071,5616,-0.005056238395426725,0.06195640733288461,-0.08160961251771977,0.934957157111727,-0.12648856537937384,0.11637608858852039,0.9949565228608849,0.8811842254932284,1.1234182974954197
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,204071,5616,-0.0125497262935734,0.06759511519424645,-0.18566025455403923,0.8527111986097837,-0.1450337176051326,0.11993426501798579,0.9875286931312212,0.8649931271223377,1.1274227380300692
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,204071,5616,-0.04505022284340942,0.11084795109427209,-0.40641457418636334,0.6844380129147525,-0.26230821474823995,0.1722077690614211,0.9559494701269223,0.769273885607743,1.187924621559187
haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,204071,5616,0.07715994230290982,0.06725885287212874,1.1472087168897283,0.2512953697898789,-0.054664986967940865,0.2089848715737605,1.0802148346248446,0.9468022859324106,1.232426353718034
cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",204071,5616,-0.01252752934292692,0.05449795043692782,-0.2298715684257782,0.8181915698654026,-0.11934154943055432,0.09428649074470048,0.9875506135001664,0.8875046222913224,1.0988745182044
dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,204071,5616,-0.2518630452077859,0.07447072440013537,-3.3820410266793117,7.194939822719856e-4,-0.39782298293465945,-0.10590310748091239,0.7773511927501209,0.6717809338269469,0.8995117998179134
other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,204071,5616,-0.15329724027291938,0.094744384010427,-1.6180087281590054,0.10566071668335714,-0.33899282067078884,0.03239834012495005,0.8578746890035708,0.7124875642536126,1.0329288803853556
LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,204071,5616,-0.39577287865069544,0.19935967013797926,-1.9852203726901043,0.04711995864544275,-0.78651065209092,-0.005035105210470903,0.6731595674857977,0.4554311837909383,0.9949775496832866
psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,204071,5616,-0.4524356349122588,0.14836723972180887,-3.049430829612948,0.0022927542358093475,-0.7432300812526247,-0.16164118857189297,0.6360770120063658,0.47557528509555475,0.8507464073152025
multimorb1,multimorb,Morbidity count,factor,categorical,4,contr.treatment,treatment,TRUE,1,37948,1062,0,NA,NA,NA,NA,NA,NA,NA,NA
multimorb1,multimorb,Morbidity count,factor,categorical,4,contr.treatment,treatment,TRUE,1,37948,1062,0,NA,NA,NA,NA,NA,NA,NA,NA
multimorb2,multimorb,Morbidity count,factor,categorical,4,contr.treatment,treatment,FALSE,2,78243,2157,-0.024463199856806013,0.06323418344592412,-0.38686669968192394,0.6988548950835325,-0.14839992200261615,0.09947352228900411,0.9758335990738333,0.8620862787218313,1.1045892233585277
multimorb3,multimorb,Morbidity count,factor,categorical,4,contr.treatment,treatment,FALSE,3,57541,1583,0.023712236764765627,0.10453572511085509,0.22683380958633947,0.8205529726135851,-0.18117401955028964,0.2285984930798209,1.0239956072004106,0.8342901632637119,1.2568373088132585
