strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3081234,91242,0.5259169285340543,0.03307408867193309,15.901176711192385,6.218562943013724e-57,0.4610929059155812,0.5907409511525272,1.692009589183411,1.5858061752114512,1.805325578018308
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3081234,91242,-0.0032424341184804197,1.9190076321658181e-4,-16.896410749659,4.7813965125452736e-64,-0.003618552702990669,-0.0028663155339701705,0.9967628168941386,0.996387986369138,0.9971377884263818
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1905162,53005,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1176072,38237,0.09363257081215533,0.007126304492256306,13.139007870615098,1.9678996806712786e-39,0.07966527066446698,0.10759987095984368,1.0981561771479453,1.0829245203955942,1.113602071700856
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,678646,14981,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,587664,15934,0.11335691559092709,0.01178105257399884,9.621968400438975,6.458324367948884e-22,0.09026647684591646,0.13644735433593772,1.1200316183642904,1.0944658946692745,1.1461945340149748
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,650135,19946,0.16499246346464938,0.011315728381063,14.580808049507988,3.720863166874404e-48,0.14281404337892817,0.1871708835503706,1.1793842302069535,1.1535152779171367,1.2058333245246948
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,596661,19776,0.22678256631546573,0.011427743907627946,19.84491148459232,1.2194316497460305e-87,0.20438459983196794,0.24918053279896352,1.2545570553190308,1.2267698782267915,1.2829736309842705
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,568128,20605,0.3176808678124307,0.011476463824189093,27.681076042155997,1.179946384151521e-168,0.29518741204714327,0.34017432357771815,1.3739377235042458,1.3433781003357024,1.4051925274026
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,2864136,89044,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,40556,367,-0.7968720811074567,0.05423889361466378,-14.691894100362289,7.265417892182108e-49,-0.9031783591534972,-0.6905658030614161,0.45073662905622786,0.40527948674371234,0.5012923560610572
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,144614,1396,-0.7509425852638216,0.02809725381478734,-26.72654737768739,2.3137010691197856e-157,-0.8060121908052854,-0.6958729797223578,0.4719215167644055,0.4466356172212326,0.498638956227492
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,11225,152,-0.5005651116135785,0.08413888944767582,-5.949271673295252,2.6933827193209114e-9,-0.6654743046302203,-0.3356559185969368,0.6061879990227251,0.5140296632288383,0.7148690366446538
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,20703,283,-0.44077483013465213,0.06272027860480389,-7.027628702224741,2.100730111301675e-12,-0.5637043173003858,-0.3178453429689184,0.6435375955337628,0.569097038452664,0.7277153260037987
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,2509541,73545,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),403908,13189,0.03907946563196289,0.009815669682753736,3.9813346307512814,6.852939116595342e-5,0.019841106569623877,0.05831782469430191,1.0398531129517887,1.0200392496140565,1.0600518528327667
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),123554,3426,-0.09808412357035638,0.024655126585986217,-3.978244574339628,6.942593915021116e-5,-0.14640728371316533,-0.049760963427547426,0.9065726364190627,0.8638058174900497,0.9514568303000313
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),44231,1082,-0.2088489450442891,0.0359416539692802,-5.810777245331977,6.218345886435789e-9,-0.27929329236887934,-0.13840459771969885,0.8115178101723075,0.7563180483704385,0.8707463184909999
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,3081234,91242,-0.06208708857759429,0.014136097688323903,-4.392095325492609,1.1226345442293159e-5,-0.08979333092864905,-0.03438084622653953,0.9398010372915031,0.9141200860998739,0.9662034596160122
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,3081234,91242,0.016245136103430077,0.016500598756772546,0.9845179767650786,0.3248608969965522,-0.0160954431831905,0.04858571539005065,1.0163778057655684,0.984033396293457,1.0497853507247885
