.level1,.level2,n,pct,pct_nonmiss,redacted
0-19,Oxford/AZ,356,0.005474985774264491,0.005474985774264491,FALSE
20-29,Oxford/AZ,3550,0.054596066007412763,0.054596066007412763,FALSE
30-39,Oxford/AZ,4723,0.0726358365501438,0.0726358365501438,FALSE
40-49,Oxford/AZ,5572,0.08569275487135321,0.08569275487135321,FALSE
50-59,Oxford/AZ,7932,0.12198760438614029,0.12198760438614029,FALSE
60-69,Oxford/AZ,4759,0.07318948679697954,0.07318948679697954,FALSE
70-79,Oxford/AZ,8014,0.12324869661504391,0.12324869661504391,FALSE
80+,Oxford/AZ,30117,0.463174568998662,0.463174568998662,FALSE
0-19,Oxford/AZ and Pfizer,-,-,-,TRUE
20-29,Oxford/AZ and Pfizer,22,0.0738255033557047,0.0738255033557047,FALSE
30-39,Oxford/AZ and Pfizer,36,0.12080536912751678,0.12080536912751678,FALSE
40-49,Oxford/AZ and Pfizer,42,0.14093959731543623,0.14093959731543623,FALSE
50-59,Oxford/AZ and Pfizer,57,0.1912751677852349,0.1912751677852349,FALSE
60-69,Oxford/AZ and Pfizer,30,0.10067114093959731,0.10067114093959731,FALSE
70-79,Oxford/AZ and Pfizer,-,-,-,TRUE
80+,Oxford/AZ and Pfizer,99,0.33221476510067116,0.33221476510067116,FALSE
0-19,Pfizer,2913,0.0032501765672645964,0.0032501765672645964,FALSE
20-29,Pfizer,43360,0.04837887262498898,0.04837887262498898,FALSE
30-39,Pfizer,67397,0.07519812911223207,0.07519812911223207,FALSE
40-49,Pfizer,82333,0.09186295479320152,0.09186295479320152,FALSE
50-59,Pfizer,103234,0.11518322270682917,0.11518322270682917,FALSE
60-69,Pfizer,53567,0.0597673217228502,0.0597673217228502,FALSE
70-79,Pfizer,71607,0.0798954320123982,0.0798954320123982,FALSE
80+,Pfizer,471848,0.5264638904602352,0.5264638904602352,FALSE
