outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-0.5619362231099713,-0.6096083638985894,-0.5142640823213531,0.024322967750759646,-23.103110971827075,4.308325104785314e-118,0.5701041456879957,0.5435637065652643,0.5979404677041572,0,3,1.5,0.4298958543120043,0.4020595322958428,0.4564362934347357,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.4891329331111802,-0.5304366598224277,-0.44782920639993273,0.02107371718921675,-23.210567396314193,3.561422124046696e-119,0.6131578126003931,0.5883480056438332,0.6390138141821022,3,7,5,0.38684218739960685,0.36098618581789776,0.41165199435616684,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.3996843989000176,-0.4331768233977942,-0.36619197440224105,0.01708828568379854,-23.389379502179068,5.4814323006390526e-121,0.6705316331663177,0.6484458212736554,0.6933696792024587,7,14,10.5,0.3294683668336823,0.30663032079754127,0.35155417872634465,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.37025198203207693,-0.40525813719423714,-0.3352458268699167,0.01786061143892659,-20.730084370187093,1.8546460411949437e-95,0.6905602999243226,0.6668046615559231,0.715162258642333,14,21,17.5,0.30943970007567745,0.28483774135766704,0.3331953384440769,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.3825459973804555,-0.4234676522403039,-0.34162434252060714,0.020878778989120807,-18.322239896297898,5.500179070062374e-75,0.6821225144060252,0.6547723557426871,0.7106151024531777,21,28,24.5,0.3178774855939748,0.2893848975468223,0.3452276442573129,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-0.39706515735535997,-0.44091472900944506,-0.35321558570127487,0.022372641538296094,-17.74779954685675,1.7924067888448865e-70,0.6722902195527882,0.6434475716455278,0.7024257441060429,28,35,31.5,0.3277097804472118,0.29757425589395714,0.3565524283544722,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-0.4226452635533133,-0.4658118706902765,-0.37947865641635004,0.02202418385105847,-19.19005337094483,4.481790795897413e-82,0.6553110546001659,0.6276253476648003,0.6842180289227761,35,42,38.5,0.3446889453998341,0.31578197107722394,0.37237465233519973,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-0.559019604998871,-0.606734627762418,-0.511304582235324,0.024344846711427885,-22.96254363912087,1.104201304420135e-116,0.5717693489650978,0.5451280118549021,0.5997126937277786,0,3,1.5,0.4282306510349022,0.4002873062722214,0.4548719881450979,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.485574314522143,-0.5269495208026086,-0.4441991082416774,0.02111018702732702,-23.001895430560122,4.4620576082564194e-117,0.6153436944434154,0.590403238289865,0.6413377124895953,3,7,5,0.3846563055565846,0.35866228751040474,0.40959676171013504,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,Not immunocompromised,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.3952999363898696,-0.4289415602050779,-0.3616583125746613,0.01716440918331618,-23.030209322561564,2.322653788685078e-117,0.673478008389686,0.6511979839457008,0.6965203194215638,7,14,10.5,0.32652199161031403,0.3034796805784362,0.34880201605429917,0,NA,NA,NA,NA,NA
