term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-0.2419909967703282,0.06408801130630984,-3.7759167719174145,1.594202199895205e-4,-0.3676011907714912,-0.11638080276916515,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-0.4224997436013136,0.06090494647916858,-6.93703497048178,4.004147372886194e-12,-0.5418712451808235,-0.30312824202180366,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-0.391718729717779,0.04836896139252707,-8.098555735751212,5.561548251367125e-16,-0.48652015201674037,-0.2969173074188176,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-0.47736032746011775,0.05120395057351937,-9.322724557643593,1.1339043276789977e-20,-0.5777182264503847,-0.37700242846985077,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-0.6113707919029407,0.0407774786147398,-14.992854209528028,8.176267549336573e-51,-0.691293181368183,-0.5314484024376985,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-0.2161450038213097,0.06408905321859634,-3.3798071919350807,7.253669607001045e-4,-0.34148837368540236,-0.09080163395721702,1 Demographics,all,0.06395187404094423
"tt(tte_vax1)(3,7]",-0.3930414971932635,0.06089833854808576,-6.4235627136445945,1.3312126318055178e-10,-0.512966718331397,-0.27311627605512995,1 Demographics,all,0.0611874616493407
"tt(tte_vax1)(7,14]",-0.3553409835485426,0.048354555285182996,-7.251320693034924,4.1272715408883977e-13,-0.4513863192147953,-0.2592956478822899,1 Demographics,all,0.049003622731767546
"tt(tte_vax1)(14,21]",-0.4319764499628351,0.05119749262304416,-8.333679757286614,7.836772070125435e-17,-0.533571220670978,-0.3303816792546922,1 Demographics,all,0.05183501916846916
"tt(tte_vax1)(21, Inf]",-0.5453739394065117,0.04093187237170771,-13.262742617521354,3.8071325106465825e-40,-0.6259691307760068,-0.4647787480370166,1 Demographics,all,0.041120751200134156
age,0.4057746170096716,0.07953447054061188,5.198491142933056,2.009126962694557e-7,0.2527872186834008,0.5587620153359424,1 Demographics,all,0.07805622936595566
I(age * age),-0.0020112813682780723,4.547472042072685e-4,-4.510196523807794,6.476759604539164e-6,-0.0028853095893972137,-0.0011372531471589308,1 Demographics,all,4.459409601469031e-4
sexMale,0.13442020805442542,0.021845782339038573,6.148671914195011,7.813440933250702e-10,0.09157213122456144,0.17726828488428942,1 Demographics,all,0.021861665401938075
imd2,-0.06933740326755354,0.036740083801628534,-1.8869241123742277,0.05917053342232499,-0.1413587486384279,0.002683942103320805,1 Demographics,all,0.03674625959403823
imd3,-0.21349029597966315,0.035766491436881445,-5.959872355904173,2.5243503430081376e-9,-0.2836987276677031,-0.14328186429162318,1 Demographics,all,0.035821286636813304
imd4,-0.24920856905774394,0.03581531781613243,-6.950583926748521,3.6377730407962048e-12,-0.31948177561701396,-0.17893536249847392,1 Demographics,all,0.03585433564778543
imd5 least deprived,-0.2931570254763427,0.03625694286583101,-8.076853617471622,6.645924491696224e-16,-0.36429576822953724,-0.22201828272314814,1 Demographics,all,0.03629594386138108
