term,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul,model,strata
(Intercept),-6.655588530638417,0.014662540848161116,-453.91781680684073,0,-6.68432658262266,-6.626850478654173,0.0012868105929309973,0.0012503564821287252,0.0013243275223880917,0 Unadjusted,all
"timesincevax_pw(0,3]",-0.23401019743708915,0.06220877655595565,-3.761691040919303,1.6876844217055285e-4,-0.35593715900906187,-0.11208323586511644,0.7913537460743973,0.7005166400119417,0.8939698440501087,0 Unadjusted,all
"timesincevax_pw(3,7]",-0.37951737440009753,0.05832637128077258,-6.506788714373635,7.677427381853081e-11,-0.4938349614593231,-0.26519978734087196,0.6841915378930954,0.610281494747094,0.7670526872496949,0 Unadjusted,all
"timesincevax_pw(7,14]",-0.30591126887466,0.04385557262184966,-6.975425255814568,3.0494697473625005e-12,-0.39186661173486614,-0.21995592601445388,0.7364519627684797,0.6757942509716072,0.8025541689438447,0 Unadjusted,all
"timesincevax_pw(14,21]",-0.3458974585270377,0.04499961264907497,-7.686676354849648,1.5100648717619577e-14,-0.43409507863747765,-0.2576998384165977,0.7075850401988557,0.6478506557993475,0.772827170322856,0 Unadjusted,all
"timesincevax_pw(21, Inf]",-0.3504708819053451,0.025725855419222343,-13.623293616253221,2.9113578908559553e-42,-0.40089263199850544,-0.30004913181218473,0.7043563429612552,0.6697219638866525,0.7407818238341651,0 Unadjusted,all
(Intercept),-26.155435263302074,3.414644974384016,-7.659781751694516,1.8624931814882958e-14,-32.84801643308544,-19.462854093518708,4.37359730598491e-12,5.423600868965072e-15,3.526873355370733e-9,1 Demographics,all
age,0.3975808116460478,0.07820151170784134,5.084055320201464,3.6946025390659206e-7,0.24430866516209143,0.5508529581300041,1.488220054619813,1.276738354326697,1.7347320408029876,1 Demographics,all
I(age * age),-0.001959375468375539,4.4681207980112474e-4,-4.3852338756097495,1.1586122771424738e-5,-0.00283511105264318,-0.0010836398841078982,0.9980425428546279,0.9971689040793525,0.9989169470415669,1 Demographics,all
sexMale,0.13006292458576524,0.021825183457959522,5.95930498528442,2.5331295303676554e-9,0.08728635105218523,0.17283949811934524,1.138900045883545,1.0912091038596965,1.1886753051506032,1 Demographics,all
imd2,-0.07119041078752444,0.0367590137585348,-1.9366790212372138,0.052784591738855316,-0.14323675386146495,8.559322864160751e-4,0.9312845486197574,0.8665488858126394,1.0008562987009901,1 Demographics,all
imd3,-0.21730739306379374,0.035783420932271104,-6.072851264698846,1.2565883349776178e-9,-0.28744160933468177,-0.1471731767929057,0.804682577440817,0.750180369023004,0.8631444878784086,1 Demographics,all
imd4,-0.25462302914341656,0.03580062868289871,-7.1122502176908755,1.1416603502534236e-12,-0.32479097198578966,-0.18445508630104346,0.7752086739645571,0.7226783978857059,0.8315572873743614,1 Demographics,all
imd5 least deprived,-0.30111950809553095,0.03622683045799759,-8.312057783930543,9.405660298749393e-17,-0.3721227910672449,-0.23011622512381702,0.7399893327462952,0.68926960117778,0.7944412631031893,1 Demographics,all
ethnicityBlack,-0.20421934774156328,0.11121108131234084,-1.8363219324161137,0.06631005789081784,-0.42218906179550675,0.013750366312380163,0.8152835209737552,0.6556100768572382,1.0138453373957246,1 Demographics,all
ethnicitySouth Asian,-0.08581024504523163,0.06856748664383804,-1.251471349547317,0.2107625601905776,-0.22020004937758533,0.04857955928712207,0.9177683657929183,0.802358270633677,1.0497788881580086,1 Demographics,all
ethnicityMixed,0.38332281301517557,0.15876285714315688,2.4144363481033375,0.015759576296539995,0.07215333093191051,0.6944922950984407,1.4671515692537704,1.074820134602622,2.0026920392216385,1 Demographics,all
ethnicityOther,0.18259540240080957,0.11918911157212894,1.5319805642674786,0.12552723095951934,-0.05101096362988927,0.4162017684315084,1.2003286597271832,0.9502682520859036,1.5161917576429877,1 Demographics,all
"timesincevax_pw(0,3]",-0.21658658609282072,0.06224707668533484,-3.47946598661472,5.024141414571688e-4,-0.33858861453897987,-0.09458455764666157,0.8052628073438141,0.7127756143077988,0.9097508049864631,1 Demographics,all
"timesincevax_pw(3,7]",-0.36148906502011197,0.05839603920291019,-6.190301088127515,6.004940134198822e-10,-0.475943198697605,-0.24703493134261895,0.6966382137587025,0.6212987718246212,0.781113407714745,1 Demographics,all
"timesincevax_pw(7,14]",-0.2870276293684879,0.04391177437547693,-6.536461654092986,6.299127859542534e-11,-0.3730931256416715,-0.20096213309530433,0.7504909929584184,0.6886011034383427,0.8179434039523652,1 Demographics,all
"timesincevax_pw(14,21]",-0.3251336034091485,0.04505203927107022,-7.216845422975786,5.320739883729067e-13,-0.41343397781053026,-0.23683322900776674,0.7224308279726455,0.6613751983776825,0.7891228798501211,1 Demographics,all
"timesincevax_pw(21, Inf]",-0.3215756955496262,0.02582496865239389,-12.452123364719638,1.3617343004151914e-35,-0.3721917040101941,-0.27095968708905827,0.7250057482417188,0.6892221032177084,0.7626472403156518,1 Demographics,all
(Intercept),-21.895671816516515,3.4439729883167045,-6.357678149856328,2.0482606170530074e-10,-28.64573483734604,-15.145608795686991,3.096211023419597e-10,3.6250619273824023e-13,2.644512809321104e-7,2 Demographics + cinical,all
age,0.29712085713866504,0.0789045851855603,3.7655714992978475,1.6616856213712863e-4,0.1424707119598942,0.4517710023174359,1.3459779606635471,1.1531193078582627,1.5710921309234407,2 Demographics + cinical,all
I(age * age),-0.0014128401837011939,4.509093299140569e-4,-3.133313262713993,0.001728448616470179,-0.0022966062306258345,-5.290741367765533e-4,0.9985881574051246,0.997706028951752,0.9994710657982648,2 Demographics + cinical,all
sexMale,0.06593893162383752,0.022416496897226464,2.9415359556914518,0.0032658892555200076,0.022003405045719786,0.10987445820195524,1.0681614842868559,1.0222472652631873,1.1161379396991058,2 Demographics + cinical,all
imd2,-0.048547223378885784,0.03688800682831075,-1.3160706569167853,0.18815032856082636,-0.12084638822384242,0.023751941466070847,0.9526123526695713,0.8861700752973645,1.0240362654472888,2 Demographics + cinical,all
imd3,-0.1794419271150329,0.03597990557925545,-4.987281768145935,6.123472691718595e-7,-0.2499612462175253,-0.10892260801254049,0.8357364831625906,0.7788309651323739,0.8967998199330226,2 Demographics + cinical,all
imd4,-0.20417383245392265,0.03604319794934803,-5.664698030980791,1.4728367724273022e-8,-0.2748172023222927,-0.1335304625855526,0.8153206296822213,0.7597109839364663,0.8750008137844772,2 Demographics + cinical,all
imd5 least deprived,-0.23812807091906502,0.03664276881703831,-6.49863748310251,8.10507055186806e-11,-0.30994657809428744,-0.1663095637438426,0.78810175171455,0.7334861394050406,0.8467840599678467,2 Demographics + cinical,all
ethnicityBlack,-0.21940500967862925,0.11215654043203287,-1.9562390996857577,0.050436994530915935,-0.43922778955602404,4.177701987655158e-4,0.8029964309593987,0.6445339448055868,1.0004178574768887,2 Demographics + cinical,all
ethnicitySouth Asian,-0.14764358634797392,0.06908409905153841,-2.137157296324126,0.0325852000352546,-0.2830459323933869,-0.012241240302560963,0.8627385519494617,0.7534851776872666,0.9878333788920032,2 Demographics + cinical,all
ethnicityMixed,0.36715791981016055,0.1565510704358118,2.3452916596996416,0.01901220073197331,0.06032346001477629,0.6739923796055448,1.4436258782397078,1.0621800637644425,1.9620549729933026,2 Demographics + cinical,all
ethnicityOther,0.17622324602244335,0.11994547056271047,1.4691946698421552,0.14177999561318064,-0.05886555638917837,0.4113120484340651,1.1927042954213176,0.9428335185792253,1.5087961005672783,2 Demographics + cinical,all
bmiObese I (30-34.9),-0.054846265600819503,0.033266531546820896,-1.6486920352254417,0.09921074270740163,-0.120047469323154,0.01035493812151498,0.9466306664643516,0.8868783362035845,1.0104087360242373,2 Demographics + cinical,all
