variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,6514211,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,6514211,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,6514211,375,-0.3414564061610284,1.1414617042050639,-0.299139607490227,0.7107344505877106,0.07587407383502268,6.6576556881679645,-2.5786802361346655,1.8957674238126088,"-2.6, 1.9",0.7648335266874673
"age, degree = 2",Age,continuous,NA,level,Age²,6514211,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,6514211,375,0.0028101055283271167,0.007653843082540547,0.3671496133409565,1.0028140575758904,0.9878828597625634,1.0179709305954805,-0.01219115125677338,0.017811362313427614,"-0.01, 0.02",0.7135074213657902
sex,Sex,dichotomous,NA,label,Sex,6514211,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,6514211,sexFemale,factor,2,FALSE,contr.treatment,treatment,3418825,156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,6514211,sexMale,factor,2,FALSE,contr.treatment,treatment,3095386,219,0.37662055853632886,0.10652509298882075,3.535510253681292,1.4573512249644,1.1827416939299595,1.7957197279890686,0.16783521282846003,0.5854059042441977,"0.17, 0.59",4.069884500474705e-4
imd,Deprivation,categorical,NA,label,Deprivation,6514211,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,6514211,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,886944,87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,6514211,imd2,factor,5,FALSE,contr.treatment,treatment,1118633,72,-0.2532028331630175,0.1651647398293422,-1.5330320104923203,0.7763104043586521,0.5616256384822597,1.0730597084992772,-0.5769197747444563,0.07051410841842137,"-0.58, 0.07",0.12526796800851903
imd,Deprivation,categorical,FALSE,level,3,6514211,imd3,factor,5,FALSE,contr.treatment,treatment,1489850,86,-0.274915906043155,0.16077108188601352,-1.7099835543687516,0.7596360013361635,0.5543154021385088,1.0410081558257098,-0.5900214362952814,0.040189624208971264,"-0.59, 0.04",0.08726891418845176
imd,Deprivation,categorical,FALSE,level,4,6514211,imd4,factor,5,FALSE,contr.treatment,treatment,1513960,72,-0.42259177354647953,0.16493877614522773,-2.562112945317296,0.6553461081304531,0.4743234365262031,0.9054549878182244,-0.74586583444524,-0.09931771264771905,"-0.75, -0.10",0.010403747892378858
imd,Deprivation,categorical,FALSE,level,5 least deprived,6514211,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1504824,58,-0.5777317427763816,0.1824256610162429,-3.166943397973716,0.561169801505473,0.3924761655863981,0.8023711341838634,-0.9352794682241302,-0.22018401732863302,"-0.94, -0.22",0.0015405029955615906
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,6514211,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,6514211,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,6210673,360,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,6514211,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,53926,2,-0.42883760707218455,0.7290903553152778,-0.5881817033318785,0.6512656815348931,0.15601104936693663,2.718698384929895,-1.85782844496564,1.0001532308212706,"-1.9, 1.0",0.55641033704288545
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,6514211,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,176856,10,0.10914065812730635,0.3409350568369059,0.3201215478979514,1.1153192180213878,0.5717349470149914,2.175723146857459,-0.5590797743401453,0.777361090594758,"-0.56, 0.78",0.748876191618059
