term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37619502.18117968,804819.2123825117,0.43132578488829215,0.13547666486735582,3.18376441662924,0.0014537327299387357,0.16579640100267196,0.6968551687739124,1.5392969479627243,1.1803327626907159,2.0074297426142222
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37619502.18117968,804819.2123825117,-0.0021476067959061195,9.190475108184202e-4,-2.3367745090715233,0.01945091194574061,-0.003948906817191409,-3.463067746208306e-4,0.9978546976615841,0.9960588798623381,0.9996537531826488
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,20004670.022989795,431860.21108414006,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17614832.158189736,372959.00129837135,-0.02300785712418447,0.011006848325099532,-2.0903219926923464,0.03658888497726645,-0.04458088342467456,-0.0014348308236943781,0.9772548053307465,0.9563982402000762,0.9985661980539047
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7795254.629244384,154205.93316209884,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7508830.446512726,159731.85915492958,0.1158514528681897,0.018180578375584056,6.372264428274435,1.8625738275711501e-10,0.08021817403393723,0.15148473170244214,1.1228290667069551,1.0835234385684833,1.163560536085558
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7431944.48314938,166239.77174066444,0.183630286218844,0.017994847630434102,10.204603561537029,1.8909177676987895e-24,0.14836103295590725,0.21889953948178076,1.2015715034219496,1.159931594308691,1.2447062265737845
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8182948.379025634,181555.56634395552,0.19416170521136353,0.017713658337280436,10.961129627454078,5.8761268211330815e-28,0.15944357283584623,0.22887983758688082,1.214292624526584,1.1728580792981187,1.2571909628333362
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6700524.243247046,143086.08198086315,0.21022922825296242,0.018841521862136702,11.157762615525877,6.562229703553965e-29,0.17330052398925044,0.2471579325166744,1.233960886237794,1.189223441560019,1.2803813106537345
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35300164.209221646,766454.7264105678,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,247631.6940782974,3205.957097293178,-0.8321267754215103,0.09201847895039142,-9.04303988626157,1.5237424596870854e-19,-1.0124796800764344,-0.6517738707665861,0.43512289288140593,0.36331695185669693,0.5211205558725529
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1776841.2238561623,29876.59966411697,-0.5135797569696186,0.033998731075524743,-15.105850739804172,1.4818148683090326e-51,-0.5802160453977098,-0.44694346854152733,0.5983497935650931,0.5597774161659794,0.6395800636466413
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,109592.53245928478,1939.9739902339893,-0.4183334561196159,0.1322890993738452,-3.1622670204853205,0.0015654594590062217,-0.6776153264395927,-0.15905158579963918,0.6581427301093971,0.5078265501395626,0.8529523576047973
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,185272.52156425526,3341.9552202997547,-0.3545144116841743,0.08897113293370906,-3.984600397842716,6.759377493793862e-5,-0.5288946278979695,-0.1801341954703791,0.701514007520295,0.589255956916236,0.8351581294529719
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,27737298.45907335,590767.0809647463,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),6487476.150978003,139608.12890569872,0.02136090282784302,0.014586841044914268,1.4643953932226157,0.14308594610578015,-0.007228780268399546,0.04995058592408559,1.0215906800793426,0.9927972845203257,1.051219150069711
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),2308194.1068333844,51465.31033898784,-0.002373230204600622,0.04007490136616583,-0.05921986389726406,0.952776988304941,-0.08091859356628063,0.0761721331570794,0.9976295836797627,0.9222687670000023,1.0791483153771968
