variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,3713855,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,3713855,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,3713855,68458,0.5518384839807993,0.03649564735446496,15.120665722710795,1.7364425067891824,1.6165727625498545,1.865200657363736,0.48030832957357344,0.623368638388025,"0.48, 0.62",1.1834016834036029e-51
"age, degree = 2",Age,continuous,NA,level,Age²,3713855,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,3713855,68458,-0.003358137912924917,2.1151874684567165e-4,-15.876313390675872,0.9966474943258208,0.9962344006791475,0.9970607592638697,-0.0037727070387974784,-0.0029435687870523553,"0.00, 0.00",9.245514205054354e-57
sex,Sex,dichotomous,NA,label,Sex,3713855,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,3713855,sexFemale,factor,2,FALSE,contr.treatment,treatment,2188596,38079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,3713855,sexMale,factor,2,FALSE,contr.treatment,treatment,1525259,30379,0.11665578087835679,0.00800840722026242,14.566664465213622,1.1237325528768451,1.106231939303184,1.1415100265415712,0.10095959115311193,0.13235197060360165,"0.10, 0.13",4.5769923791851166e-48
imd,Deprivation,categorical,NA,label,Deprivation,3713855,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,3713855,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,518888,7965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,3713855,imd2,factor,5,FALSE,contr.treatment,treatment,653499,11163,0.08940877858556463,0.015441493584951562,5.7901638914449025,1.0935275756302285,1.0609280111092843,1.1271288401683528,0.059144007291553294,0.11967354987957597,"0.06, 0.12",7.031777684207167e-9
imd,Deprivation,categorical,FALSE,level,3,3713855,imd3,factor,5,FALSE,contr.treatment,treatment,845369,15362,0.13516768571171917,0.014731164387956361,9.175628086957412,1.1447287229088143,1.1121500614389306,1.1782617242829694,0.10629513406098567,0.16404023736245266,"0.11, 0.16",4.489495276204349e-20
imd,Deprivation,categorical,FALSE,level,4,3713855,imd4,factor,5,FALSE,contr.treatment,treatment,854609,16628,0.20558164272944154,0.014618318679912463,14.06328916689567,1.2282392536736215,1.1935478576903953,1.2639389820395928,0.176930264602284,0.23423302085659908,"0.18, 0.23",6.384831448043572e-45
imd,Deprivation,categorical,FALSE,level,5 least deprived,3713855,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,841490,17340,0.2714619933344675,0.014473082763302062,18.756335313910203,1.3118810106861718,1.2751901087191517,1.3496276158600695,0.24309527237312806,0.299828714295807,"0.24, 0.30",1.718470269982256e-78
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,3713855,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,3713855,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,3498375,66132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,3713855,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,54703,403,-0.8406188348529345,0.051714891731960914,-16.254869858567528,0.43144344855694594,0.3898558747385754,0.4774673446373785,-0.9419781601119661,-0.739259509593903,"-0.94, -0.74",2.0630592883590246e-59
