variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,13647563,age,integer,NA,NA,NA,NA,13647563,3800,0.16090872085380376,0.09903258810815058,1.6248057728035954,1.1745777494663885,0.9673532113400323,1.4261935282463998,-0.03319158513396098,0.3550090268415685,"-0.03, 0.36",0.10420395062011456
I(age * age),Age-squared,continuous,NA,label,Age-squared,13647563,I(age * age),integer,NA,NA,NA,NA,13647563,3800,-3.2808815082273655e-4,5.589244095690601e-4,-0.5869991455118195,0.9996719656642091,0.9985774529170427,1.0007676780761088,-0.0014235598636584085,7.673835620129355e-4,"0.00, 0.00",0.5572042805995492
sex,Sex,dichotomous,NA,label,Sex,13647563,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,13647563,sexFemale,factor,2,FALSE,contr.treatment,treatment,7834537,1878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,13647563,sexMale,factor,2,FALSE,contr.treatment,treatment,5813026,1922,0.3978186135455337,0.03379490716303986,11.771555152564883,1.4885739982582216,1.3931701205486393,1.5905111052897478,0.3315818126451009,0.46405541444596654,"0.33, 0.46",5.470660834426492e-32
imd,Deprivation,categorical,NA,label,Deprivation,13647563,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,13647563,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,1746503,607,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,13647563,imd2,factor,5,FALSE,contr.treatment,treatment,2316221,747,0.008657086411967049,0.05691121676154869,0.15211564441222936,1.0086946673534103,0.9022290560451667,1.1277235255614195,-0.10288684875702062,0.12020102158095472,"-0.10, 0.12",0.8790957253425697
imd,Deprivation,categorical,FALSE,level,3,13647563,imd3,factor,5,FALSE,contr.treatment,treatment,3087999,828,-0.13912118524611192,0.056402768954105335,-2.466566585752451,0.8701225760502165,0.77905893520495,0.9718305806390477,-0.24966858102449224,-0.028573789467731592,"-0.25, -0.03",0.013641536292101146
imd,Deprivation,categorical,FALSE,level,4,13647563,imd4,factor,5,FALSE,contr.treatment,treatment,3229167,863,-0.0724728177073814,0.05597065982936473,-1.2948358645105502,0.9300910283231639,0.8334568938511452,1.0379292886642573,-0.182173295163879,0.03722765974911621,"-0.18, 0.04",0.19537685697866813
