term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,56713455,4620,-0.49365629432925145,0.38868546756243305,-1.2700662502900428,0.2040610322804141,-1.2554658120657316,0.26815322340722864,0.610390541731562,0.2849430873779046,1.3075474715455075
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,56713455,4620,0.0029825426783244946,0.0022227169180698337,1.3418454928189774,0.17964609815721166,-0.001373902428920245,0.007338987785569235,1.0029869948839358,0.9986270409429387,1.0073659841580336
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,32857794,2140,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,23855661,2480,0.351923780649659,0.10459281744288507,3.3647031340544373,7.662605583805389e-4,0.14692562542003157,0.5569219358792865,1.4218001509047604,1.1582678141440834,1.7452921029378894
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,10612855,980,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,10946965,1210,0.12296330025146911,0.14522546879301024,0.8467061685077334,0.39715891962216315,-0.16167338822077643,0.40759998872371467,1.1308429185351918,0.8507190140206277,1.5032057416436007
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,11517028,880,0.07320064781544652,0.15469592006288757,0.4731905520565036,0.6360772376989953,-0.2299977840631002,0.3763990796939932,1.0759464015526043,0.7945353631416127,1.4570284882432154
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,12163748,840,-0.01946865798756615,0.16564443144237842,-0.11753282508828905,0.9064378336379012,-0.34412577785424187,0.3051884618791096,0.980719632433894,0.7088397660975477,1.3568806991972733
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,11472859,710,-0.044241100957924925,0.16402236347895507,-0.2697260301556458,0.787371033335962,-0.3657190260358147,0.2772368241199648,0.9567232627686845,0.6936976848183132,1.3194788184459476
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,53990462,4310,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,344940,20,-0.8013459620326685,0.6971781085179282,-1.1494135461828856,0.2503854969518633,-2.1677899455375647,0.5650980214722278,0.448724591214073,0.11443023470932433,1.7596202548366326
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,2048707,290,0.6796464017926074,0.2151593795841985,3.158804431886925,0.0015841775752469393,0.2579417668715958,1.101351036713619,1.973179895986812,1.2942634474201862,3.008227505526169
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,137064,0,-18.31809227568471,0.3392410125485367,-53.99728098342431,0,-18.982992442358743,-17.653192109010675,1.1080353235394148e-8,5.698901258470072e-9,2.1543490973568745e-8
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,192282,0,-18.262599319790926,0.2194173859715679,-83.23223448736826,0,-18.692649493877123,-17.83254914570473,1.1712615598154392e-8,7.618780694648249e-9,1.800620987115357e-8
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,46153266,3770,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),7822911,600,-0.22753278139016395,0.15157082972173613,-1.501164714924922,0.13331296384675423,-0.5246061487516199,0.06954058597129201,0.796496310813193,0.5917883950722617,1.0720155691149722
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),2117148,220,0.06756215690135517,0.2603647826946846,0.2594903819253527,0.7952569020558478,-0.44274344002282406,0.5778677538255343,1.0698967589984916,0.642271967232716,1.7822342143429124
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),620130,30,-0.20906903084678038,0.515795805689804,-0.40533294094390726,0.6852327960506714,-1.220010233375616,0.8018721716820552,0.8113392262764306,0.2952271457382814,2.229711425921497
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,56713455,4620,0.17919213108002835,0.14547624144866897,1.2317621715794462,0.21803793794822998,-0.10593606276561579,0.4643203249256725,1.196250559001776,0.8994821566389086,1.5909325041636524
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,56713455,4620,0.04583856114006158,0.15507590115892025,0.29558790758266607,0.7675448095452914,-0.2581046200015153,0.34978174228163844,1.0469053861017186,0.7725144074205874,1.4187578599450985
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,56713455,4620,0.9134695217978273,0.5174512350592677,1.7653248459117128,0.07750918610042472,-0.10071626267410694,1.9276553062697614,2.4929569144925403,0.9041895488172528,6.873375373167752
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,56713455,4620,0.03541651643608743,0.18092292665835746,0.19575471771449712,0.8448021542920269,-0.3191859037918747,0.39001893666404963,1.036051151275078,0.7267404329452123,1.4770087632365665
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,56713455,4620,0.27236485638193025,0.4205529195238786,0.6476351577591786,0.5172209521860462,-0.5519037194780434,1.0966334322419038,1.31306599443191,0.5758525046012044,2.994069300657957
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,56713455,4620,0.002119831406105706,0.18837580828718017,0.011253204036019364,0.9910214317400639,-0.3670899683953892,0.37132963120760065,1.002122079837185,0.69274731687614155,1.44966084809356
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,56713455,4620,0.29317821901131125,0.17865274649153287,1.6410507242059458,0.10078688623304663,-0.05697472985125762,0.6433311678738801,1.3406817041093588,0.9446179397007596,1.9028089094972849
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,56713455,4620,0.07076055687876097,0.4907895195764326,0.14417699249126112,0.8853607084425834,-0.8911692254807625,1.0326903392382845,1.0733241950020962,0.4101758841743587,2.808611798072439
haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,56713455,4620,0.06628674420431184,0.2998603264043352,0.22105873424192174,0.825046700691057,-0.52142869594061,0.6540021843492336,1.0685330689062256,0.59367176534722,1.9232225380945571
cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",56713455,4620,0.10036459809874985,0.1837730274191738,0.5461334533594259,0.5849742056695388,-0.25982391697272256,0.4605531131702223,1.105573934756265,0.7711873668550001,1.5849503995340573
any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,56713455,4620,-0.06492006550301586,0.2433906124898656,-0.2667320026803377,0.7896755117375102,-0.541956900158297,0.41211676915226525,0.9371423703875159,0.5816089873042334,1.510010748709659
dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,56713455,4620,0.35681884605561787,0.18086897262910176,1.9728029681869594,0.048518014877422286,0.0023221737818177046,0.711315518329418,1.4287770178161312,1.0023248721156166,2.0366687722023165
other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,56713455,4620,0.17318411384307453,0.24606030320762728,0.7038279299239124,0.4815399378932227,-0.3090852184688804,0.6554534461550294,1.1890850119428134,0.7341182069309637,1.9260156637962331
LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,56713455,4620,-19.64031031019085,0.34194391631258514,-57.437226905469565,0,-20.310508070896095,-18.970112549485602,2.9533955040367725e-9,1.5109789711962593e-9,5.772777232206536e-9
psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,56713455,4620,0.22304550344935836,0.34151596254599365,0.6531041822659159,0.5136891162187597,-0.44631348328631903,0.8924044901850358,1.2498774461771043,0.6399831166016429,2.4409919417211543
multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,18690309,720,0,NA,NA,NA,NA,NA,NA,NA,NA
multimorb1,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,1,19929550,1410,0.06311910608914797,0.2077454911335433,0.30382900608212793,0.7612581670714453,-0.3440545744831819,0.4702927866614779,1.065153697967638,0.7088902396753584,1.6004627187612444
multimorb2,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,2,12154844,1490,0.08839101876243972,0.3252323889575387,0.27177803245783055,0.78579269721718,-0.5490527502002583,0.7258347877251378,1.0924151933632829,0.5774965848979724,2.0664554317698243
