term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,24401415,471847,0.48768772267901034,0.045433318009131606,10.734142784398674,7.036899935586003e-27,0.39864005568295735,0.5767353896750633,1.6285462125103851,1.4897972780230506,1.780217218413313
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,24401415,471847,-0.002968050608841639,2.6379038731435883e-4,-11.251549531653763,2.275587426359587e-29,-0.0034850702674456536,-0.002451030950237624,0.9970363496988448,0.9965209955413029,0.9975519703735086
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,14619872,267364,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,9781543,204483,0.10491068407110243,0.009650420057913767,10.87110026729573,1.582804171564015e-27,0.08599620832190852,0.12382515982029635,1.1106114106359284,1.0898021961181836,1.1318179664422006
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,5165049,79787,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,4848978,88850,0.1397766884584168,0.01597451711028846,8.749978950436816,2.133925479161639e-18,0.10846721025183256,0.171086166665001,1.1500169581207795,1.114568361523271,1.1865929893774014
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,4905859,97159,0.1861092957200505,0.015658715245605404,11.88534900858369,1.4104470017651256e-32,0.15541877779449564,0.21679981364560535,1.2045539057698305,1.168147052734011,1.2420954266925992
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,4900836,104950,0.25844790310611704,0.01558206634982095,16.586240701579786,8.763699102345642e-62,0.22790761425575448,0.2889881919564796,1.2949186868541638,1.2559692864149763,1.3350759638003498
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,4580693,101101,0.3158521924959025,0.0158183455174401,19.9674607023641,1.0569176324486048e-88,0.28484880498670934,0.3468555800050957,1.371427533363719,1.3295609899323273,1.4146124122999615
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,22712582,456312,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,223544,1890,-0.767379790110906,0.07168315989783824,-10.705161312706695,9.626285893310078e-27,-0.9078762018086948,-0.6268833784131171,0.4642278505287795,0.4033800126921268,0.5342542774201691
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1299963,11285,-0.8042660883926389,0.032571039505038465,-24.692674861305107,1.2819407825064844e-134,-0.8681041527615456,-0.7404280240237322,0.4474161700142768,0.41974657076687755,0.4769097430016232
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,70409,966,-0.25310121205506503,0.10547342956436692,-2.3996679836849886,0.01640994847412027,-0.4598253353271463,-0.046377088782983744,0.7763892978906142,0.6313939180884282,0.9546818944725093
