term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,203526,5612,0.05798672669429392,0.15129258375709048,0.3832754075202732,0.7015155715544457,-0.23854128859761295,0.3545147419862008,1.0597009298825384,0.7877761614127142,1.4254887565778944
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,203526,5612,-4.983898652065026e-4,8.819708594253853e-4,-0.5650865443912848,0.5720149002108377,-0.0022270209850940963,0.0012302412546810909,0.9995017343103922,0.9977754569863005,1.001230998311876
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,124951,3355,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,78575,2257,0.11472017575260847,0.03043005823351855,3.7699624125676103,1.6327213530726076e-4,0.055078357567455584,0.17436199393776136,1.1215595540997525,1.0566234058715942,1.1904864367024073
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,36385,885,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,39230,1032,0.07600619842580457,0.049015203715007,1.5506657662331358,0.12098180255658084,-0.02006183555050299,0.17207423240211212,1.078969262047473,0.9801380640561116,1.187766000664801
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,43738,1211,0.1649223541347411,0.04681053005591029,3.523189204176038,4.263868537025238e-4,0.07317540112792723,0.256669307141555,1.1793015472673258,1.0759192378129154,1.292617596664758
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,43458,1276,0.21834150379064982,0.04718800655139448,4.62705504528666,3.709019608428159e-6,0.12585471044767654,0.3108282971336231,1.2440118298414833,1.1341173809058187,1.3645549030820041
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,40715,1208,0.3058799663624997,0.04874950179263476,6.274524971837007,3.5070334452784805e-10,0.2103326985846648,0.4014272341403346,1.35781931277454,1.2340885711856888,1.493955400925687
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,193912,5440,0,NA,NA,NA,NA,NA,NA,NA,NA
