term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37604435.45124606,544843.7685358254,-0.5909827286373325,0.15164012240045957,-3.8972715088994243,9.728253436443113e-5,-0.8881919071534787,-0.2937735501211863,0.5537827990220149,0.41139892814386864,0.7454452783246218
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37604435.45124606,544843.7685358254,0.005204309808861234,0.0010221509887814587,5.091527441621389,3.5519045298864944e-7,0.0032009306840875703,0.007207688933634897,1.0052178757527361,1.0032060591331866,1.0072337268436429
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,20006397.771028094,288790.75576323987,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17598037.68021819,256053.01277258567,0.005538169352781607,0.013215772801896406,0.41905754856703525,0.6751740745322756,-0.020364269366799338,0.031440608072362555,1.0055535333624062,0.9798416819811419,1.0319400848647302
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7775605.742367583,95948.25498442368,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7498953.872585652,106931.16931464175,0.12790143565388282,0.022290957872449012,5.7378169384082565,9.590469462930937e-9,0.08421196104298317,0.17159091026478246,1.1364409846141073,1.0878594531974775,1.1871920657716044
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7453318.241433005,104623.18800623053,0.08840801352133949,0.022267019140476456,3.9703569195139155,7.176504308579775e-5,0.04476545796294162,0.13205056907973736,1.09243375885387,1.045782551172364,1.141166025523885
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8172923.593146398,121149.05887850469,0.15340017942382994,0.021636826228415045,7.089772677583079,1.34332472182264e-12,0.11099277927638485,0.19580757957127504,1.1657914113434857,1.1173868384837966,1.2162928432255242
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6703634.001713381,116192.09735202492,0.34466084378636996,0.021974285836146332,15.684734710214078,1.9236511317232487e-55,0.3015920349615345,0.3877296526112054,1.4115111157120788,1.3520095415583795,1.473631338046831
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35295602.3716509,524102.9295950154,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,247965.07990654206,1767.9862928348912,-0.8580781487609537,0.12111802991201409,-7.0846442051963905,1.3940198492505268e-12,-1.0954651252669463,-0.6206911722549612,0.42397611886799047,0.33438404030641417,0.5375727537882624
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1765227.2919003125,16205.874143302182,-0.5402843490950348,0.04344103676836065,-12.43718818167202,1.6418233578799987e-35,-0.6254272166121019,-0.45514148157796763,0.5825825719924437,0.5350328047843155,0.6343582115981693
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,110021.14750778816,841.9934579439253,-0.7569188559194479,0.17661483806366882,-4.285703648787324,1.821616880958913e-5,-1.1030775776596125,-0.4107601341792832,0.4691095968184989,0.3318482218630604,0.6631459785794048
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,185619.56028037384,1924.985046728972,-0.3868810960591399,0.11595394180232008,-3.3365066339762754,8.4838403910958e-4,-0.6141466458571406,-0.15961554626113916,0.6791718463347618,0.5411024503640778,0.8524714618154164
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,27720837.09439238,402877.8713395638,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),6490056.652647962,96707.24859813084,0.05660534634803789,0.017331715445620666,3.2659979057261053,0.001090790561346783,0.02263580828432482,0.09057488441175096,1.05823809044653,1.022893942203138,1.0948034882872753
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),2308059.1065420574,31382.756230529598,-0.03927656621253414,0.04879886092306075,-0.8048664552736172,0.4208967476482827,-0.1349205761083122,0.05636744368324392,0.9614847581735579,0.8737853083618107,1.0579863627293609
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),1085482.5976635509,13875.892367601247,-0.06537065489418982,0.058014344354152335,-1.1268015802286828,0.2598263822586245,-0.179076680415033,0.04833537062665336,0.9367201990974947,0.8360417889076991,1.0495225753531348
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,37604435.45124606,544843.7685358254,-0.01556164035138844,0.0372331643617489,-0.41795105568237784,0.6759829026313633,-0.08853730153087655,0.05741402082809966,0.9845588163298615,0.9152689691655215,1.0590942066971303
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,37604435.45124606,544843.7685358254,0.02640255167473656,0.040493045531628594,0.6520268191266047,0.5143838714166522,-0.052962359191596024,0.10576746254106914,1.0267541869104329,0.9484157109444975,1.111563366330399
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,37604435.45124606,544843.7685358254,-0.08228912111877303,0.20156831872130337,-0.40824431954780227,0.6830943133186995,-0.47735576623681825,0.3127775239992722,0.9210056380182775,0.6204217649089668,1.3672173241470928
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,37604435.45124606,544843.7685358254,0.0039452670740667065,0.04310346018732996,0.09153017082434596,0.9270713339969695,-0.08053596250215608,0.08842649665028951,1.0039530598850797,0.9226217232014254,1.0924539506345075
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,37604435.45124606,544843.7685358254,-0.09608183139815213,0.081848004080383,-1.1739056129431096,0.24043283397704532,-0.25650097160219015,0.0643373088058859,0.9083896782297265,0.7737542427777903,1.0664520617708355
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,37604435.45124606,544843.7685358254,-0.062365427169274276,0.04313221346130527,-1.4459129769730805,0.1482016116554168,-0.1469030121269263,0.022172157788377736,0.9395394907952542,0.8633777105235088,1.022419786849211
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,37604435.45124606,544843.7685358254,-0.06190159784384211,0.04129795727970451,-1.4989021714704291,0.13389901297955736,-0.14284410674713668,0.019040911059452464,0.93997537784427,0.8668892005395037,1.0192233452713488
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,37604435.45124606,544843.7685358254,-0.1221128686070095,0.09476076606885668,-1.2886437464876315,0.19752196744302952,-0.30784055724939374,0.06361482003537476,0.8850484686771606,0.7350325042708364,1.065681840403566
haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,37604435.45124606,544843.7685358254,-0.026060342226788588,0.06263367027428907,-0.4160756045855783,0.6773546805961723,-0.1488200801839521,0.09669939573037492,0.9742762978336352,0.8617241422014471,1.1015291994668457
cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",37604435.45124606,544843.7685358254,0.04660067187037632,0.04303312890039294,1.0829022444136245,0.27885181557587746,-0.03774271091646356,0.1309440546572162,1.0477035480353463,0.962960668288881,1.139904007207651
any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,37604435.45124606,544843.7685358254,0.009259206318098458,0.04754577420380118,0.1947429918463333,0.8455941535703267,-0.0839287987384254,0.10244721137462232,1.0093022053788465,0.9194967230911285,1.1078788169663156
dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,37604435.45124606,544843.7685358254,-0.12838871842435443,0.059781505192239626,-2.147632750488538,0.031742941560929994,-0.24555831554273833,-0.01121912130597054,0.879511430390636,0.7822676641009558,0.9888435783381083
other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,37604435.45124606,544843.7685358254,-0.12543241193046242,0.06075077079059155,-2.0647048637922483,0.038950934106112035,-0.24450173471306974,-0.0063630891478551055,0.8821153828881007,0.7830946299196971,0.9936571124330323
