term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,71500162.13520388,1259.990186915888,-6.659277782001049,3.0548119552542996,-2.1799305094858754,0.02926261298353411,-12.646599193841858,-0.67195637016024,0.0012820719715548735,3.218486970289218e-6,0.5107084650086045
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,71500162.13520388,1259.990186915888,0.04481961053339368,0.020511610138151892,2.1850849461119854,0.028882618807627998,0.004617593397689336,0.08502162766909802,1.0458391845190507,1.0046282709105607,1.0887406133654876
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,38249251.97367601,679.9947040498442,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,33250910.161526192,579.9954828660436,0.16099119271212392,0.26705861717240786,0.6028309231010177,0.5466211729601047,-0.3624340787068654,0.6844164641311132,1.1746746230707465,0.6959801920807016,1.9826145712009005
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,14101597.617757099,439.9965732087228,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,14197018.836760215,259.9979750778816,-0.22407828056953433,0.37150429155306475,-0.6031647161672896,0.5463991176050091,-0.9522133121156089,0.5040567509765401,0.799252565974386,0.38588599143709706,1.6554233073805977
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,14488442.60062315,319.997507788162,0.26486781093562994,0.362984624086391,0.7296942993171824,0.465577066466395,-0.4465689792155064,0.9763046010867663,1.303258687844751,0.6398196244072869,2.654628183710768
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,15865074.814486103,179.99859813084112,-0.31060709891208904,0.42057766139829217,-0.738524956079254,0.4601955076942407,-1.1349241679548232,0.5137099701306451,0.7330018165106804,0.3214464963554094,1.6714808501564669
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,12848028.265576389,59.99953271028038,-0.87085517324767725,0.5270255008411519,-1.6523966522640001,0.09845371754916166,-1.9038061738305185,0.16209582733516403,0.418593426241082,0.1490004170823015,1.175972926273514
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,67631594.175547,1179.9908099688473,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,376944.07897196256,19.999844236760126,0.1047044451313234,0.6084789870987525,0.17207569587662772,0.8633780196255805,-1.0878924549316433,1.2973013451942903,1.1103823829341193,0.33692583233895473,3.659407851785256
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,2976491.8764797496,59.99953271028038,-0.15243657371266303,0.8704954438835745,-0.1751147289554922,0.8609894850635996,-1.8585762924306761,1.5537031450053502,0.8586133508864806,0.15589442051488125,4.728949784640549
