stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",(Intercept),-11.177455047301729,-11.41146225641853,-10.943447838184929,0.11939362710877319,-93.61852318230137,0,1.3985981557805009e-5,1.1067891972653146e-5,1.7673435973044794e-5
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw1-3,-2.313378111877792,-2.564654677086395,-2.062101546669189,0.12820468497923446,-18.044411655100546,8.728909076359398e-73,0.09892650167636295,0.07694574798443606,0.12718640068198392
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw4-7,-2.0445540514894343,-2.227173833180415,-1.8619342697984536,0.09317507011938087,-21.943144758247488,1.0069305286654184e-106,0.12943789974722475,0.10783275324859079,0.15537180852972013
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw8-14,-2.020114585041718,-2.1570537271785457,-1.8831754429048906,0.06986819309792738,-28.91322210394538,8.143075115400027e-184,0.13264026561895345,0.11566540134096105,0.15210633309094904
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw15-21,-1.9645568648251808,-2.098153456303588,-1.8309602733467734,0.06816277877154897,-28.82154894842966,1.152035197618628e-182,0.14021800838228618,0.12268275829850676,0.1602596008385816
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw22-28,-2.1093690819157795,-2.252061445131012,-1.966676718700547,0.07280356391279212,-28.97343163643048,1.4225177825076197e-184,0.12131448179382279,0.10518217363972633,0.13992108152578825
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw29-35,-1.8738192730331202,-2.0130780726445763,-1.734560473421664,0.07105171355693876,-26.372611992411645,2.8253649009543556e-153,0.15353614412919137,0.13357688188380584,0.17647774990410028
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",timesincevax_pw36+,-1.691699113300009,-1.7996475880584002,-1.5837506385416178,0.05507676447622249,-30.715295812816713,3.556605322139406e-207,0.1842062706175129,0.16535715178951454,0.20520400700905186
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)1",2.110958216137606,1.8285461104743927,2.3933703218008193,0.14409045670779874,14.650229198859586,1.3426203721004704e-48,8.256148670419764,6.2248298613946575,10.950337982860473
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment","ns(tstop, df = 5)2",1.6949252393844947,1.3318201796219755,2.058030299147014,0.185261087768268,9.148846418869002,5.754473261234373e-20,5.44623878582868,3.787931832894728,7.830530806991158
