variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
age,Age,continuous,NA,label,Age,3755521,age,integer,NA,NA,NA,NA,3755521,92945,0.21609165310318607,0.027838196341275014,7.76241572744396,1.2412161350980488,1.1753074710803593,1.3108208123714045,0.16152979087973235,0.2706535153266398,"0.16, 0.27",8.332673959539348e-15
I(age * age),Age-squared,continuous,NA,label,Age-squared,3755521,I(age * age),integer,NA,NA,NA,NA,3755521,92945,-0.001400689525930021,1.6017609013735135e-4,-8.744685456667888,0.9986002909817949,0.9982868402425435,0.9989138401410215,-0.001714628893783671,-0.001086750158076371,"0.00, 0.00",2.2363777073732045e-18
sex,Sex,dichotomous,NA,label,Sex,3755521,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,3755521,sexFemale,factor,2,FALSE,contr.treatment,treatment,2225763,53786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,3755521,sexMale,factor,2,FALSE,contr.treatment,treatment,1529758,39159,0.07767638214252447,0.007214416852823058,10.766827551991133,1.0807728446776963,1.0655982568263935,1.096163525334127,0.06353638494153246,0.09181637934351647,"0.06, 0.09",4.93721188878757e-27
imd,Deprivation,categorical,NA,label,Deprivation,3755521,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,3755521,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,527443,11745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,3755521,imd2,factor,5,FALSE,contr.treatment,treatment,667176,15651,0.08571543851403998,0.013188990575943452,6.499014312011401,1.0894962555164167,1.0616937306326186,1.1180268438403684,0.05986549199275264,0.11156538503532733,"0.06, 0.11",8.084797107432762e-11
imd,Deprivation,categorical,FALSE,level,3,3755521,imd3,factor,5,FALSE,contr.treatment,treatment,853266,21074,0.15612871125701294,0.012593901175147781,12.397168207505874,1.1689766538618447,1.140475315041717,1.198190262648561,0.13144511852886664,0.18081230398515924,"0.13, 0.18",2.7072274277927093e-35
imd,Deprivation,categorical,FALSE,level,4,3755521,imd4,factor,5,FALSE,contr.treatment,treatment,869571,22180,0.20242731827064728,0.012551190827243435,16.128136449910507,1.2243710924795135,1.1946191555288508,1.2548640000970366,0.17782743628616066,0.2270272002551339,"0.18, 0.23",1.6183026533416405e-58
