term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,3214601,82504,0.2800947624522574,0.03054160311257217,9.170925357777273,4.6897574207169976e-20,0.22023432032149953,0.33995520458301526,1.3232552013040981,1.2463687458987298,1.4048846567600164
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,3214601,82504,-0.001744466025851142,1.760793774463357e-4,-9.9072705228232,3.8707626128153353e-23,-0.002089575264066194,-0.0013993567876360899,0.9982570546706102,0.9979126063784926,0.9986016218555299
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,1935614,48254,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,1278987,34250,0.07857273817714716,0.007735823484757783,10.156997290845935,3.0842921209383375e-24,0.06341080275626278,0.09373467359803155,1.0817420362445427,1.065464445071044,1.0982683076772817
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,662019,14686,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,630812,15588,0.11546177523113485,0.012234697611588293,9.437239799189916,3.827283726760058e-21,0.09148220855068358,0.1394413419115861,1.122391610568397,1.0957972806973302,1.149631368561754
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,658345,17146,0.17917015494673735,0.012052334776325415,14.86601212726716,5.478068798215934e-50,0.15554801285551995,0.20279229703795476,1.1962242703289048,1.168298028045098,1.2248180434904266
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,644555,17760,0.2590838744928196,0.012014281509012435,21.5646582193425,3.8575661266359857e-103,0.2355363154350297,0.2826314335506095,1.2957424800137827,1.2655873407775333,1.3266161255064226
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,618870,17324,0.32404471654896344,0.012435779975846521,26.057450130055493,1.1076744771571638e-149,0.2996710356766399,0.348418397421287,1.382709135717858,1.349414825217919,1.4168249216388094
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,3007309,79325,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,29749,420,-0.7771771323196126,0.05185016105044687,-14.98890488620603,8.67721601127664e-51,-0.8788015805710899,-0.6755526840681353,0.45970185896176097,0.4152802935582441,0.5088750957147448
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,153113,2261,-0.7941031189858373,0.02367596990910669,-33.54046833284725,1.2398542836603757e-246,-0.8405071673067405,-0.7476990706649341,0.451986431237826,0.4314916294782404,0.47345468617812025
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,9501,193,-0.307218540550185,0.07322525320796655,-4.1955271861970305,2.722376286137815e-5,-0.45073739959662545,-0.16369968150374453,0.7354898489862336,0.6371581381951238,0.8489969530862889
