term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37619502.18117968,804819.2123825117,0.4313257848873285,0.13547666400121022,3.1837644369769498,0.0014537326277568594,0.16579640269932244,0.6968551670753345,1.5392969479612408,1.1803327646933282,2.0074297392044467
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37619502.18117968,804819.2123825117,-0.002147606795899646,9.190475050139248e-4,-2.336774523823017,0.01945091117830797,-0.003948906805808333,-3.4630678599095895e-4,0.9978546976615905,0.9960588798736763,0.9996537531712827
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,20004670.022989795,431860.21108414006,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17614832.158189736,372959.00129837135,-0.02300785712418372,0.011006848325097216,-2.090321992692718,0.036588884977233074,-0.044580883424669274,-0.0014348308236981633,0.9772548053307473,0.9563982402000814,0.9985661980539009
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7795254.629244384,154205.93316209884,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7508830.446512726,159731.85915492958,0.11585145286818846,0.01818057837558356,6.372264428274541,1.8625738275698662e-10,0.08021817403393697,0.15148473170243995,1.1228290667069536,1.083523438568483,1.1635605360855557
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7431944.48314938,166239.77174066444,0.18363028621886218,0.0179948476304251,10.204603561543145,1.8909177675796627e-24,0.14836103295594305,0.2188995394817813,1.2015715034219716,1.1599315943087325,1.2447062265737852
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8182948.379025634,181555.56634395552,0.1941617052113886,0.01771365833724732,10.961129627475984,5.876126819710581e-28,0.1594435728359362,0.228879837586841,1.2142926245266144,1.1728580792982242,1.2571909628332862
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6700524.243247046,143086.08198086315,0.21022922825301618,0.018841521862098223,11.157762615551519,6.562229701661638e-29,0.17330052398937962,0.24715793251665275,1.2339608862378602,1.1892234415601726,1.2803813106537068
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35300164.209221646,766454.7264105678,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,247631.6940782974,3205.957097293178,-0.8321267754215192,0.09201847895031916,-9.043039886268769,1.5237424595866954e-19,-1.0124796800763018,-0.6517738707667367,0.435122892881402,0.36331695185674506,0.5211205558724745
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1776841.2238561623,29876.59966411697,-0.513579756969679,0.03399873107523889,-15.105850739932956,1.4818148654137954e-51,-0.58021604539721,-0.446943468542148,0.5983497935650569,0.5597774161662592,0.6395800636462443
ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,109592.53245928478,1939.9739902339893,-0.41833345611958633,0.13228909937347785,-3.1622670204938776,0.0015654594589602164,-0.6776153264388431,-0.15905158580032958,0.6581427301094166,0.5078265501399432,0.8529523576042084
ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,185272.52156425526,3341.9552202997547,-0.35451441168415443,0.08897113293371285,-3.984600397842323,6.75937749380505e-5,-0.528894627897957,-0.1801341954703518,0.701514007520309,0.5892559569162433,0.8351581294529946
bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,27737298.45907335,590767.0809647463,0,NA,NA,NA,NA,NA,NA,NA,NA
bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),6487476.150978003,139608.12890569872,0.021360902827845408,0.014586841044912634,1.4643953932229434,0.14308594610569064,-0.007228780268393957,0.04995058592408477,1.021590680079345,0.9927972845203312,1.0512191500697101
bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),2308194.1068333844,51465.31033898784,-0.0023732302046009105,0.0400749013661646,-0.05921986389727307,0.9527769883049337,-0.08091859356627852,0.0761721331570767,0.9976295836797625,0.9222687670000042,1.079148315377194
bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),1086533.4642947873,22978.692173078554,-0.06110108522259731,0.046872611313777734,-1.3035562455347407,0.1923849272760505,-0.15296971525894631,0.030767544813751692,0.9407281412560008,0.8581557104413368,1.031245757597818
heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,37619502.18117968,804819.2123825117,-0.0965091302074839,0.03157759048060162,-3.0562537780319334,0.0022412147259063516,-0.15840007026801792,-0.03461819014694989,0.9080016073188334,0.8535082503802349,0.9659741643109926
other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,37619502.18117968,804819.2123825117,-0.039495692369164476,0.03423490538029241,-1.1536673442042131,0.24863657699367098,-0.10659487392867412,0.027603489190345165,0.9612740947956118,0.8988897629123697,1.0279879952478732
dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,37619502.18117968,804819.2123825117,0.05519872008022367,0.15771755269528762,0.34998463479121006,0.7263502289723216,-0.25392200293233813,0.3643194430927854,1.0567505913738042,0.7757523060919834,1.4395339899079487
diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,37619502.18117968,804819.2123825117,-0.03353547001531111,0.03607540940986533,-0.9295936086075398,0.3525815379037542,-0.10424197318618451,0.03717103315556229,0.9670206103872242,0.9010072514462213,1.037870515928356
chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,37619502.18117968,804819.2123825117,-0.021617187314237164,0.06498814863135663,-0.3326327610417097,0.7394115105304522,-0.14899161805363215,0.10575724342515781,0.9786147895104365,0.8615763365553373,1.1115520071935558
current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,37619502.18117968,804819.2123825117,-0.07437075818155929,0.036110944655369376,-2.0595074122631964,0.03944565568608089,-0.1451469091538024,-0.003594607209316175,0.9283274450332875,0.8648952227517681,0.996411845657023
other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,37619502.18117968,804819.2123825117,-0.09170792812956685,0.03469171204821953,-2.6435111649173724,0.008205105953005649,-0.1597024343061114,-0.023713421953022312,0.9123715887099483,0.852397395454492,0.9765655319034309
lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,37619502.18117968,804819.2123825117,0.004940716496716071,0.07256274647658106,0.06808888495297846,0.9457148783456917,-0.1372796532166935,0.14716108621012564,1.0049529419623606,0.87172641094695,1.1585405729094793
