strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4341451,85884,-0.32679062456794344,0.10313885182795406,-3.1684531946609504,0.0015325242313903985,-0.5289390595575465,-0.12464218957834042,0.7212347360534157,0.58922977587779235,0.8828127256724491
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4341451,85884,0.002992834856440055,7.015613551405583e-4,4.26596310431101,1.9904167482171724e-5,0.0016177998674194467,0.004367869845460663,1.0029973178578577,1.0016191092116153,1.0043774228927123
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2288356,45461,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2053095,40423,-0.004456252865455945,0.0076275087714840544,-0.5842343809706179,0.5590626332358116,-0.01940589534932804,0.01049338961841615,0.9955536614969086,0.9807811869170381,1.010548638310839
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,862561,15644,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,849620,16800,0.10816053038269763,0.012653443134537966,8.547912946118997,1.2533419160004688e-17,0.0833602375585776,0.13296082320681765,1.1142265982526534,1.0869332922259705,1.1422052495155104
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,879935,18143,0.1680807019205144,0.012404707982970149,13.549750800362625,7.949957005787602e-42,0.14376792103515643,0.1923934828058724,1.1830320797563554,1.154616115315489,1.2121473822927096
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,919465,18813,0.17170564423790147,0.012328192629415539,13.927884597471753,4.288705483923341e-44,0.14754283068977486,0.19586845778602807,1.1873282848484943,1.1589829238047715,1.2163668912163685
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,829870,16484,0.18598535029362753,0.012774085276395739,14.559582644817295,5.076679089406435e-48,0.1609486032164485,0.21102209737080657,1.2044046160744089,1.1746245953363028,1.23493964367912
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4113233,82680,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,30584,307,-0.956643720010525,0.06776225814774237,-14.117648174072803,2.956958660289964e-45,-1.0894553054912057,-0.8238321345298442,0.38418014069167705,0.3363996788700686,0.4387470909533293
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,158742,2316,-0.5129235618398545,0.026487905562093583,-19.364443920922582,1.5400876629151418e-83,-0.5648389027674561,-0.46100822091225296,0.5987425566360396,0.5684517153797991,0.630647492879042
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,12449,197,-0.3664070246473653,0.08534792648578354,-4.293098142324499,1.7619707468607096e-5,-0.5336858867146732,-0.19912816258005742,0.6932205859148332,0.5864394318556785,0.8194448644346414
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,26443,384,-0.5248398550579867,0.06256967843201462,-8.388086181843716,4.941199428626024e-17,-0.6474741713089879,-0.40220553880698545,0.5916501065523777,0.5233660416415182,0.6688432583159608
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Obese I (30-34.9),760833,15369,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),135995,2677,-0.0833688816405857,0.03167287111858187,-2.632185801168962,0.008483745290634226,-0.145446568319985,-0.021291194961186394,0.9200117091891011,0.8646360877985042,0.9789338624532432
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Not obese,3164697,62127,-0.03560180733155205,0.00994592905881472,-3.5795356191485648,3.4420533172332783e-4,-0.05509547007961925,-0.016108144583484845,0.9650244826612582,0.9463947912542996,0.9840208977707622
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),279926,5711,-0.022648155219280857,0.027845397029580363,-0.8133536467525158,0.41601532738193864,-0.07722413053247695,0.031927820093915246,0.9776063889746626,0.925682356674659,1.0324429809781666
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,4341451,85884,-0.0685881606905332,0.0210084718569155,-3.2647858043970754,0.001095468829661663,-0.10976400890031088,-0.027412312480755513,0.9337111398560229,0.8960455691265257,0.9729599952612781
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,4341451,85884,-0.0032550401986187003,0.02294916349042003,-0.1418369867806944,0.8872087681725497,-0.048234574115163464,0.04172449371792607,0.9967502517013891,0.952910232783819,1.0426071943464734
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,4341451,85884,0.03707707048900235,0.09345112507780248,0.3967536020367217,0.691549168608603,-0.14608376897823833,0.22023790995624304,1.0377729994286624,0.8640853166087272,1.2463732199153135
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,4341451,85884,-0.02491206066523863,0.02428970632318847,-1.025622143543828,0.30506972568494045,-0.07251901025374284,0.022694888923265575,0.9753956839044882,0.930048066042494,1.022954377216064
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,4341451,85884,-0.030509543940272568,0.04403425832123703,-0.6928592669303185,0.48839787427031733,-0.11681510433583031,0.055796016455285175,0.9699511748669553,0.8897496888153346,1.057381973213647
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,4341451,85884,-0.06556071183875968,0.024007848802969543,-2.7308032625834615,0.0063180175101810055,-0.11261523083886302,-0.018506192838656337,0.9365421858354016,0.8934943830690328,0.9816639952862298
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,4341451,85884,-0.028454888183753375,0.02344453402720817,-1.213710972064129,0.2248581130380772,-0.07440533051140517,0.01749555414389842,0.9719461394128022,0.9282953511454363,1.0176494978174755
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,4341451,85884,-0.03580116068526314,0.052559133525246014,-0.6811596440810155,0.4957704803197999,-0.13881516945337705,0.06721284808285075,0.9648321209688376,0.870388888045863,1.0695230998906942
all,haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,4341451,85884,0.028913560253912382,0.036206889762402314,0.798565147231635,0.4245426036509579,-0.04205063967260814,0.0998777601804329,1.0293356151203,0.9588212249501533,1.1050358304387435
all,cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",4341451,85884,0.03740107309961989,0.024238113119443766,1.5430686751608904,0.12281411411771473,-0.010104755667697661,0.08490690186693745,1.038109295067096,0.9899461258498696,1.0886157138900077
all,any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,4341451,85884,0.005704464514613743,0.026614780594327092,0.2143344557884367,0.8302862504746223,-0.046459546906702884,0.057868475935930364,1.0057207659545675,0.9546031764402576,1.0595756268526764
all,dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,4341451,85884,-0.12847821231277673,0.03520125590033777,-3.649818991587284,2.624251668087883e-4,-0.19747140608801683,-0.05948501853753664,0.8794327230147856,0.8208036102783663,0.9422496497632484
all,other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,4341451,85884,-0.02014665134333501,0.03286981619153488,-0.6129225434647692,0.5399275563795747,-0.08457030725719489,0.04427700457052486,0.980054936394443,0.9189070472715383,1.0452718598721165
all,LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,4341451,85884,-0.47793580558736803,0.07963812859101933,-6.001344004977838,1.95690893572425e-9,-0.6340236694219354,-0.3218479417528006,0.6200620002203071,0.5304531331943562,0.7248083950450286
all,psychosis_schiz_bipolar,psychosis_schiz_bipolar,Serious mental illness,integer,continuous,NA,NA,NA,NA,Serious mental illness,4341451,85884,-0.27774979427868673,0.04340162440828884,-6.3995253188182994,1.5586073498940998e-10,-0.36281541498946734,-0.1926841735679061,0.7574863252182776,0.6957148401788584,0.8247424084631831
all,multimorb0,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,TRUE,0,1843683,35687,0,NA,NA,NA,NA,NA,NA,NA,NA
all,multimorb1,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,1,1394212,27843,0.005706079881907969,0.02357677582778566,0.2420212128913424,0.8087637262580627,-0.04050355161212644,0.05191571137594237,1.0057223905643122,0.9603057538717958,1.0532869586631994
all,multimorb2,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,2,748035,15126,0.005847305901806212,0.045181505690332274,0.1294181283351385,0.8970268039717477,-0.08270681801853653,0.09440142982214896,1.0058644347645864,0.9206210171516764,1.099000829086643
all,multimorb3,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,3,272337,5528,0.030815761798037595,0.06777769981905746,0.45465930358074713,0.6493543631415906,-0.10202608880228194,0.16365761239835713,1.0312954823570863,0.9030059930167584,1.177810978171877
all,multimorb4+,multimorb,Morbidity count,factor,categorical,5,contr.treatment,treatment,FALSE,4+,83184,1700,0.013178992854714619,0.09593930222602398,0.13736802904471987,0.8907399005773682,-0.1748585842101958,0.201216569919625,1.0132662185420849,0.8395757416411113,1.2228895842460599
all,shielded,shielded,Shielding criteria met,integer,continuous,NA,NA,NA,NA,Shielding criteria met,4341451,85884,0.08432571912253785,0.013621419128325922,6.1906706142814,5.990878241496928e-10,0.057628228212694074,0.11102321003238162,1.0879832130389062,1.0593210967970859,1.1174208419274052
all,flu_vaccine,flu_vaccine,Flu vaccine in previous 5 years,integer,continuous,NA,NA,NA,NA,Flu vaccine in previous 5 years,4341451,85884,0.5824618728820762,0.01120893413164211,51.964073126081026,0,0.5604927656789759,0.6044309800851765,1.7904408472004,1.7515353842017003,1.8302104863184037
all,efi_catNone,efi_cat,Frailty,factor,categorical,4,contr.treatment,treatment,TRUE,None,973400,17758,0,NA,NA,NA,NA,NA,NA,NA,NA
