variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,10019765,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,10019765,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,92485804.87400085,697631.1529441351,-1.9706453021400807,0.09517641269383575,-20.705185732091714,0.13936689343699485,0.11564991292795379,0.1679476490257167,-2.1571876431977195,-1.784102961082442,"-2.2, -1.8",3.110336858696373e-95
"age, degree = 2",Age,continuous,NA,level,Age²,10019765,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,92485804.87400085,697631.1529441351,0.014562273057707182,6.4157074039668e-4,22.697844743828874,1.0146688195139815,1.013393720439053,1.0159455229778245,0.013304817512994992,0.01581972860241937,"0.01, 0.02",4.705017879084235e-114
sex,Sex,dichotomous,NA,label,Sex,10019765,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,10019765,sexFemale,factor,2,FALSE,contr.treatment,treatment,48976810.23338925,371015.48556590086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,10019765,sexMale,factor,2,FALSE,contr.treatment,treatment,43508994.64060294,326615.6673782342,-0.0030889191216129496,0.008325031481616958,-0.37103993281392295,0.9969158466807347,0.980781397151023,1.0133157177023133,-0.019405680995744308,0.01322784275251841,"-0.02, 0.01",0.7106077891468809
imd,Deprivation,categorical,NA,label,Deprivation,10019765,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,10019765,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,16804446.931320906,117894.51928835448,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,10019765,imd2,factor,5,FALSE,contr.treatment,treatment,17756854.02503725,129720.4707750433,0.0692607808455752,0.014386647849566446,4.814240368555517,1.0717156556245082,1.0419182331659032,1.1023652432117326,0.04106346920216436,0.09745809248898604,"0.04, 0.10",1.477608696141692e-6
imd,Deprivation,categorical,FALSE,level,3,10019765,imd3,factor,5,FALSE,contr.treatment,treatment,19055322.75493592,138966.43302882143,0.06588635389497748,0.014103242938585468,4.671716581915859,1.0681053242583527,1.038985239606456,1.0980415700045636,0.03824450567013113,0.09352820211982382,"0.04, 0.09",2.9869292023502515e-6
imd,Deprivation,categorical,FALSE,level,4,10019765,imd4,factor,5,FALSE,contr.treatment,treatment,20377065.266053885,158052.35479343098,0.1501787854622969,0.013726033694513933,10.941163981137601,1.1620419803701636,1.1311968751890817,1.1937281597572476,0.12327625377046635,0.17708131715412748,"0.12, 0.18",7.32533224720998e-28
imd,Deprivation,categorical,FALSE,level,5 least deprived,10019765,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,18492115.896645103,152997.37505848502,0.24293471966063243,0.013940322897082717,17.426764175704367,1.274985389922768,1.240621158976449,1.3103014830552084,0.21561218884949124,0.2702572504717736,"0.22, 0.27",5.168935796475526e-68
ethnicity_combined,Ethnicity,categorical,NA,label,Ethnicity,10019765,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combined,Ethnicity,categorical,TRUE,level,White,10019765,ethnicity_combinedWhite,factor,5,FALSE,contr.treatment,treatment,88615680.36477064,674325.2473096898,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combined,Ethnicity,categorical,FALSE,level,Black,10019765,ethnicity_combinedBlack,factor,5,FALSE,contr.treatment,treatment,464415.1472009075,2413.990215458756,-0.7552133164351038,0.07549805271869232,-10.003083380826363,0.46991036443464074,0.40527607369155694,0.5448526694204822,-0.903186780666647,-0.6072398522035606,"-0.90, -0.61",1.477244005152613e-23
ethnicity_combined,Ethnicity,categorical,FALSE,level,South Asian,10019765,ethnicity_combinedSouth Asian,factor,5,FALSE,contr.treatment,treatment,2725362.0930613335,16865.931794787815,-0.4298798275395015,0.03064959633141428,-14.025627707823888,0.6505872726991319,0.6126558423176327,0.6908671560152243,-0.48995193248976443,-0.36980772258923855,"-0.49, -0.37",1.0864656002110931e-44
ethnicity_combined,Ethnicity,categorical,FALSE,level,Mixed,10019765,ethnicity_combinedMixed,factor,5,FALSE,contr.treatment,treatment,222971.10506246204,1343.9945550460861,-0.42286818441184487,0.09863293612983494,-4.287291862174767,0.6551649883784779,0.5400005143545953,0.7948902835953721,-0.6161851869157607,-0.22955118190792898,"-0.62, -0.23",1.8086459060333206e-5
