term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37313760.22776404,543571.2294415379,-0.6160548319690886,0.15192719833666568,-4.05493446014802,5.014836150531191e-5,-0.9138266689810268,-0.31828299495715034,0.540070910681002,0.4009868404764422,0.7273969096273689
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37313760.22776404,543571.2294415379,0.005379321676533821,0.0010241440940727657,5.252504708728632,1.5004462722361677e-7,0.0033720361371718,0.007386607215895843,1.0053938162059741,1.003377727846779,1.0074139554945045
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,19842449.926694807,288037.5916173794,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17471310.301069226,255533.6378241583,0.005693619119457038,0.013221664044163835,0.43062802839633896,0.6667388579630422,-0.02022036622279227,0.031607604461706344,1.005709858574591,0.9799826944256318,1.032112429522989
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7667846.166856258,95438.86482029117,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7457541.455357167,106812.84861237487,0.12749268723693047,0.02232379996623539,5.711065653238355,1.1227092060461863e-8,0.08373884330503265,0.1712465311688283,1.135976561083344,1.087344889328018,1.1867832920318755
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7385005.558206348,104392.85205300272,0.08979035585427199,0.022305251905135375,4.0255252994295665,5.6848267750915456e-5,0.04607286545411324,0.13350784625443074,1.0939449205153904,1.0471507092891044,1.1428302330367106
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8129647.491213631,121025.82839513193,0.15337197583993806,0.02164813957489472,7.084764735063103,1.3928071442789173e-12,0.11094240194084817,0.19580154973902794,1.1657585323112711,1.117330548929981,1.2162855092058278
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6673719.556130594,115900.83556073703,0.34363289090118804,0.02200383459283891,15.616954829001598,5.5808076528704385e-55,0.3005061675774472,0.3867596142249289,1.4100608942955632,1.3505422352884129,1.4722025521823103
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35042914.422458075,522912.25853048236,0,NA,NA,NA,NA,NA,NA,NA,NA
