strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,5697929,141701,0.28289342975201226,0.023353605817169016,12.113479689891646,8.961031078090148e-34,0.2371212034412159,0.3286656560628086,1.3269637394268,1.2675947453102014,1.389113336315268
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,5697929,141701,-0.0017600594654959547,1.3460888294941956e-4,-13.075358972834744,4.554089801814283e-39,-0.002023888028075985,-0.0014962309029159246,0.9982414885308434,0.99797815865231565,0.9985048878924798
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,3436611,83236,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2261318,58465,0.07930971283358891,0.005922760295747487,13.390667336399364,6.856193257227261e-41,0.06770131596486004,0.09091810970231778,1.082539546546407,1.0700456551894078,1.0951793170259307
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,1133725,24692,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1075495,25832,0.12114021090181107,0.0095707631452535,12.65731990890288,1.0191972374791353e-36,0.10238185983255092,0.1398985619710712,1.1287831689785053,1.107806417742925,1.1501571232681136
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1196929,29962,0.17112056876980575,0.0092341748012425,18.531224765940177,1.1562497758435275e-76,0.15302191873242313,0.18921921880718837,1.18663381137596,1.1653505216690685,1.2083058068090038
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1173004,31264,0.2571874057858521,0.009211497250347441,27.920260821458903,1.5145919194142292e-171,0.23913320293148138,0.2752416086402228,1.2932874736053674,1.270147712714956,1.3168487984829476
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1118776,29951,0.2918531892279698,0.009412152314164165,31.008124336105954,4.1891139960844775e-211,0.2734057096752027,0.3103006687807369,1.3389064373218533,1.3144334150151549,1.363835115133032
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,5397462,137353,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,50142,648,-0.8088945629128971,0.04274873351863995,-18.92207081550593,7.504714294328107e-80,-0.8926805409941316,-0.7251085848316625,0.44535010073433423,0.40955644719765566,0.48427198150872364
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,206562,2935,-0.7632004873824335,0.020641476962311993,-36.97412199601388,2.984267585992978e-299,-0.8036570388162783,-0.7227439359485888,0.46617205913941556,0.4476887516425175,0.4854184696956857
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,14724,267,-0.3973236182083225,0.06709103015440375,-5.922157064721159,3.177459242165999e-9,-0.5288196209966446,-0.26582761542000044,0.6721164813024395,0.5893001568372803,0.7665712611766855
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,29039,498,-0.44210178908893405,0.05449180467156482,-8.113179435946149,4.931217002619253e-16,-0.5489037636977926,-0.33529981448007556,0.642684213885383,0.577582630504,0.7151236497833224
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,4642272,115157,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),760962,19452,0.007065483029166248,0.008204370509223971,0.8611852696343614,0.38913601166262796,-0.009014787684735273,0.023145753743067772,1.0070905024444246,0.9910257236885601,1.0234156953452564
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),221298,5422,-0.05845036212456624,0.01961790979671048,-2.9794388255555724,0.0028877688560937967,-0.09690075877807428,-0.019999965471058208,0.9432250589256519,0.9076460775696131,0.9801987071519789
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),73397,1670,-0.1760730805240278,0.02800962220302778,-6.286164063469398,3.2540605555689844e-10,-0.23097093126253568,-0.1211752297855199,0.838556698934768,0.7937625393747508,0.8858787136544263
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,5697929,141701,-0.04394777629566778,0.011150076770401062,-3.941477462498853,8.098124516324836e-5,-0.06580152519051054,-0.022094027400825025,0.9570039344585616,0.9363166811259368,0.9781482579887756
