stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-1.720262574474911,-1.8952144554746102,-1.5453106934752117,0.08926280400032724,-19.271885907467173,9.250302174433112e-83,0.17901913588408036,0.15028610191292485,0.2132456069108188,0,3,1.5,0.8209808641159196,0.7867543930891812,0.8497138980870751,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-1.3844985347985577,-1.5125836610199364,-1.256413408577179,0.06535075503004024,-21.18565476653078,1.2951271688588586e-99,0.2504493599457772,0.22033995814648308,0.2846732041927215,3,7,5,0.7495506400542228,0.7153267958072784,0.7796600418535169,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-1.2680365616832772,-1.3633072688640229,-1.1727658545025315,0.048608396854344725,-26.086780139714428,5.150175464536895e-150,0.2813835590151725,0.2558133328924472,0.3095096975157807,7,14,10.5,0.7186164409848275,0.6904903024842193,0.7441866671075528,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-1.5003003126731134,-1.6077932416218645,-1.3928073837243622,0.05484433887389855,-27.355609411623966,9.261003116725229e-165,0.22306316139437443,0.20032920480500754,0.24837703528891053,14,21,17.5,0.7769368386056256,0.7516229647110895,0.7996707951949924,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-1.7305217743505938,-1.8708726080079465,-1.5901709406932412,0.07160888402257497,-24.166300005527813,5.032885781294377e-129,0.17719193164050356,0.15398923093487896,0.20389075552803088,21,28,24.5,0.8228080683594965,0.7961092444719691,0.8460107690651211,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-1.9227343151357241,-2.0898450178830648,-1.7556236123883835,0.08526212933782899,-22.55085968492987,1.3170215360225778e-112,0.14620664004757625,0.1237063065971271,0.17279944880755144,28,35,31.5,0.8537933599524238,0.8272005511924485,0.8762936934028729,0,NA,NA,NA,NA,NA
,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-1.9696134678982895,-2.107307956200909,-1.8319189795956698,0.07025358087635096,-28.035773313318874,5.955931111938166e-173,0.13951077118604394,0.12156478405543618,0.16010603258299738,35,42,38.5,0.8604892288139561,0.8398939674170026,0.8784352159445639,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-1.6117566797689846,-1.787232712643382,-1.4362806468945872,0.08953023334027056,-18.002373272538083,1.8664679819716653e-72,0.19953678378588346,0.16742283630413293,0.23781061749120272,0,3,1.5,0.8004632162141165,0.7621893825087973,0.8325771636958671,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-1.2657029992256705,-1.3945553612332726,-1.1368506372180684,0.06574220905280566,-19.252517027668308,1.3446833799462186e-82,0.2820409518599892,0.24794325704525064,0.3208278356671384,3,7,5,0.7179590481400109,0.6791721643328616,0.7520567429547493,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-1.1369209893993755,-1.2331496596188698,-1.0406923191798811,0.04909716248795065,-23.15655186139111,1.2487818268251693e-118,0.32080526552301397,0.2913734038542623,0.35321006319014453,7,14,10.5,0.679194734476986,0.6467899368098555,0.7086265961457376,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-1.3617207610163993,-1.4700963709400106,-1.253345151092788,0.05529469458544358,-24.626607873061197,6.555037370543752e-134,0.2562195048649239,0.22990332811924988,0.28554799623942456,14,21,17.5,0.7437804951350762,0.7144520037605755,0.7700966718807501,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-1.5697357499151263,-1.711599422366818,-1.4278720774634346,0.07238075473360452,-21.687197870380018,2.70999149356808e-104,0.2081001655784564,0.1805767430408161,0.23981869527900668,21,28,24.5,0.7918998344215435,0.7601813047209933,0.8194232569591839,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-1.7622147692560255,-1.9316059164806656,-1.5928236220313854,0.08642564279791669,-20.389952706241303,2.053443747316125e-92,0.17166424579413656,0.14491528966564995,0.20335061505283544,28,35,31.5,0.8283357542058635,0.7966493849471645,0.8550847103343501,0,NA,NA,NA,NA,NA
,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-1.8365531462898024,-1.979650955032773,-1.6934553375468318,0.07301042767709406,-25.154669061964604,1.2563755755468043e-139,0.15936579106531928,0.13811743809493623,0.18388304700828464,35,42,38.5,0.8406342089346808,0.8161169529917154,0.8618825619050637,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-1.5030099026005281,-1.682999532113058,-1.3230202730879983,0.0918331310841756,-16.366750048224397,3.3039208004397e-60,0.2224595698112112,0.18581577889688589,0.2663296975874772,0,3,1.5,0.7775404301887888,0.7336703024125228,0.8141842211031141,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-1.1876769525203401,-1.3183697986285616,-1.0569841064121186,0.06668124880819755,-17.811258393444056,5.779568372590667e-71,0.30492880601603384,0.2675711414580213,0.3475022613862552,3,7,5,0.6950711939839662,0.6524977386137448,0.7324288585419787,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-1.0498834824191683,-1.147383682652381,-0.9523832821859554,0.049745914211833525,-21.104918847172833,7.167768123661829e-99,0.34997852538665386,0.3174662763051815,0.3858204079417603,7,14,10.5,0.6500214746133461,0.6141795920582397,0.6825337236948186,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",15-21,-1.287065295894869,-1.3960383683912458,-1.178092223398492,0.05559952803007742,-23.148852903906146,1.4929462389923666e-118,0.27607980793052617,0.24757582793762054,0.3078655173321715,14,21,17.5,0.7239201920694738,0.6921344826678285,0.7524241720623794,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",22-28,-1.4711289910350738,-1.6138318538969438,-1.3284261281732037,0.07280892097379954,-20.205339831426194,8.786282662051427e-91,0.22966604785398148,0.19912313955493924,0.2648938423468069,21,28,24.5,0.7703339521460185,0.7351061576531931,0.8008768604450608,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",29-35,-1.6453707602458565,-1.8162376152674384,-1.4745039052242745,0.087178568774405,-18.873569311554533,1.8815037718427973e-79,0.19294101467294594,0.16263650236594845,0.22889225113353198,28,35,31.5,0.807058985327054,0.771107748866468,0.8373634976340516,0,NA,NA,NA,NA,NA
,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",36+,-1.7018986561277332,-1.8469503428960186,-1.5568469693594478,0.074007322538799,-22.996354924683263,5.069675407500131e-117,0.1823369999295296,0.15771741768367598,0.210799682315255,35,42,38.5,0.8176630000704704,0.789200317684745,0.842282582316324,0,NA,NA,NA,NA,NA
