strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,5684194,105890,0.50706074935512,0.030459837645571978,16.646863166351537,3.188846944714759e-62,0.4473605645948616,0.5667609341153784,1.660403673071826,1.564178184895244,1.7625487838746763
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,5684194,105890,-0.003099174675034924,1.768008684260357e-4,-17.529182422152285,8.579421013320915e-69,-0.0034456980095853586,-0.002752651340484489,0.9969056228094377,0.9965602315953035,0.9972511337304266
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,3428360,60308,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2255834,45582,0.11568986831660281,0.0065214225890466646,17.739974175406868,2.0602968142859374e-70,0.1029081149141054,0.12847162171910023,1.1226476495332036,1.1083895599269513,1.1370891521979776
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,1130902,17337,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1072099,19160,0.14003306204671298,0.010859431888959655,12.895063340199124,4.798687019071448e-38,0.11874896665178629,0.16131715744163966,1.1503118298919863,1.1260871973641127,1.1750575879796603
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1194188,22277,0.1544267971425436,0.010546130096722735,14.642982376116574,1.4936978611307852e-48,0.13375676197669312,0.17509683230839407,1.1669888480123767,1.1431147368568582,1.1913615733184164
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1170397,23832,0.24239751088343253,0.010477602192982226,23.134826692102084,2.066688795129187e-118,0.2218617879408495,0.2629332338260156,1.2743006405236614,1.2483988221680662,1.3007398706279805
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1116608,23284,0.2824922270371206,0.010554109737943157,26.766087718562442,8.023708921139742e-158,0.2618065520618686,0.30317790201237266,1.3264314647541409,1.2992751760131431,1.3541553499764685
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,5384501,103238,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,50119,387,-0.7707140976459025,0.052261629098096216,-14.747226807630803,3.205690399140701e-49,-0.8731450084515615,-0.6682831868402435,0.4626825497944176,0.4176360128553357,0.5125878403556565
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,205902,1755,-0.7108785214998774,0.025936231574526347,-27.40870505636899,2.1597773884744638e-165,-0.7617126012806397,-0.6600444417191151,0.4912124671331607,0.4668661863302986,0.5168283652402678
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,14667,171,-0.3901029451160021,0.07902937430297682,-4.9361765616472555,7.966898769289145e-7,-0.5449976724705718,-0.2352082177614323,0.6769871783871781,0.5798431329402314,0.7904062558724386
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,29005,339,-0.35310664056986923,0.05872556352286215,-6.012826772320424,1.8231582896430205e-9,-0.46820663004649815,-0.23800665109324032,0.7025022741397488,0.626124134231175,0.7881974487016136
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Not obese,4631031,86032,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese I (30-34.9),759311,14846,0.014715895286503416,0.009105991305463548,1.6160673553107783,0.10607975130354187,-0.003131519715740003,0.03256331028874684,1.0148247071731236,0.9968733783779654,1.0330992968883759
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),220871,3899,-0.09628247635013538,0.022944916668269335,-4.196244324708531,2.7137749327915636e-5,-0.14125368664821603,-0.05131126605205473,0.9082074327102891,0.8682690154994555,0.9499829270721359
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),72981,1113,-0.2541935771760365,0.03461496427607858,-7.343459179927638,2.081428985612438e-13,-0.3220376604832911,-0.18634949386878194,0.7755416603504328,0.7246708983597325,0.8299834701524527
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,5684194,105890,-0.0635411799768277,0.01318479904490681,-4.819275573363645,1.4408042673688451e-6,-0.08938291124824316,-0.03769944870541226,0.9384354737538946,0.9144953359731628,0.9630023289977073
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,5684194,105890,0.019089196640205416,0.015354866434381364,1.2432017381448819,0.21379350237609338,-0.011005788558605008,0.049184181839015836,1.0192725602506696,0.9890545535585515,1.0504138000699792
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,5684194,105890,-0.014212912766650026,0.0822297541773144,-0.17284391652202086,0.862774116122721,-0.17538026941176826,0.14695444387846823,0.9858876138557511,0.83913786162879,1.1583011941179213
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,5684194,105890,-0.053599929415929295,0.01707568909745817,-3.138961426974446,0.0016954776447190827,-0.08706766505815056,-0.020132193773708028,0.9478112220494465,0.9166150707226542,0.9800691057093508
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,5684194,105890,-0.14487286177813238,0.04389044471438274,-3.3007836380080713,9.641520318243115e-4,-0.2308965526837689,-0.058849170872495846,0.8651322774984248,0.7938215804999781,0.9428489675201419
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,5684194,105890,-0.03478446360663501,0.017233659495382043,-2.0184026274834954,0.04354934597320729,-0.06856181553941053,-0.001007111673859487,0.965813561797064,0.9337357389411393,0.9989933952928973
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,5684194,105890,-0.054523461537631684,0.017551376434920447,-3.1065063039244656,0.0018931227207554275,-0.08892352722918076,-0.020123395846082602,0.9469362920157555,0.9149155370254504,0.9800777283243413
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,5684194,105890,0.023978924925052443,0.041745175947389426,0.5744118782796025,0.5656891167842487,-0.057840116460118544,0.10579796631022342,1.0242687311228762,0.9438008335925886,1.1115972737198747
all,haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,5684194,105890,0.01597057433850653,0.027208734112679454,0.5869649897113051,0.5572272202551622,-0.037357564587271574,0.06929871326428463,1.0160987855872774,0.9633316204862818,1.0717563091625335
all,cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",5684194,105890,0.02288656921479009,0.017139376388223257,1.3353209998069604,0.18177130842920874,-0.010705991223603675,0.05647912965318386,1.0231504762028603,0.9893511139296626,1.058104531561243
all,any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,5684194,105890,0.010478151718941939,0.019902850141823913,0.5264648853946359,0.5985652434909294,-0.02853071774873083,0.04948702118661471,1.0105332397895954,0.9718724399542031,1.050731954872366
all,dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,5684194,105890,-0.32991756574358433,0.020247770206272716,-16.294019656612686,1.0883480300652452e-59,-0.369602466115122,-0.29023266537204667,0.7189829998180679,0.6910089755259394,0.7480894928085964
