outcome,outcome_var,outcome_descr,brand,brand_descr,stratum,model,model_descr,model_descr_wrap,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,term_left,term_right,term_midpoint,ve,ve.ll,ve.ul,diff,diff.std.error,z,diff.ll,diff.ul,diff.p.value
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",1-3,-0.38973686820939574,-0.4266158188914891,-0.3528579175273024,0.018816136915264667,-20.712905627999557,2.6498109493970335e-95,0.6772350531270951,0.6527142645550446,0.702677024374087,0,3,1.5,0.3227649468729049,0.29732297562591303,0.34728573544495545,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",4-7,-0.3466235901189516,-0.3794991726188717,-0.3137480076190315,0.01677356459569591,-20.66487347644013,7.174485800535181e-95,0.7070714268452103,0.6842039915111233,0.7307031365846596,3,7,5,0.2929285731547897,0.2692968634153404,0.3157960084888767,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",8-14,-0.2843351315489587,-0.31158659661605304,-0.2570836664818643,0.013904064198143664,-20.44978558045786,6.033984959220892e-93,0.752514411122628,0.7322841944263736,0.7733035114745619,7,14,10.5,0.24748558887737204,0.2266964885254381,0.2677158055736264,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",15-21,-0.24190433751723034,-0.2706382063572228,-0.21317046867723788,0.014660406551672146,-16.500520409486125,3.637442315355767e-61,0.7851312815671487,0.7628924561225674,0.8080183836504431,14,21,17.5,0.21486871843285127,0.1919816163495569,0.2371075438774326,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",22-28,-0.22038783349541885,-0.2538310413377129,-0.1869446256531248,0.017063174683866547,-12.915992338975373,3.6569876856165305e-38,0.8022076146394839,0.7758228729681689,0.8294896675622687,21,28,24.5,0.19779238536051613,0.17051033243773128,0.22417712703183112,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",29-35,-0.25492460509718,-0.29084895847004943,-0.2190002517243106,0.01832908852215457,-13.90819869679007,5.648411171767064e-44,0.774974924917658,0.747628592456931,0.8033215159380462,28,35,31.5,0.22502507508234204,0.19667848406195376,0.25237140754306897,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,1,"Region-stratified Cox model, with no further adjustment","Region-stratified Cox model,
with no further adjustment",36+,-0.2646671757018029,-0.2994279770810287,-0.22990637432257716,0.01773542863716606,-14.923077480471543,2.3326213063526546e-50,0.7674613372549175,0.7412421069074991,0.7946079947325607,35,42,38.5,0.2325386627450825,0.20539200526743928,0.25875789309250086,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",1-3,-0.3877732692640348,-0.42466211352269867,-0.350884425005371,0.018821184751168053,-20.60302124391874,2.578442127269398e-94,0.678566177632811,0.6539907224232707,0.7040651214761323,0,3,1.5,0.321433822367189,0.2959348785238677,0.3460092775767293,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",4-7,-0.34409284068571083,-0.37699518684177236,-0.3111904945296493,0.016787219773215744,-20.49730958039377,2.275301292019918e-93,0.7088631136568844,0.6859193753265599,0.7325743111777584,3,7,5,0.29113688634311563,0.2674256888222416,0.3140806246734401,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",8-14,-0.2814729363990109,-0.308791560814643,-0.2541543119833788,0.013938329801525923,-20.19416532734045,1.10172745626166e-90,0.7546713395229201,0.7343338180179176,0.7755721127409961,7,14,10.5,0.2453286604770799,0.22442788725900387,0.26566618198208236,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",15-21,-0.23941774745086422,-0.26823741386250416,-0.21059808103922426,0.014704181627298162,-16.28228986279574,1.3184179409519582e-59,0.7870860105102779,0.7647262029475314,0.81009959584645,14,21,17.5,0.21291398948972207,0.18990040415355003,0.23527379705246865,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",22-28,-0.21987125136477462,-0.2534320431088866,-0.18631045962066262,0.01712316757289178,-12.84057114017033,9.715505504506856e-38,0.8026221278141048,0.7761324866839207,0.8300158685654813,21,28,24.5,0.1973778721858952,0.16998413143451874,0.22386751331607935,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",29-35,-0.2556573457362555,-0.29182673700845446,-0.21948795446405647,0.018454110155849066,-13.853680485115365,1.2085738431798135e-43,0.7744072772905468,0.746897934533559,0.8029298293549,28,35,31.5,0.2255927227094532,0.19707017064510002,0.253102065466441,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,2,"Region-stratified Cox model, with adjustment for baseline confounders","Region-stratified Cox model,
with adjustment for baseline
confounders",36+,-0.2604730099165163,-0.2960474031643746,-0.22489861666865796,0.01815053415698686,-14.350707679655251,1.0545562664568e-46,0.7706869570006538,0.7437521709781236,0.7985971790977106,35,42,38.5,0.22931304299934618,0.20140282090228945,0.25624782902187637,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",1-3,-0.3820924105925005,-0.4191866120215474,-0.3449982091634536,0.018925960742973456,-20.18879864444176,1.2281452999329683e-90,0.6824319863472125,0.6575814712096062,0.7082216217758276,0,3,1.5,0.31756801365278753,0.2917783782241724,0.3424185287903938,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",4-7,-0.33897086683953936,-0.3719804640237073,-0.3059612696553714,0.016841940691024657,-20.126591884994728,4.316828751774688e-90,0.712503206257066,0.68936770986391,0.7364151405159632,3,7,5,0.287496793742934,0.26358485948403676,0.31063229013608995,0,NA,NA,NA,NA,NA
postest,positive_test_1_date,"Positive
SARS-CoV-2
test",any,Any vaccine,NA,4,"Region-stratified marginal structural Cox model, with adjustment for baseline and time-varying confounders","Region-stratified marginal
structural Cox model, with
adjustment for baseline and
time-varying confounders",8-14,-0.2761401959354904,-0.3035672593306633,-0.2487131325403175,0.013993656828142808,-19.733240519386012,1.1177074086473628e-86,0.7587065557293989,0.7381802379533514,0.7798036415913159,7,14,10.5,0.24129344427060107,0.22019635840868412,0.2618197620466486,0,NA,NA,NA,NA,NA
