strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4341451,85884,-0.3267906245676799,0.10313885181142486,-3.1684531951661765,0.0015325242287268304,-0.5289390595248863,-0.12464218961047349,0.7212347360536058,0.5892297758970367,0.8828127256440815
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4341451,85884,0.0029928348564382855,7.015613547079847e-4,4.265963106938825,1.9904167247860222e-5,0.0016177998682655058,0.004367869844611065,1.002997317857856,1.0016191092124629,1.004377422891859
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2288356,45461,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2053095,40423,-0.004456252865456233,0.007627508771484601,-0.5842343809706138,0.5590626332358144,-0.0194058953493294,0.010493389618416935,0.9955536614969084,0.9807811869170368,1.0105486383108397
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,862561,15644,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,849620,16800,0.1081605303826944,0.012653443134538681,8.54791294611826,1.2533419160084722e-17,0.08336023755857297,0.13296082320681582,1.1142265982526498,1.0869332922259656,1.1422052495155082
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,879935,18143,0.16808070192050126,0.012404707982971346,13.549750800360256,7.949957006044235e-42,0.14376792103514094,0.19239348280586158,1.1830320797563398,1.1546161153154713,1.2121473822926965
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,919465,18813,0.17170564423787743,0.012328192629416479,13.92788459746874,4.2887054841042156e-44,0.147542830689749,0.19586845778600587,1.1873282848484659,1.1589829238047415,1.2163668912163415
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,829870,16484,0.185985350293615,0.012774085276397519,14.559582644814284,5.076679089630025e-48,0.16094860321643248,0.2110220973707975,1.2044046160743938,1.174624595336284,1.234939643679109
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4113233,82680,0,NA,NA,NA,NA,NA,NA,NA,NA
all,ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,30584,307,-0.9566437200105259,0.06776225814774785,-14.117648174071675,2.956958660337286e-45,-1.0894553054912175,-0.8238321345298343,0.38418014069167666,0.33639967887006467,0.43874709095333364
all,ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,158742,2316,-0.512923561839817,0.026487905562087913,-19.36444392092531,1.5400876628335542e-83,-0.5648389027674074,-0.46100822091222654,0.598742556636062,0.5684517153798267,0.6306474928790586
all,ethnicity_combinedMixed,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Mixed,12449,197,-0.3664070246473615,0.08534792648578725,-4.293098142324269,1.7619707468625358e-5,-0.5336858867146766,-0.19912816258004637,0.6932205859148358,0.5864394318556765,0.8194448644346504
all,ethnicity_combinedOther,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Other,26443,384,-0.5248398550579783,0.06256967843201677,-8.388086181843294,4.9411994286437905e-17,-0.6474741713089837,-0.4022055388069728,0.5916501065523827,0.5233660416415205,0.6688432583159692
all,bmiObese I (30-34.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,TRUE,Obese I (30-34.9),760833,15369,0,NA,NA,NA,NA,NA,NA,NA,NA
all,bmiObese III (40+),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese III (40+),135995,2677,-0.08336888164058186,0.031672871118583495,-2.632185801168706,0.008483745290640624,-0.14544656831998434,-0.021291194961179365,0.9200117091891047,0.8646360877985048,0.9789338624532501
all,bmiNot obese,bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Not obese,3164697,62127,-0.035601807331551015,0.009945929058815063,-3.579535619148337,3.4420533172362794e-4,-0.05509547007961889,-0.016108144583483138,0.9650244826612592,0.9463947912542999,0.9840208977707638
all,bmiObese II (35-39.9),bmi,Body Mass Index,factor,categorical,4,contr.treatment,treatment,FALSE,Obese II (35-39.9),279926,5711,-0.02264815521926934,0.02784539702958189,-0.8133536467520575,0.4160153273822012,-0.07722413053246843,0.03192782009392975,0.9776063889746739,0.9256823566746669,1.0324429809781814
all,heart_failure,heart_failure,Heart failure,integer,continuous,NA,NA,NA,NA,Heart failure,4341451,85884,-0.06858816069053252,0.02100847185691649,-3.2647858043968894,0.0010954688296623822,-0.10976400890031214,-0.02741231248075289,0.9337111398560236,0.8960455691265246,0.9729599952612806
all,other_heart_disease,other_heart_disease,Other heart disease,integer,continuous,NA,NA,NA,NA,Other heart disease,4341451,85884,-0.00325504019861637,0.022949163490420744,-0.14183698678058845,0.8872087681726334,-0.048234574115162535,0.0417244937179298,0.9967502517013914,0.9529102327838199,1.0426071943464772
all,dialysis,dialysis,Dialysis,integer,continuous,NA,NA,NA,NA,Dialysis,4341451,85884,0.03707707048901091,0.09345112507780784,0.39675360203679055,0.6915491686085524,-0.14608376897824027,0.22023790995626208,1.0377729994286713,0.8640853166087256,1.246373219915337
all,diabetes,diabetes,Diabetes,integer,continuous,NA,NA,NA,NA,Diabetes,4341451,85884,-0.024912060665232185,0.024289706323188835,-1.0256221435435473,0.30506972568507285,-0.07251901025373711,0.022694888923272736,0.9753956839044945,0.9300480660424993,1.0229543772160714
all,chronic_liver_disease,chronic_liver_disease,Chronic liver disease,integer,continuous,NA,NA,NA,NA,Chronic liver disease,4341451,85884,-0.030509543940255922,0.04403425832123895,-0.6928592669299103,0.48839787427057374,-0.11681510433581743,0.05579601645530558,0.9699511748669715,0.889749688815346,1.0573819732136687
all,current_copd,current_copd,COPD,integer,continuous,NA,NA,NA,NA,COPD,4341451,85884,-0.06556071183875868,0.024007848802970636,-2.7308032625832954,0.006318017510184189,-0.11261523083886416,-0.0185061928386532,0.9365421858354025,0.8934943830690318,0.9816639952862329
all,other_resp_conditions,other_resp_conditions,Other respiratory conditions,integer,continuous,NA,NA,NA,NA,Other respiratory conditions,4341451,85884,-0.028454888183750086,0.02344453402720963,-1.213710972063913,0.22485811303815967,-0.07440533051140474,0.01749555414390457,0.9719461394128053,0.9282953511454366,1.0176494978174817
all,lung_cancer,lung_cancer,Lung Cancer,integer,continuous,NA,NA,NA,NA,Lung Cancer,4341451,85884,-0.03580116068525458,0.052559133525248894,-0.6811596440808152,0.4957704803199265,-0.1388151694533741,0.06721284808286496,0.964832120968846,0.8703888880458656,1.0695230998907095
all,haematological_cancer,haematological_cancer,Haematological cancer,integer,continuous,NA,NA,NA,NA,Haematological cancer,4341451,85884,0.028913560253921958,0.0362068897624026,0.7985651472318932,0.42454260365080826,-0.042050639672599116,0.09987776018044303,1.0293356151203097,0.958821224950162,1.1050358304387549
all,cancer_excl_lung_and_haem,cancer_excl_lung_and_haem,"Cancer excl. lung, haemo",integer,continuous,NA,NA,NA,NA,"Cancer excl. lung, haemo",4341451,85884,0.037401073099625114,0.024238113119444425,1.543068675161064,0.12281411411767257,-0.010104755667693734,0.08490690186694397,1.0381092950671016,0.9899461258498735,1.0886157138900148
all,any_immunosuppression,any_immunosuppression,Immunosuppressed,integer,continuous,NA,NA,NA,NA,Immunosuppressed,4341451,85884,0.005704464514615274,0.026614780594329205,0.2143344557884772,0.8302862504745907,-0.04645954690670549,0.05786847593593604,1.005720765954569,0.9546031764402552,1.0595756268526824
all,dementia,dementia,Dementia,integer,continuous,NA,NA,NA,NA,Dementia,4341451,85884,-0.12847821231276949,0.035201255900341,-3.6498189915867436,2.624251668093405e-4,-0.1974714060880159,-0.05948501853752307,0.8794327230147919,0.8208036102783671,0.9422496497632612
all,other_neuro_conditions,other_neuro_conditions,Other neurological conditions,integer,continuous,NA,NA,NA,NA,Other neurological conditions,4341451,85884,-0.020146651343329804,0.03286981619153569,-0.6129225434645956,0.5399275563796894,-0.08457030725719128,0.044277004570531665,0.9800549363944481,0.9189070472715416,1.0452718598721236
all,LD_incl_DS_and_CP,LD_incl_DS_and_CP,Learning disabilities,integer,continuous,NA,NA,NA,NA,Learning disabilities,4341451,85884,-0.47793580558737325,0.07963812859102382,-6.0013440049775655,1.9569089357275367e-9,-0.6340236694219494,-0.3218479417527971,0.6200620002203039,0.5304531331943488,0.7248083950450311
