term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,37604507.94506628,544783.1502147748,-0.5990662277721734,0.15157964909871138,-3.952154734057016,7.745063099227369e-5,-0.896156880794867,-0.30197557474947995,0.5493243404954311,0.4081351616866551,0.7393561236275294
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,37604507.94506628,544783.1502147748,0.005258356526226629,0.0010217540574128812,5.146401414388293,2.655309088616654e-7,0.003255755372639711,0.007260957679813546,1.0052722059473287,1.0032610611006512,1.0072873823504487
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,20002389.871404424,288781.9578672791,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,17602118.073661268,256001.19234749573,0.005556638108886997,0.013209949950705973,0.4206403604572352,0.674017717086391,-0.020334388032073367,0.03144766424984736,1.0055721048568602,0.9798709613958714,1.0319473664428127
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,7770990.265456011,95905.32250244546,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,7498810.160436092,106919.24424786288,0.1277520904219438,0.022282409929783586,5.73331568822747,9.848607926343559e-9,0.0840793694708103,0.1714248113730773,1.136271275244633,1.0877152217644226,1.186994890860959
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,7452587.503366952,104633.26111796312,0.088516590898285,0.022257866719258366,3.976867685243933,6.982899319906634e-5,0.044891973755845915,0.13214120804072407,1.0925523788855025,1.0459148675509105,1.1412694643144732
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,8173947.331617994,121138.14373608926,0.1532630368778134,0.021625355457014578,7.087191569288159,1.3686087501443554e-12,0.11087811902918812,0.19564795472643867,1.1656315427038566,1.117258725977528,1.2160987081639505
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,6708172.684188906,116187.17861041409,0.3439477309502003,0.021964928559273702,15.658950586706274,2.886203172066878e-55,0.3008972620510286,0.386998199849372,1.4105049078295873,1.3510705281924564,1.4725538404520289
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,35294204.229532965,524039.296658586,0,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity_combinedBlack,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,Black,248380.25699258567,1770.987524631764,-0.8594303750129536,0.12096407231753105,-7.104839962372846,1.2046204591747328e-12,-1.096515600178613,-0.6223451498472943,0.4234031946787008,0.3340329626926076,0.536684355397292
ethnicity_combinedSouth Asian,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,FALSE,South Asian,1765733.54476247,16203.885595202653,-0.5387105540945709,0.043376491251228035,-12.419412879074663,2.0506083645521472e-35,-0.6237269147226946,-0.45369419346644724,0.5835001593894393,0.5359432959087203,0.6352769753938465
