term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,8830382,154101,-0.029004711349360446,0.060672799868886504,-0.4780513081980628,0.6326136870517831,-0.14792121393358448,0.08991179123486359,0.9714118877950474,0.8624990651738766,1.0940777721994437
"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,8830382,154101,1.2753306780424113e-4,3.471999402176472e-4,0.3673188069223031,0.7133812272055828,-5.529663104568071e-4,8.080324460652894e-4,1.0001275412004917,0.9994471865472371,1.0008083589922296
sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,5434923,97896,0,NA,NA,NA,NA,NA,NA,NA,NA
sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,3395459,56205,-0.027008676103239423,0.01782778647974698,-1.5149764180719951,0.12977837619271831,-0.061950495527613614,0.007933143321134765,0.9733527965783507,0.9399294163492056,1.0079646940796556
imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,2151212,35162,0,NA,NA,NA,NA,NA,NA,NA,NA
imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,1798873,30950,0.04685039646564878,0.02491364596272824,1.8805114488557295,0.060038407527862936,-0.0019794523448802837,0.09568024527617784,1.0479652180512045,0.9980225054788932,1.10040714734998
imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,1738671,30975,0.1709375916656081,0.026032727214733015,6.566257551720026,5.159554515567549e-11,0.11991438390537568,0.22196079942584052,1.186416704420818,1.1274003238344654,1.24852243410871
imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,1642971,31029,0.2748950541675937,0.025854183189639474,10.632517459602134,2.10356237467702e-26,0.22422178626619943,0.32556832206898795,1.316392517709695,1.2513485205703452,1.3848174446973778
imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,1498655,25985,0.26197811218620537,0.028628196552675605,9.151051890543233,5.6381836296959e-20,0.20586787800062747,0.3180883463717833,1.299498098945684,1.2285908693894871,1.374497687747423
ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,7950574,144208,0,NA,NA,NA,NA,NA,NA,NA,NA
