variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,6898484,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,6898484,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,6898484,1484,-0.16961602153803051,0.16709166327901576,-1.015107625416353,0.8439888279177815,0.6082862732410707,1.1710228768679307,-0.4971096636817952,0.15787762060573418,"-0.50, 0.16",0.3100545271147541
"age, degree = 2",Age,continuous,NA,level,Age²,6898484,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,6898484,1484,0.001430909468818933,9.450711036833574e-4,1.514075991998962,1.001431933708246,0.9995786929175341,1.003288610447976,-4.2139585722996624e-4,0.0032832147948678326,"0.00, 0.00",0.13000656695229892
sex,Sex,dichotomous,NA,label,Sex,6898484,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,6898484,sexFemale,factor,2,FALSE,contr.treatment,treatment,3953055,778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,6898484,sexMale,factor,2,FALSE,contr.treatment,treatment,2945429,706,0.2836920661624236,0.054582263284028903,5.1975137909943285,1.3280239242791636,1.1932883266446808,1.4779726777491404,0.17671279593104405,0.39067133639380314,"0.18, 0.39",2.0197156060232396e-7
imd,Deprivation,categorical,NA,label,Deprivation,6898484,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,6898484,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,893211,241,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,6898484,imd2,factor,5,FALSE,contr.treatment,treatment,1169042,283,0.010044877856605988,0.09163501401999241,0.1096183370956265,1.0100954969878781,0.8440391076804376,1.2088218469392091,-0.169556449345402,0.189646205058614,"-0.17, 0.19",0.9127120673989095
imd,Deprivation,categorical,FALSE,level,3,6898484,imd3,factor,5,FALSE,contr.treatment,treatment,1551220,324,-0.10325476785037556,0.09047355800535163,-1.1412701139074015,0.9018971698062539,0.7553457533574508,1.0768823433360832,-0.28057968309406023,0.0740701473933091,"-0.28, 0.07",0.2537575349260599
imd,Deprivation,categorical,FALSE,level,4,6898484,imd4,factor,5,FALSE,contr.treatment,treatment,1631749,339,-0.05037559895138045,0.09032927418028469,-0.5576885169124435,0.9508722108150917,0.7965879595936868,1.1350384479343139,-0.2274177230943822,0.12666652519162133,"-0.23, 0.13",0.5770571003056493
imd,Deprivation,categorical,FALSE,level,5 least deprived,6898484,imd5 least deprived,factor,5,FALSE,contr.treatment,treatment,1653262,297,-0.15965598887938906,0.09183909892146061,-1.7384315694987862,0.8524369863346614,0.7120142774748025,1.0205537145244046,-0.33965731513806313,0.02034533737928501,"-0.34, 0.02",0.08213479805499291
ethnicity,Ethnicity,categorical,NA,label,Ethnicity,6898484,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,TRUE,level,White,6898484,ethnicityWhite,factor,5,FALSE,contr.treatment,treatment,6580047,1414,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ethnicity,Ethnicity,categorical,FALSE,level,Black,6898484,ethnicityBlack,factor,5,FALSE,contr.treatment,treatment,71319,15,-0.2505362697951649,0.27485641758673357,-0.9115169003325374,0.7783832477008031,0.45418760056639734,1.3339872765035483,-0.7892449491848641,0.28817240959453433,"-0.79, 0.29",0.3620230850143819
ethnicity,Ethnicity,categorical,FALSE,level,South Asian,6898484,ethnicitySouth Asian,factor,5,FALSE,contr.treatment,treatment,178030,43,-0.01955319277818355,0.16621549098655095,-0.11763760803597821,0.9806367310091885,0.7079869846044327,1.3582854192463452,-0.3453295687844653,0.30622318322809816,"-0.35, 0.31",0.906354804919641
ethnicity,Ethnicity,categorical,FALSE,level,Mixed,6898484,ethnicityMixed,factor,5,FALSE,contr.treatment,treatment,22708,7,0.3275862321958345,0.3767765371197462,0.8694443520821517,1.3876147032018042,0.6630650289146285,2.9039000408355746,-0.41088221077858667,1.0660546751702555,"-0.41, 1.1",0.38460413299733326
ethnicity,Ethnicity,categorical,FALSE,level,Other,6898484,ethnicityOther,factor,5,FALSE,contr.treatment,treatment,46380,5,-0.5986113214252146,0.44762297897953957,-1.3373114195117686,0.5495742884716115,0.22856463574252417,1.3214288272019212,-1.4759362388776416,0.27871359602721246,"-1.5, 0.28",0.18112100499658731
bmi,Body Mass Index,categorical,NA,label,Body Mass Index,6898484,NA,factor,4,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,TRUE,level,Not obese,6898484,bmiNot obese,factor,4,FALSE,contr.treatment,treatment,5707821,1302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
bmi,Body Mass Index,categorical,FALSE,level,Obese I (30-34.9),6898484,bmiObese I (30-34.9),factor,4,FALSE,contr.treatment,treatment,882604,129,-0.3626065762895124,0.09448125881850335,-3.8378677509586585,0.6958601475339923,0.5782283374739037,0.8374223702723375,-0.5477864407877863,-0.17742671179123848,"-0.55, -0.18",1.2410728753924297e-4
bmi,Body Mass Index,categorical,FALSE,level,Obese II (35-39.9),6898484,bmiObese II (35-39.9),factor,4,FALSE,contr.treatment,treatment,233000,38,-0.3048779820161166,0.16583002113068093,-1.8384969135103717,0.7372133221871571,0.5326456748660902,1.0203471239053232,-0.6298988509877672,0.020142886955534067,"-0.63, 0.02",0.06598921624920775
bmi,Body Mass Index,categorical,FALSE,level,Obese III (40+),6898484,bmiObese III (40+),factor,4,FALSE,contr.treatment,treatment,75059,15,-0.12743600047094134,0.26626256109589275,-0.47861028582627535,0.8803497560011208,0.5224107983126964,1.4835368935604127,-0.6493010306502867,0.39442902970840404,"-0.65, 0.39",0.6322158995637974
chronic_cardiac_disease,Chronic cardiac disease,continuous,NA,label,Chronic cardiac disease,6898484,chronic_cardiac_disease,integer,NA,NA,NA,NA,6898484,1484,0.1851084742969395,0.13037730921385346,1.4197905710211611,1.203348965481248,0.9319963727870987,1.5537064038076205,-0.07042635616345538,0.4406433047573344,"-0.07, 0.44",0.1556686608137758
heart_failure,Heart failure,continuous,NA,label,Heart failure,6898484,heart_failure,integer,NA,NA,NA,NA,6898484,1484,0.31616749072896533,0.09299593969831148,3.3997988703017104,1.3718600102177734,1.1432771121017062,1.6461449876968113,0.13389879821181622,0.49843618324611444,"0.13, 0.50",6.743543726085431e-4
