variable,var_label,var_type,reference_row,row_type,label,N,term,var_class,var_nlevels,header_row,contrasts,contrasts_type,n_obs,n_event,estimate,std.error,statistic,or,or.ll,or.ul,conf.low,conf.high,ci,p.value
"age, degree = 2",Age,continuous,NA,label,Age,4114437,NA,nmatrix.2,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"age, degree = 2",Age,continuous,NA,level,Age,4114437,"poly(age, degree = 2, raw = TRUE)1",nmatrix.2,NA,FALSE,NA,NA,4114437,23941,-0.21439618226840332,0.044467051299423146,-4.821461644145147,0.8070285912606033,0.7396708409160375,0.8805202410108318,-0.3015500013139677,-0.12724236322283894,"-0.30, -0.13",1.4251012538231571e-6
"age, degree = 2",Age,continuous,NA,level,Age²,4114437,"poly(age, degree = 2, raw = TRUE)2",nmatrix.2,NA,FALSE,NA,NA,4114437,23941,0.001298253039712609,2.540978191762243e-4,5.109264785984772,1.001299096135001,1.0008005507354003,1.0017978898833015,8.002304655770383e-4,0.0017962756138481797,"0.00, 0.00",3.2341484045692085e-7
sex,Sex,dichotomous,NA,label,Sex,4114437,NA,factor,2,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,TRUE,level,Female,4114437,sexFemale,factor,2,FALSE,contr.treatment,treatment,2346794,15086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
sex,Sex,dichotomous,FALSE,level,Male,4114437,sexMale,factor,2,FALSE,contr.treatment,treatment,1767643,8855,-0.117690844156818,0.013145777644514738,-8.952748733425153,0.8889708406660732,0.866358836933276,0.9121730186904168,-0.14345609488883868,-0.09192559342479734,"-0.14, -0.09",3.4673847760958584e-19
imd,Deprivation,categorical,NA,label,Deprivation,4114437,NA,factor,5,TRUE,contr.treatment,treatment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,TRUE,level,1 most deprived,4114437,imd1 most deprived,factor,5,FALSE,contr.treatment,treatment,529161,3500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
imd,Deprivation,categorical,FALSE,level,2,4114437,imd2,factor,5,FALSE,contr.treatment,treatment,694594,4333,0.029084127452676956,0.02214674533773484,1.3132461230374028,1.0295112009869285,0.9857793860795658,1.0751830763805403,-0.014322695784063675,0.07249095068941759,"-0.01, 0.07",0.189100026694253
imd,Deprivation,categorical,FALSE,level,3,4114437,imd3,factor,5,FALSE,contr.treatment,treatment,923893,5533,0.04324202597199749,0.02139679902118476,2.0209577109727483,1.0441905855119369,1.0013059224811351,1.0889119442837445,0.0013050705060334913,0.08517898143796149,"0.00, 0.09",0.04328414294658257
