term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.306860106021902,0.15523152654106037,-8.418780225524767,3.804242881310833e-17,-1.6111083073075538,-1.0026119047362503,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.0254086017404356,0.11663571422489798,-8.791549042716316,1.4751180751862514e-18,-1.2540104009323416,-0.7968068025485295,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-0.8967746879169314,0.08849619587171068,-10.13348290379565,3.9241746827971894e-24,-1.0702240445942865,-0.7233253312395763,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-0.9871308897384251,0.09525013422578671,-10.363564290612652,3.6317115576024588e-25,-1.173817722343573,-0.8004440571332773,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.6692215687692697,0.08827838932523521,-18.908609247723405,9.687818568103091e-80,-1.8422440324599358,-1.4961991050786037,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-1.2716165922084242,0.15521531876056444,-8.070825280582763,6.982457678361389e-16,-1.580423019832156,-0.9628101645846922,1 Demographics,all,0.1575571949584573
"tt(tte_vax1)(3,7]",-0.980455529126852,0.11656836392633531,-8.364178611858245,6.053515741608404e-17,-1.2102040333980757,-0.7507070248556283,1 Demographics,all,0.11722077858748967
"tt(tte_vax1)(7,14]",-0.8420447686329154,0.0884174219513113,-9.249165893371625,2.2625131306725278e-20,-1.020480039328364,-0.6636094979374668,1 Demographics,all,0.09104007629881125
"tt(tte_vax1)(14,21]",-0.9273773608600484,0.09517353529594383,-9.517963965943967,1.7660515543916735e-21,-1.1183453277348034,-0.7364093939852934,1 Demographics,all,0.0974344265410416
"tt(tte_vax1)(21, Inf]",-1.5865972545689788,0.08837601331002742,-17.84554084238141,3.1305753478448786e-71,-1.7608521849401646,-1.412342324197793,1 Demographics,all,0.0889072104108476
age,0.09645802290085542,0.13939932718086237,0.7026477251171123,0.4822753125926688,-0.172601769293172,0.36551781509488285,1 Demographics,all,0.13727792669474378
I(age * age),-1.9123610880875458e-4,7.932716922845182e-4,-0.24507746376579784,0.8063964522123002,-0.0017206133108142614,0.0013381410931967523,1 Demographics,all,7.803088291769846e-4
