term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.2901880618078545,0.15464147202524967,-8.343092217831412,7.237268370284719e-17,-1.593279777493602,-0.987096346122107,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.0139880219511321,0.11581243589915424,-8.755432990236734,2.0332140074010127e-18,-1.240976225275328,-0.7869998186269362,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-0.8847214949965816,0.08768987167763846,-10.089209598218535,6.166402596259775e-24,-1.0565904852936918,-0.7128525046994714,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-0.9991802113632278,0.09438306406934702,-10.586435407830054,3.444601592451015e-26,-1.1841676176896843,-0.8141928050367713,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.6956397642403205,0.08747411381623323,-19.384474906513976,1.0436470648600274e-83,-1.8670858768996952,-1.5241936515809458,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-1.2453277107983132,0.154637293822409,-7.9767750033065035,1.5020627546349062e-15,-1.551315714860438,-0.9393397067361884,1 Demographics,all,0.15611919733001176
"tt(tte_vax1)(3,7]",-0.9616529769121418,0.11577831142102762,-8.237971726657014,1.7515456182497704e-16,-1.1904477898725383,-0.7328581639517453,1 Demographics,all,0.11673419244695353
"tt(tte_vax1)(7,14]",-0.8228016557379527,0.08760149819369359,-9.197455360487766,3.665263961614666e-20,-0.99813945825606,-0.6474638532198455,1 Demographics,all,0.08945970635233584
"tt(tte_vax1)(14,21]",-0.9285044100867624,0.09425962637626276,-9.591508053967406,8.680680652557243e-22,-1.1182384115615265,-0.7387704086119984,1 Demographics,all,0.09680484078858677
"tt(tte_vax1)(21, Inf]",-1.601225886580455,0.08745603001523242,-18.12527034778675,2.0135103625934678e-73,-1.7743733767194987,-1.4280783964414112,1 Demographics,all,0.08834217950166898
age,0.07503284840186904,0.1394876195442062,0.5461835117638301,0.5849397988593609,-0.19422039223551324,0.3442860890392513,1 Demographics,all,0.13737662669376455
I(age * age),-6.768598514720666e-5,7.938006561955797e-4,-0.08667276104191275,0.9309316284575874,-0.0015982948125559241,0.0014629228422615107,1 Demographics,all,7.80937221031593e-4
sexMale,0.14029612607032546,0.04209941606577284,3.321027808720436,8.968660068622429e-4,0.05749785694825073,0.2230943951924002,1 Demographics,all,0.04224479111615159
imd2,-0.004298106551887536,0.06905423498908135,-0.06229002399278574,0.9503318727511583,-0.13953860741268131,0.13094239430890625,1 Demographics,all,0.06900152346040725
imd3,-0.16828055429208372,0.06788474714172034,-2.4699463162637065,0.013513332980982711,-0.3018153698219396,-0.03474573876222781,1 Demographics,all,0.06813125985128377
imd4,-0.24007755269020362,0.069303088258747,-3.464025685193981,5.321556959512219e-4,-0.3759146969644287,-0.10424040841597854,1 Demographics,all,0.06930593895892535
imd5 least deprived,-0.2605725730520283,0.07002152321849994,-3.726060758301738,1.9449554074010565e-4,-0.39763766449022586,-0.12350748161383071,1 Demographics,all,0.0699324541263766
ethnicityBlack,-0.21524516372646718,0.19168288408055717,-1.1157078249991255,0.26454721999473996,-0.5933663521752741,0.16287602472233975,1 Demographics,all,0.19292251869492436
ethnicitySouth Asian,0.3687467019246128,0.1013834610542173,3.6177877930816624,2.9713185530658474e-4,0.16897537852851616,0.5685180253207094,1 Demographics,all,0.10192601750433548
ethnicityMixed,-0.7895360921969049,0.5006819097515406,-1.5762239583135984,0.11497419895892484,-1.7712889053289032,0.19221672093509345,1 Demographics,all,0.5009034966335808
ethnicityOther,0.02751269133062935,0.23688109042098576,0.1160359307302306,0.9076240655153551,-0.4372044336706546,0.49222981633191326,1 Demographics,all,0.23710493083899165
"tt(tte_vax1)(0,3]",-1.2218398343531034,0.15469792244538497,-7.818345780131813,5.352200390094654e-15,-1.5281401870816946,-0.9155394816245122,2 Demographics + cinical,all,0.15627856182289546
"tt(tte_vax1)(3,7]",-0.9346716899392067,0.11587662741001624,-7.984516443109816,1.4107421728714311e-15,-1.1641061037453024,-0.7052372761331109,2 Demographics + cinical,all,0.11706052540548968
"tt(tte_vax1)(7,14]",-0.7886011034020173,0.08781662970228829,-8.762478828548359,1.9100299348375472e-18,-0.9649929430947768,-0.6122092637092578,2 Demographics + cinical,all,0.08999749030294221
