strata,model,model_descr,term,estimate,conf.low,conf.high,std.error,statistic,p.value,or,or.ll,or.ul,ve,ve.ll,ve.ul
all,1,"Region-stratified Cox model, with no further adjustment",(Intercept),-9.25004382936062,-9.417430880203733,-9.082656778517508,0.08540312585508737,-108.3103661223848,0,9.610743964145114e-5,8.129460683500088e-5,1.1361934467783658e-4,0.9999038925603585,0.9998863806553222,0.999918705393165
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw1-3,-1.4063870001388077,-1.5358441607872804,-1.276929839490335,0.06605078545810755,-21.29250985260127,1.3319992482052234e-100,0.24502696821730324,0.215273888669927,0.27889223130919577,0.7549730317826968,0.7211077686908043,0.784726111330073
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw4-7,-1.0619244307737017,-1.159200432654276,-0.9646484288931273,0.04963152519529699,-21.39616758894865,1.450524034547152e-101,0.34578972123367613,0.31373693442998984,0.38111716597251805,0.6542102787663239,0.6188828340274819,0.6862630655700102
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw8-14,-0.8801510762052627,-0.9557289931596707,-0.8045731592508546,0.03856087027647298,-22.824979568530807,2.590581382596964e-115,0.41472025258654505,0.38453172135755564,0.44727880263880926,0.585279747413455,0.5527211973611907,0.6154682786424444
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw15-21,-1.0913428017570546,-1.1779373417056755,-1.0047482618084336,0.044181699577986004,-24.701240834583636,1.0371493807952973e-134,0.33576532459136615,0.3079132037574375,0.36613679381789854,0.6642346754086339,0.6338632061821015,0.6920867962425625
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw22-28,-1.4195706066109461,-1.52150016709904,-1.3176410461228523,0.05200583341944099,-27.296372604237078,4.683725121373118e-164,0.24181782958457948,0.21838402855791536,0.2677662056659466,0.7581821704154206,0.7322337943340533,0.7816159714420846
all,1,"Region-stratified Cox model, with no further adjustment",timesincevax_pw29+,-1.7796141325223425,-1.8747849158902903,-1.6844433491543946,0.048557414380387985,-36.649688934860514,4.6284795600631246e-294,0.16870323180131355,0.15338795460888663,0.18554768849208478,0.8312967681986865,0.8144523115079152,0.8466120453911133
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)1",1.8398770150763577,1.6657510037302223,2.014003026422493,0.08884143418941325,20.709672596613775,2.8337585097431627e-95,6.2957639293659495,5.28964430103859,7.493253080650992,-5.2957639293659495,-6.493253080650992,-4.28964430103859
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)2",1.7148233600294709,1.4428663173738503,1.9867804026850915,0.13875614286832974,12.35854013077261,4.380395411866604e-35,5.5556940680463756,4.232811025468161,7.292018564498009,-4.5556940680463756,-6.292018564498009,-3.232811025468161
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)3",0.5013475238122322,0.20867137555098997,0.7940236720734746,0.149327309363761,3.3573733160285553,7.868679265623423e-4,1.650944459435601,1.2320400535127387,2.212280031294395,-0.6509444594356011,-1.2122800312943949,-0.2320400535127387
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)4",1.8275092368574914,1.3856398557378533,2.2693786179771296,0.2254477044502081,8.106133709873774,5.225593759536193e-16,6.218378844564216,3.997382835039555,9.673388076711738,-5.218378844564216,-8.673388076711738,-2.997382835039555
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)5",-0.9422934340644906,-1.3156571321002932,-0.568929736028688,0.1904951830650195,-4.946547303208547,7.554137703742331e-7,0.3897329827093775,0.2682979580972762,0.5661310242118088,0.6102670172906225,0.43386897578819117,0.7317020419027238
all,1,"Region-stratified Cox model, with no further adjustment",regionEast Midlands,0.3723315798501035,0.11258810287122972,0.6320750568289772,0.1325246173030205,2.8095276743848956,0.0049614253402194865,1.4511140617135303,1.1191708547350399,1.8815107730814387,-0.4511140617135303,-0.8815107730814387,-0.11917085473503986
all,1,"Region-stratified Cox model, with no further adjustment",regionLondon,1.8013744815188888,1.4018532774808217,2.200895685556956,0.2038410946269623,8.837150746347193,9.819061149510448e-19,6.0579683101629485,4.062722345998347,9.033100694928335,-5.0579683101629485,-8.033100694928335,-3.0627223459983473
all,1,"Region-stratified Cox model, with no further adjustment",regionNorth East,1.4891159541925987,1.1535670556754105,1.8246648527097868,0.1712015634797145,8.698027774547997,3.3770189497466158e-18,4.433174656679358,3.1694784757872645,6.200716517484013,-3.433174656679358,-5.200716517484013,-2.1694784757872645
all,1,"Region-stratified Cox model, with no further adjustment",regionNorth West,0.9453943437208655,0.6241630428020557,1.2666256446396753,0.16389653251418979,5.768238834699053,8.010422968674036e-9,2.573828151460636,1.8666829696987752,3.548857230063163,-1.5738281514606358,-2.548857230063163,-0.8666829696987752
all,1,"Region-stratified Cox model, with no further adjustment",regionSouth East,1.0449546978612512,0.5849426967757705,1.5049666989467319,0.2347043133006508,4.452217699649552,8.498793514737087e-6,2.8432697145350185,1.7948881298159733,4.5040036397259495,-1.8432697145350185,-3.5040036397259495,-0.7948881298159733
all,1,"Region-stratified Cox model, with no further adjustment",regionSouth West,2.3401751890078972,1.964934399693226,2.7154159783225684,0.19145290029537418,12.223242298223047,2.335793794352763e-34,10.383055400581563,7.134444553055578,15.110894569272876,-9.383055400581563,-14.110894569272876,-6.134444553055578
all,1,"Region-stratified Cox model, with no further adjustment",regionWest Midlands,3.2688526276450465,2.816764075150962,3.720941180139131,0.23066166320406983,14.171633821754956,1.3726925809151367e-45,26.281167752216348,16.722649786453438,41.30324961894816,-25.281167752216348,-40.30324961894816,-15.722649786453438
all,1,"Region-stratified Cox model, with no further adjustment",regionYorkshire and The Humber,-1.0389791823292887,-1.3537079947619155,-0.7242503698966617,0.16057887538504165,-6.4702108533142235,9.786625613661957e-11,0.35381567896863403,0.25828077909296887,0.48468776934800345,0.646184321031366,0.5153122306519966,0.7417192209070311
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)1:regionEast Midlands",0.07167345536243552,-0.20292916751412443,0.3462760782389955,0.14010595349842675,0.5115660938936499,0.608954720345666,1.0743044784137457,0.8163360624903969,1.413792879392005,-0.07430447841374566,-0.41379287939200493,0.18366393750960308
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)2:regionEast Midlands",-0.3835611659012413,-0.7869030375675337,0.019780705765051143,0.20579045066531923,-1.8638433642629697,0.06234370405451415,0.6814303964696914,0.45525251426477775,1.0199776402833294,0.3185696035303086,-0.01997764028332938,0.5447474857352222
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)3:regionEast Midlands",0.7624033900000045,0.36088879534644736,1.1639179846535614,0.2048581493438926,3.7216161155501224,1.9795180274642738e-4,2.1434215127776937,1.4346039173761131,3.2024559014456737,-1.1434215127776937,-2.2024559014456737,-0.43460391737611315
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)4:regionEast Midlands",-0.5060678282556289,-1.1642363426081035,0.1521006860968458,0.3358064329467399,-1.5070224349629808,0.1318049066966048,0.6028614790745153,0.3121609550547414,1.1642774570835677,0.39713852092548474,-0.16427745708356767,0.6878390449452586
all,1,"Region-stratified Cox model, with no further adjustment","ns(tstop, df = 5)5:regionEast Midlands",0.8702962563889706,0.3688837263733803,1.371708786404561,0.2558274202845912,3.4018880987066322,6.692203347400605e-4,2.3876180958718956,1.4461194483461297,3.9420811180256434,-1.3876180958718956,-2.9420811180256434,-0.4461194483461297
