term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.4055849917828636,0.15757542484210116,-8.9200774371469,4.659622876826111e-19,-1.7144271493219798,-1.0967428342437473,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.098272273915847,0.11822365790064855,-9.289784239621486,1.5460140251262456e-20,-1.3299863855217025,-0.8665581623099917,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-0.9930097853318158,0.09278481783757016,-10.702287383590996,9.929630023746907e-27,-1.174864686605563,-0.8111548840580688,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-1.2217583353751977,0.10556426595513609,-11.573597602567848,5.608079069860087e-31,-1.4286604947016721,-1.0148561760487234,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.8033413499922486,0.0923162864508656,-19.5343792446857,5.602291517392954e-85,-1.984277946622428,-1.6224047533620691,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-1.3714416461700936,0.15769241252779276,-8.723747752279971,2.691422942610337e-18,-1.6795633743217584,-1.0633199180184287,1 Demographics,all,0.15720785207385946
"tt(tte_vax1)(3,7]",-1.0640670439509814,0.1183828698198594,-8.999954779427908,2.2581067156068115e-19,-1.2957941064076763,-0.8323399814942863,1 Demographics,all,0.1182302655990256
"tt(tte_vax1)(7,14]",-0.9428709020381962,0.09265649465094888,-9.835866629611811,7.888546711046848e-23,-1.13075399151626,-0.7549878125601325,1 Demographics,all,0.09586048058028702
"tt(tte_vax1)(14,21]",-1.1544780957306042,0.10562626169085369,-10.68275909348259,1.2257348444036411e-26,-1.3662899945829179,-0.9426661968782906,1 Demographics,all,0.10806928113121414
"tt(tte_vax1)(21, Inf]",-1.7278961989741528,0.09281488291017609,-18.386665494222324,1.6800012082937822e-75,-1.9120848067495635,-1.5437075911987421,1 Demographics,all,0.09397550629923151
age,0.2113149137805546,0.14415541282727887,1.5267687808178887,0.12681851722710955,-0.05995708602036051,0.48258691358146966,1 Demographics,all,0.13840662478528895
I(age * age),-7.809269679625601e-4,8.205607764606153e-4,-0.992390221603263,0.3210072071283361,-0.0023232524548964487,7.613985189713285e-4,1 Demographics,all,7.869152183915397e-4
sexMale,0.09006832541419162,0.043149156113413134,2.13087667447328,0.03309930348901936,0.00722417207843612,0.1729124787499471,1 Demographics,all,0.04226820185943193
imd2,0.06890485997643958,0.09535609874788077,0.7374201603925061,0.4608668791531498,-0.11423502575941208,0.25204474571229124,1 Demographics,all,0.09344043420207503
imd3,-0.10166524842174861,0.10399196913426331,-0.9878296406586466,0.3232360884452226,-0.303380419929546,0.1000499230860488,1 Demographics,all,0.1029177949691428
imd4,-0.17313464604032536,0.11055078239129942,-1.581264444267685,0.11381758573792986,-0.3877335842162115,0.04146429213556077,1 Demographics,all,0.10949126609907898
imd5 least deprived,-0.08728228107275035,0.12065756342129509,-0.7257002887152513,0.46802252476426065,-0.3230133811580871,0.14844881901258639,1 Demographics,all,0.12027317947919128
ethnicityBlack,-0.3411048641213805,0.19471317714626768,-1.7968165041992985,0.07236475536025538,-0.7131813933979505,0.03097166515518951,1 Demographics,all,0.18983845224272605
ethnicitySouth Asian,0.21957989311225626,0.1325979923058638,1.7277540325017635,0.0840323318216665,-0.029511513496130598,0.46867129972064314,1 Demographics,all,0.12708978765588969
ethnicityMixed,0.41538006685868695,0.27450160404755813,1.5199887746960807,0.1285137969094204,-0.12023571168655262,0.9509958454039265,1 Demographics,all,0.27327837795495663
ethnicityOther,-0.40144320561690816,0.2786924956214974,-1.4281621235542106,0.15324519981152634,-0.9523710112706065,0.1494846000367902,1 Demographics,all,0.28109078023848744
"tt(tte_vax1)(0,3]",-1.391302889051662,0.15821200097182705,-8.927340574785463,4.363723648485067e-19,-1.6967581958459048,-1.0858475822574194,2 Demographics + cinical,all,0.1558474080154713
"tt(tte_vax1)(3,7]",-1.0580962261750908,0.11911091035885761,-8.938068652047244,3.960310294830778e-19,-1.2901184421832346,-0.826074010166947,2 Demographics + cinical,all,0.11838085691283387
"tt(tte_vax1)(7,14]",-0.9127315459431198,0.09341826936893381,-9.54619607640756,1.3454595514337418e-21,-1.100127755206327,-0.7253353366799125,2 Demographics + cinical,all,0.0956120677427569
"tt(tte_vax1)(14,21]",-1.136172115118045,0.10657319467339989,-10.5351858663123,5.946568948670461e-26,-1.3475453603676368,-0.9247988698684532,2 Demographics + cinical,all,0.107845474160177
"tt(tte_vax1)(21, Inf]",-1.6884604747899303,0.09478417538648307,-17.559516230939426,5.030209177735187e-69,-1.876923623568296,-1.4999973260115647,2 Demographics + cinical,all,0.09615643464111531
age,0.1002506742156246,0.14614760257996698,0.7153237283323043,0.4744090297359913,-0.17443294539052362,0.37493429382177285,2 Demographics + cinical,all,0.14014727911982958
I(age * age),-1.6008977681939896e-4,8.319227882584828e-4,-0.20086800664570995,0.8408017848144571,-0.0017221613187175745,0.0014019817650787767,2 Demographics + cinical,all,7.969899213554928e-4
sexMale,0.03395748018427264,0.0444270892843378,0.7786554669713007,0.4361826957317788,-0.05151734275093958,0.11943230311948486,2 Demographics + cinical,all,0.04361040488979733
imd2,0.10658744658297335,0.09613413069412725,1.1313832186926924,0.25789383154839585,-0.07806047204897014,0.29123536521491683,2 Demographics + cinical,all,0.09420985287914613
imd3,-0.05474543573312514,0.10477988765469902,-0.5292953869921279,0.596600555152508,-0.257466043151669,0.14797517168541868,2 Demographics + cinical,all,0.10343078190088092
imd4,-0.10286212969723765,0.11143641725379254,-0.9347512577809428,0.3499165042952102,-0.3185409724925684,0.11281671309809313,2 Demographics + cinical,all,0.11004224796811474
imd5 least deprived,-0.015885790491690123,0.1214578153935534,-0.13100654574334225,0.8957701292816678,-0.2535500770584076,0.22177849607502736,2 Demographics + cinical,all,0.12125951723673654
ethnicityBlack,-0.3617717145064125,0.19693708861181594,-1.873646162645142,0.06097921092688648,-0.7402100478451106,0.01666661883228565,2 Demographics + cinical,all,0.19308433028554176
ethnicitySouth Asian,0.20512369680449044,0.1336627895914603,1.6003251976202624,0.10952645978260772,-0.04609715425150407,0.45634454786048495,2 Demographics + cinical,all,0.1281762588688326
ethnicityMixed,0.39683391903224585,0.2777773386342753,1.484930632421889,0.1375622005067907,-0.1269482511008757,0.9206160891653674,2 Demographics + cinical,all,0.26724071169911723
ethnicityOther,-0.3779527562685145,0.28252271010752833,-1.3022145283732707,0.1928430600631509,-0.946809710329156,0.19090419779212692,2 Demographics + cinical,all,0.29023847302690897
bmiObese I (30-34.9),0.09670023440046116,0.06414255963435857,1.5363110870261496,0.12446210159364714,-0.026666041038166235,0.22006650983908854,2 Demographics + cinical,all,0.06294313385946113
bmiObese II (35-39.9),0.290301778175279,0.10620996891029903,2.8246902644055116,0.00473263406946007,0.08887047894883757,0.49173307740172045,2 Demographics + cinical,all,0.1027729595111471
bmiObese III (40+),0.059997410868954826,0.19922378135946917,0.31911763908980306,0.7496373083469887,-0.3084960538113588,0.42849087554926846,2 Demographics + cinical,all,0.18801032446868574
chronic_cardiac_disease,0.09193075421206741,0.11787404573300159,0.7904537201101297,0.4292628398455239,-0.13601550341595958,0.31987701184009437,2 Demographics + cinical,all,0.11630124809743345
heart_failure,0.25356607188136826,0.08356828175068173,3.052140262177118,0.002272159006318399,0.09073595075375146,0.41639619300898506,2 Demographics + cinical,all,0.08307811899198152
other_heart_disease,0.004693692531884059,0.10561823291321625,0.04508175803547191,0.9640421416169156,-0.19936818788012,0.20875557294388813,2 Demographics + cinical,all,0.10411511743155395
dialysis,1.3670402765564242,0.24884684220881378,5.45588889850335,4.872845527605064e-8,0.8759471188124568,1.8581334343003917,2 Demographics + cinical,all,0.25056233768459407
diabetes,0.19096356476136536,0.04817833786245593,4.0526967197303945,5.063061920672949e-5,0.0986098222596177,0.283317307263113,2 Demographics + cinical,all,0.047120122221746025
chronic_liver_disease,0.356125264744073,0.24049760817174257,1.5241155272172044,0.12747985459095668,-0.10184047369151644,0.8140910031796624,2 Demographics + cinical,all,0.23366028256027402
current_copd,0.32924289926754585,0.06459992737278564,5.190671621256319,2.0953688519953162e-7,0.2049229129892089,0.4535628855458828,2 Demographics + cinical,all,0.06342972996389586
other_resp_conditions,0.21174416710039798,0.08268329094266826,2.6080945718033464,0.009104779583464966,0.05261997507914973,0.37086835912164623,2 Demographics + cinical,all,0.08118730409150353
lung_cancer,0.23099325563574366,0.225927098722024,1.0094900157578595,0.31273968753920117,-0.21748910144613867,0.679475612717626,2 Demographics + cinical,all,0.2288217337764643
haematological_cancer,0.339166034719434,0.13598409356424457,2.5644621497017255,0.010333584942468194,0.07994863394529117,0.5983834354935769,2 Demographics + cinical,all,0.1322562061439989
cancer_excl_lung_and_haem,0.1002285593460763,0.05566641062599466,1.81977466831982,0.06879332691239491,-0.0077212709051712874,0.20817838959732388,2 Demographics + cinical,all,0.05507745606691863
chemo_or_radio,0.2719052747127304,0.11292997060674313,2.4789030445038347,0.013178712395671891,0.05692125312099905,0.48688929630446176,2 Demographics + cinical,all,0.10968774083988173
permanant_immunosuppression,0.4287670860288348,0.6093596716824999,0.7042685266818777,0.48126556262387615,-0.764482384215208,1.6220165562728777,2 Demographics + cinical,all,0.6088119371867252
asplenia,0.24110853619353512,0.37133888800194687,0.6411465572582656,0.5214274679733634,-0.49595234630628826,0.9781694186933585,2 Demographics + cinical,all,0.37605838082417115
dmards,0.22532381813634042,0.11026867016746576,2.105729643440528,0.03522784334058485,0.015597669396414132,0.43504996687626674,2 Demographics + cinical,all,0.10700510335609198
dementia,0.9336780694051167,0.054225590085797117,17.50267447413425,1.3669695911688358e-68,0.8291240258563273,1.038232112953906,2 Demographics + cinical,all,0.05334487999447868
other_neuro_conditions,0.5205136231746684,0.11311664813044729,4.690833672829991,2.7209409900800924e-6,0.3030281981863803,0.7379990481629566,2 Demographics + cinical,all,0.11096399051400202
LD_incl_DS_and_CP,1.2753743054912317,0.3949973187399312,3.0218010454807303,0.0025127564199198945,0.448156474817363,2.1025921361651,2 Demographics + cinical,all,0.42205766901782765
psychosis_schiz_bipolar,0.45931398919217625,0.18460053773087515,2.5459752322419025,0.010897291990559447,0.10572104570569779,0.8129069326786547,2 Demographics + cinical,all,0.1804078780404
flu_vaccine,0.19575711024538506,0.0757550052006984,2.612516024712412,0.00898784786736333,0.048896045214854966,0.34261817527591515,2 Demographics + cinical,all,0.07493049167686318
