term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.2720576211773247,0.1548627695460143,-8.214095775933794,2.1376891646074078e-16,-1.575583072033639,-0.9685321703210104,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-0.997186758934029,0.11618747327168329,-8.582566871062674,9.27791641638113e-18,-1.2249100220012383,-0.7694634958668196,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-0.8609048299392797,0.08809767972445288,-9.772162361505671,1.4825351028638464e-22,-1.0335731093207519,-0.6882365505578076,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-0.9611515942753541,0.09461793212952484,-10.158239274978127,3.0452608531502446e-24,-1.146599333540878,-0.7757038550098303,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.6656364197979643,0.08783749490849434,-18.962704042654668,3.468449838355839e-80,-1.8377947463108335,-1.493478093285095,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-1.2363103911036375,0.15485477252596844,-7.887627464917137,3.079855177672654e-15,-1.543516056058456,-0.9291047261488191,1 Demographics,all,0.15674046430343494
"tt(tte_vax1)(3,7]",-0.9535555026397453,0.11614086182043158,-8.144359145466227,3.8129592655784823e-16,-1.1830314391809624,-0.7240795660985283,1 Demographics,all,0.1170817108637169
"tt(tte_vax1)(7,14]",-0.8092830475472017,0.08802038505216014,-8.993155331999205,2.4023237446566563e-19,-0.985657809011343,-0.6329082860830604,1 Demographics,all,0.08998877676088084
"tt(tte_vax1)(14,21]",-0.9036794798391607,0.09453269702478957,-9.310298251368064,1.274738874720083e-20,-1.0939182011166866,-0.713440758561635,1 Demographics,all,0.09706235562393216
"tt(tte_vax1)(21, Inf]",-1.5857515084937353,0.08787708061182932,-17.881302256728414,1.6493907946255972e-71,-1.7595652386379306,-1.41193777834954,1 Demographics,all,0.0886821041178388
age,0.09032654971999282,0.13928466127224928,0.6593721403663156,0.5096568276697335,-0.17816642027506824,0.3588195197150539,1 Demographics,all,0.13698872638114754
I(age * age),-1.533978686860818e-4,7.926214577124053e-4,-0.19699327380444176,0.8438328013786149,-0.0016796139273541,0.0013728181899819363,1 Demographics,all,7.786959713069301e-4
sexMale,0.142145940624692,0.04211116370789567,3.361688824533586,7.746737005036819e-4,0.05927065420920427,0.2250212270401797,1 Demographics,all,0.042284086375666816
imd2,-0.012638411267748178,0.07022219394130981,-0.17998287432661436,0.8571660129508675,-0.15026723289463295,0.1249904103591366,1 Demographics,all,0.07022007685471948
imd3,-0.15973024831340346,0.06978678948279717,-2.2891610775802538,0.022069995150305097,-0.2964901893249966,-0.02297030730181035,1 Demographics,all,0.06977676227233669
imd4,-0.21866151233756145,0.07098397886822959,-3.1001102739521587,0.0019344860594770147,-0.35690455891161854,-0.0804184657635044,1 Demographics,all,0.07053346268834561
imd5 least deprived,-0.23176179990405638,0.07169273387182087,-3.262284688102091,0.0011051809287819494,-0.37100310599264186,-0.09252049381547087,1 Demographics,all,0.07104278812616109
ethnicityBlack,-0.4185588809646901,0.19494944735523678,-2.1248184062944095,0.03360176835739825,-0.8046437951719483,-0.03247396675743197,1 Demographics,all,0.19698571874414367
ethnicitySouth Asian,0.22799760613395637,0.10514565188087899,2.158807901077236,0.030865073264653053,0.021000449804799842,0.43499476246311286,1 Demographics,all,0.10561273470427199
ethnicityMixed,-0.9276015214814589,0.5014182011403826,-1.848087282472764,0.06458971724471183,-1.911356775549125,0.05615373258620704,1 Demographics,all,0.5019251689456552
ethnicityOther,-0.11225430071019564,0.23861744945563568,-0.4673939664493126,0.6402180385368377,-0.5829800744575816,0.3584714730371903,1 Demographics,all,0.24017062428718636
"tt(tte_vax1)(0,3]",-1.212935817077813,0.15491943698087227,-7.729778578920434,1.0773380419209945e-14,-1.5204880312530344,-0.9053836029025917,2 Demographics + cinical,all,0.15691727837917133
"tt(tte_vax1)(3,7]",-0.9264025487680309,0.1162477612909924,-7.892704655498119,2.9570684808002738e-15,-1.1564524125376843,-0.6963526849983775,2 Demographics + cinical,all,0.11737453625896056
"tt(tte_vax1)(7,14]",-0.7747152437255966,0.08824591391790208,-8.56576062310036,1.0736472626631868e-17,-0.9519807596310309,-0.5974497278201624,2 Demographics + cinical,all,0.09044325166364385
"tt(tte_vax1)(14,21]",-0.8629564049965166,0.09485932214893922,-8.830889736999541,1.0384632148253903e-18,-1.054484498358942,-0.6714283116340911,2 Demographics + cinical,all,0.09772021061263098
"tt(tte_vax1)(21, Inf]",-1.5251826760317397,0.08872205445256215,-16.80274750391537,2.3299671158109871e-63,-1.7030882902278743,-1.3472770618356051,2 Demographics + cinical,all,0.09076983842531361
age,-0.01942850456342,0.13913727036429546,-0.14239098089292826,0.8867711860041804,-0.286855338615565,0.24799832948872502,2 Demographics + cinical,all,0.13644476947616072
I(age * age),4.5711070159739996e-4,7.915766433843573e-4,0.5894394963455573,0.5555664880748598,-0.0010628426059656696,0.0019770640091604694,2 Demographics + cinical,all,7.755006314158156e-4
sexMale,0.10470200697225981,0.04306184923717109,2.429532848759371,0.015118294867242671,0.02023631930745569,0.18916769463706395,2 Demographics + cinical,all,0.04309553049497782
imd2,0.015267322222653536,0.0703603755697974,0.21708540984830713,0.8281417841075267,-0.12257428453331648,0.15310892897862355,2 Demographics + cinical,all,0.07032864269101222
imd3,-0.11477751111312717,0.07003764641544649,-1.6357800049387394,0.10188563822202132,-0.25230198710481155,0.022746964878557208,2 Demographics + cinical,all,0.07016683830746888
imd4,-0.1626167288866942,0.071347621681923,-2.290164064557616,0.022011807724222742,-0.30178707778621794,-0.023446379987170474,2 Demographics + cinical,all,0.07100658481343623
imd5 least deprived,-0.15762655440556758,0.07223000273332296,-2.1999079210545043,0.027813428614934493,-0.29806078198631436,-0.017192326824820803,2 Demographics + cinical,all,0.07165143272451642
ethnicityBlack,-0.4984024802047014,0.19543222059025198,-2.5299386204112038,0.011408248203810808,-0.8845189271119703,-0.11228603329743247,2 Demographics + cinical,all,0.19700180715202234
ethnicitySouth Asian,0.1883991009140881,0.10610670745227968,1.7730549327587781,0.07621960476960876,-0.01986035325679772,0.39665855508497394,2 Demographics + cinical,all,0.10625677604976921
ethnicityMixed,-1.072321251278121,0.5018251580422877,-2.134803216740053,0.03277708743436954,-2.0568199703551215,-0.08782253220112057,2 Demographics + cinical,all,0.5023044947981703
ethnicityOther,-0.03360097505068617,0.23874089916483757,-0.13977993055960047,0.8888338706964405,-0.5047465871648179,0.43754463706344554,2 Demographics + cinical,all,0.2403848314716333
bmiObese I (30-34.9),0.08362835861063633,0.06261876475982434,1.3331953378360926,0.1824677089197344,-0.03931579391624472,0.2065725111375174,2 Demographics + cinical,all,0.06272776106941193
bmiObese II (35-39.9),0.22422626674160803,0.10508582347776636,2.144034434873304,0.03203012777031863,0.019250357748153535,0.42920217573506253,2 Demographics + cinical,all,0.10458146711382371
bmiObese III (40+),0.6799450864857748,0.15092286185019402,4.504823681505853,6.642807427846148e-6,0.3841137787148983,0.9757763942566513,2 Demographics + cinical,all,0.15093711420432016
chronic_cardiac_disease,0.13028018151191276,0.11089297872017673,1.1750620887515812,0.23996987656181087,-0.08702277303576994,0.34758313605959545,2 Demographics + cinical,all,0.11087089163971417
heart_failure,0.3144225822999913,0.0796891338602727,3.9494684069686956,7.832494748596106e-5,0.15838716848412168,0.4704579961158609,2 Demographics + cinical,all,0.07961136788566378
other_heart_disease,-0.006836966980539114,0.0982892559881026,-0.06974167725013897,0.9443992688737978,-0.19897758610107397,0.18530365213999572,2 Demographics + cinical,all,0.09803272949713136
dialysis,1.0022125015235317,0.30303096749933334,3.3044870679145912,9.515036556299487e-4,0.40777821642234824,1.5966467866247152,2 Demographics + cinical,all,0.3032883715160102
diabetes,0.19523260901759942,0.046165996281225016,4.213184479972119,2.517952402309002e-5,0.10441083653143078,0.28605438150376805,2 Demographics + cinical,all,0.04633849050419254
chronic_liver_disease,0.3422532846655039,0.21982102769874906,1.5569738078545847,0.11947670413225027,-0.08858512003396213,0.77309168936497,2 Demographics + cinical,all,0.2198195518376177
current_copd,0.2836848373613877,0.06377805081556571,4.49955255651547,6.809664300445604e-6,0.16011431402495008,0.40725536069782536,2 Demographics + cinical,all,0.06304734388547249
other_resp_conditions,0.04316031875294613,0.08653969576097632,0.5053501051844042,0.6133129565307393,-0.12423386885917462,0.21055450636506687,2 Demographics + cinical,all,0.08540676713067423
lung_cancer,0.539585344086607,0.18541275590209955,2.9159151625374164,0.0035464692066974955,0.17689720604245646,0.9022734821307574,2 Demographics + cinical,all,0.18504836869707217
haematological_cancer,0.529815480062657,0.12002594231033631,4.446982760747948,8.708482359378138e-6,0.29630450976153705,0.7633264503637769,2 Demographics + cinical,all,0.11914043938716463
cancer_excl_lung_and_haem,0.13393429382611868,0.053626132659569024,2.4673222871917644,0.01361277737961595,0.027541061958232,0.24032752569400537,2 Demographics + cinical,all,0.054283258624700736
chemo_or_radio,0.17738366326424898,0.10734097361209168,1.6542845613195876,0.09806970835339789,-0.032777030713565275,0.38754435724206326,2 Demographics + cinical,all,0.10722681418410494
permanant_immunosuppression,-0.4150414913965297,1.000720044542994,-0.41467640632394,0.6783788063947316,-2.3767310469665635,1.5466480641735043,2 Demographics + cinical,all,1.0008804095603754
asplenia,0.22069898162097049,0.35486332327920583,0.6222662789983351,0.5337667905605207,-0.4744408162450918,0.9158387794870327,2 Demographics + cinical,all,0.3546696793151489
dmards,0.3761418751497517,0.10330549095442397,3.6601409446570763,2.5207655382647194e-4,0.17472216494786869,0.5775615853516347,2 Demographics + cinical,all,0.10276704663486476
dementia,0.9294593687875075,0.051977676705234774,17.65431020016297,9.42784685514369e-70,0.8262717127838178,1.0326470247911972,2 Demographics + cinical,all,0.052647730681594535
other_neuro_conditions,0.5072502494853622,0.10458384594411307,4.822391233742349,1.4184738003981287e-6,0.30108858155931595,0.7134119174114085,2 Demographics + cinical,all,0.10518645727790066
LD_incl_DS_and_CP,1.1928306265136528,0.35730080244175716,3.3308382200528426,8.6584907420822e-4,0.49093371253323825,1.8947275404940673,2 Demographics + cinical,all,0.3581172508866939
psychosis_schiz_bipolar,0.6771794792515881,0.15341393198182626,4.406332942518414,1.0513532335806669e-5,0.3759658833393099,0.9783930751638662,2 Demographics + cinical,all,0.15368323004310927
flu_vaccine,0.05501526192798437,0.07019520233718772,0.7654918296099137,0.44397872982580333,-0.08584572157047429,0.19587624542644302,2 Demographics + cinical,all,0.07186916933655524
