term,estimate,std.error,statistic,p.value,conf.low,conf.high,model,strata,robust.se
"tt(tte_vax1)(0,3]",-1.4412782693458461,0.15789752845968305,-9.127934321744982,6.98187155784594e-20,-1.750751738374713,-1.1318048003169792,0 Unadjusted,all,NA
"tt(tte_vax1)(3,7]",-1.186767749284921,0.12019695116711225,-9.87352622309807,5.422416157279119e-23,-1.4223494446239804,-0.9511860539458613,0 Unadjusted,all,NA
"tt(tte_vax1)(7,14]",-1.0114170991393152,0.08850091101461842,-11.428324155581304,3.018786139630946e-30,-1.1848756973269514,-0.837958500951679,0 Unadjusted,all,NA
"tt(tte_vax1)(14,21]",-1.1484510620684032,0.09570311051171596,-12.000143526451108,3.546808270145713e-33,-1.336025711879823,-0.9608764122569833,0 Unadjusted,all,NA
"tt(tte_vax1)(21, Inf]",-1.7500748662378043,0.08547391575239835,-20.474958363993032,3.600556425403111e-93,-1.9176006627301159,-1.5825490697454927,0 Unadjusted,all,NA
"tt(tte_vax1)(0,3]",-1.3817433592893569,0.1578858501803985,-8.705508580468008,3.161538460519054e-18,-1.6928299770385677,-1.070656741540146,1 Demographics,all,0.15872057864482333
"tt(tte_vax1)(3,7]",-1.1172279589565173,0.12015016696434307,-9.263335308629749,1.9814394149144413e-20,-1.3536143672123009,-0.8808415507007337,1 Demographics,all,0.12060752652618593
"tt(tte_vax1)(7,14]",-0.9278439170940459,0.08836749415664347,-10.290660420137964,7.764199931265837e-25,-1.104561502412493,-0.7511263317755987,1 Demographics,all,0.09016369010470239
"tt(tte_vax1)(14,21]",-1.0516932301488884,0.09549752924668037,-10.790261267747384,3.8270001059679e-27,-1.2427248282472294,-0.8606616320505472,1 Demographics,all,0.09746689204759579
"tt(tte_vax1)(21, Inf]",-1.6250637952217084,0.08532334702070613,-18.98284790462833,2.36426425264134e-80,-1.7928503426995477,-1.4572772477438691,1 Demographics,all,0.08560695441412093
age,0.34372078500690484,0.1402295098145156,2.6254779938643535,0.008652740193225523,0.08712737195003112,0.6003141980637785,1 Demographics,all,0.13091741229984322
I(age * age),-0.0015721095332179517,7.983776732468495e-4,-2.1140292864828063,0.034512766031443876,-0.003029647555307373,-1.1457151112853029e-4,1 Demographics,all,7.436555128493665e-4
sexMale,0.12867040709975228,0.041429457781878086,3.0981003406506162,0.0019476547233728799,0.04726911725687383,0.21007169694263073,1 Demographics,all,0.041532033488860746
imd2,-0.14636323088859138,0.06597603366318289,-2.2152876247952027,0.026740328717907994,-0.275857323660892,-0.01686913811629079,1 Demographics,all,0.06606962872467735
imd3,-0.3489692226526534,0.06550072644156597,-5.329635957679257,9.840982693621608e-8,-0.47730202315596715,-0.22063642214933965,1 Demographics,all,0.0654771217816177
imd4,-0.35408398345685166,0.06555084819474687,-5.420008951103788,5.959605139983083e-8,-0.4821265496848232,-0.2260414172288801,1 Demographics,all,0.06532904034867733
imd5 least deprived,-0.43047273483111886,0.06729962401262003,-6.392266255351989,1.634449678183435e-10,-0.5624620830359199,-0.2984833866263178,1 Demographics,all,0.06734274162480346
ethnicityBlack,0.019475516390978338,0.16952474062229475,0.11446522619623119,0.9088690106550948,-0.31399965310022415,0.3529506858821808,1 Demographics,all,0.17014351902464137
ethnicitySouth Asian,0.37583905668258205,0.09935916795847631,3.7737395106404046,1.6081867852968835e-4,0.18063983506053582,0.5710382783046283,1 Demographics,all,0.09959326965278588
ethnicityMixed,0.28206912860965777,0.28976915673843734,0.9738875194824336,0.3301123912305739,-0.2855994390287609,0.8497376962480765,1 Demographics,all,0.2896321422822644
ethnicityOther,0.05431220558690258,0.2248124982120088,0.24115663535029586,0.809433719087285,-0.3871020093553426,0.4957264205291478,1 Demographics,all,0.2252154725413652
"tt(tte_vax1)(0,3]",-1.368823826347323,0.15794798333294469,-8.626787660143396,6.309916792764982e-18,-1.6798139082309966,-1.0578337444636492,2 Demographics + cinical,all,0.15867132474715043
"tt(tte_vax1)(3,7]",-1.1013028556609794,0.12026481439087193,-9.122178396268636,7.362920236835612e-20,-1.3379254954955127,-0.8646802158264462,2 Demographics + cinical,all,0.12072805505661453
"tt(tte_vax1)(7,14]",-0.9067549249307532,0.08864382324437962,-10.01494313927894,1.3103723849384979e-23,-1.0842104502345695,-0.7292993996269368,2 Demographics + cinical,all,0.09054019701564059
"tt(tte_vax1)(14,21]",-1.0257157532927104,0.0959277468713142,-10.43789828339165,1.6645512147499039e-25,-1.2183183137169573,-0.8331131928684635,2 Demographics + cinical,all,0.09826841816659457
"tt(tte_vax1)(21, Inf]",-1.5870739142265966,0.0864580258369014,-18.155690867266312,1.1576243174447804e-73,-1.7584035394900113,-1.415744288963182,2 Demographics + cinical,all,0.0874146803792524
age,0.18498780611459364,0.1409905446196757,1.4011542748632535,0.16116794437922172,-0.07377701662347852,0.4437526288526658,2 Demographics + cinical,all,0.13202529473968713
I(age * age),-7.007369402547241e-4,8.026298722603842e-4,-0.9344042763188021,0.3500953927046847,-0.0021705709300421042,7.690970495326562e-4,2 Demographics + cinical,all,7.49929081034776e-4
sexMale,0.09899237140844418,0.04223509229067394,2.3437388194689026,0.019091535318771943,0.016209477216876836,0.1817752656000115,2 Demographics + cinical,all,0.04223694661970744
imd2,-0.13453068746196611,0.06603231212040456,-2.0356918533752486,0.041781307655576784,-0.2640568246342915,-0.005004550289640725,2 Demographics + cinical,all,0.06608597820878907
imd3,-0.32177609353415376,0.06567200764170167,-4.893985948941501,9.881389688432374e-7,-0.45064233078792804,-0.19290985628037952,2 Demographics + cinical,all,0.0657492883901208
imd4,-0.31316711031633204,0.06580815228860626,-4.772022848065771,1.8238480809199228e-6,-0.44179102451474805,-0.184543196117916,2 Demographics + cinical,all,0.06562565190635394
imd5 least deprived,-0.3765120873853013,0.06778635025727148,-5.546039666346126,2.9221256010787444e-8,-0.5095710223036966,-0.243453152466906,2 Demographics + cinical,all,0.06788845915942703
ethnicityBlack,-0.044090114389664176,0.17044790583556704,-0.25759407494600933,0.7967202029428172,-0.37955992787860093,0.2913796990992725,2 Demographics + cinical,all,0.17116121323405936
ethnicitySouth Asian,0.3004462413963417,0.10075360439648309,2.980099468254839,0.0028815479855598797,0.10284753078280023,0.49804495200988314,2 Demographics + cinical,all,0.10081752122598932
ethnicityMixed,0.2425118245508805,0.2900259227109079,0.8355947534457568,0.4033829213075634,-0.3263218594625238,0.8113455085642848,2 Demographics + cinical,all,0.29022660033566533
ethnicityOther,0.0455102997318716,0.22513768026697176,0.20151484920897983,0.8402960195958552,-0.39712977741494127,0.48815037687868446,2 Demographics + cinical,all,0.22584092393447097
bmiObese I (30-34.9),0.03824960684443195,0.062015565092700405,0.6186134675732222,0.5361710275948561,-0.08293729865893035,0.15943651234779427,2 Demographics + cinical,all,0.061831189990871865
bmiObese II (35-39.9),0.15459442854683833,0.1058996315709804,1.4588127837009264,0.14461664311076314,-0.053108379892817,0.36229723698649363,2 Demographics + cinical,all,0.10597276790695576
bmiObese III (40+),0.2986606332084092,0.17965767832818047,1.664685749575122,0.09597546751859162,-0.05297575512362984,0.6502970215404482,2 Demographics + cinical,all,0.17940961727138974
