strata,term,variable,var_label,var_class,var_type,var_nlevels,contrasts,contrasts_type,reference_row,label,n_obs,n_event,estimate,std.error,statistic,p.value,conf.low,conf.high,or,or.ll,or.ul
all,"poly(age, degree = 2, raw = TRUE)1","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age,4377331,57833,0.6910336720215464,0.11763167653362544,5.874554307011104,4.2398247464264795e-9,0.4604798225745752,0.9215875214685176,1.9957774466962495,1.58483424183189,2.513277105962422
all,"poly(age, degree = 2, raw = TRUE)2","age, degree = 2",Age,nmatrix.2,continuous,NA,NA,NA,NA,Age²,4377331,57833,-0.003499637395571124,7.952013997885586e-4,-4.40094471224732,1.0778058717636116e-5,-0.005058203499612535,-0.0019410712915297124,0.9965064791980122,0.9949545676695781,0.9980608113690266
all,sexFemale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,TRUE,Female,2307127,30619,0,NA,NA,NA,NA,NA,NA,NA,NA
all,sexMale,sex,Sex,factor,dichotomous,2,contr.treatment,treatment,FALSE,Male,2070204,27214,-0.0101181716684543,0.0089519596201679,-1.1302744982963324,0.25836057676837,-0.02766369011504024,0.007427346778131642,0.9899328448209855,0.9727154456178588,1.0074549979340615
all,imd1 most deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,TRUE,1 most deprived,872595,10136,0,NA,NA,NA,NA,NA,NA,NA,NA
all,imd2,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,2,856791,10790,0.06442045339153923,0.015151240813708331,4.251826908674951,2.1203371594101826e-5,0.03472456707557757,0.0941163397075009,1.066540735171936,1.035334504313795,1.0986875594714376
all,imd3,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,3,886811,11369,0.05654262359342168,0.01491452315301764,3.7911117246803476,1.4997446626326157e-4,0.027310695366918346,0.08577455181992502,1.0581717169200444,1.0276870507717994,1.0895606611454256
all,imd4,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,4,926328,12844,0.13157074201792435,0.014532247962342574,9.053708852124167,1.3819295396838842e-19,0.10308805939732732,0.16005342463852137,1.140618594529423,1.1085890264594338,1.1735735670606364
all,imd5 least deprived,imd,IMD,factor,categorical,5,contr.treatment,treatment,FALSE,5 least deprived,834806,12694,0.25048860480814905,0.014724659129796211,17.011504483745274,6.748236882290671e-65,0.2216288032291196,0.2793484063871785,1.2846529509757714,1.248107998208443,1.3222679502252015
all,ethnicity_combinedWhite,ethnicity_combined,Ethnicity,factor,categorical,5,contr.treatment,treatment,TRUE,White,4145408,55869,0,NA,NA,NA,NA,NA,NA,NA,NA
